FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,Cumul_Area_ha,Fract_of_total,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,SRC_AGY2,ECOZONE,ECOZ_REF,ECOZ_NAME,ECOZ_NOM
148743,BC,2021-K21001, ,50.9096,-120.8122,2021,6,28,2021-06-28 00:00,,,2020-2029,95980,95980,0.110787587,H, ,Fire, ,BC-2021-2021-K21001, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148265,BC,2021-K71086, ,50.2261,-121.5832,2021,6,30,2021-06-30 00:00,,,2020-2029,83671.3,179651.3,0.207367514,H, ,Fire, ,BC-2021-2021-K71086, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148327,BC,2021-K61884, ,50.3058,-120.0268,2021,7,12,2021-07-12 00:00,,,2020-2029,83342,262993.3,0.303567337,L, ,Fire, ,BC-2021-2021-K61884, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149242,BC,2021-C41602, ,51.4937,-121.617,2021,7,8,2021-07-08 00:00,,,2020-2029,73862,336855.3,0.388824607,L, ,Fire, ,BC-2021-2021-C41602, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148452,BC,2021-K21849, ,50.6622,-121.2018,2021,7,7,2021-07-07 00:00,,,2020-2029,63547.7,400403,0.462176308,L, ,Fire, ,BC-2021-2021-K21849, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148483,BC,2021-K71030, ,50.9456,-121.9177,2021,6,29,2021-06-29 00:00,,,2020-2029,44964.2,445367.2,0.514077488,H, ,Fire, ,BC-2021-2021-K71030, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148020,BC,2021-G41269, ,53.5995,-124.814,2021,6,30,2021-06-30 00:00,,,2020-2029,33418,478785.2,0.552651144,L, ,Fire, ,BC-2021-2021-G41269, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148605,BC,2021-N51800, ,49.7245,-118.0476,2021,7,8,2021-07-08 00:00,,,2020-2029,22049,500834.2,0.578101816,L, ,Fire, ,BC-2021-2021-N51800, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149353,BC,2021-R11562, ,53.5063,-126.1315,2021,7,6,2021-07-06 00:00,,,2020-2029,20750,521584.2,0.602053081,L, ,Fire, ,BC-2021-2021-R11562, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148739,BC,2021-K61882, ,49.742,-121.1041,2021,7,13,2021-07-13 00:00,,,2020-2029,19660.7,541244.9,0.624746992,L, ,Fire, ,BC-2021-2021-K61882, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149067,BC,2021-K52061, ,49.0892,-119.4862,2021,7,19,2021-07-19 00:00,,,2020-2029,19335,560579.9,0.647064954,H, ,Fire, ,BC-2021-2021-K52061, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149329,BC,2021-K21658, ,51.3485,-119.3933,2021,7,8,2021-07-08 00:00,,,2020-2029,16534,577113.9,0.666149783,L, ,Fire, ,BC-2021-2021-K21658, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149234,BC,2021-G61316, ,56.2893,-125.502,2021,6,30,2021-06-30 00:00,,,2020-2029,16314,593427.9,0.684980672,L, ,Fire, ,BC-2021-2021-G61316, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149092,BC,2021-K62088, ,49.1858,-120.6746,2021,7,19,2021-07-19 00:00,,,2020-2029,14735.3,608163.2,0.701989302,H, ,Fire, ,BC-2021-2021-K62088, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148098,BC,2021-N51765, ,49.5865,-118.1862,2021,7,3,2021-07-03 00:00,,,2020-2029,14032,622195.2,0.718186129,L, ,Fire, ,BC-2021-2021-N51765, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148316,BC,2021-G61192, ,55.7882,-124.5433,2021,6,5,2021-06-05 00:00,,,2020-2029,13659,635854.2,0.73395241,L, ,Fire, ,BC-2021-2021-G61192, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149192,BC,2021-C21250, ,51.43,-122.2371,2021,6,2,2021-06-02 00:00,,,2020-2029,12040,647894.2,0.747849915,L, ,Fire, ,BC-2021-2021-C21250, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148119,BC,2021-G61199, ,56.3877,-125.0223,2021,6,30,2021-06-30 00:00,,,2020-2029,10678,658572.2,0.760175294,L, ,Fire, ,BC-2021-2021-G61199, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149142,BC,2021-K51794, ,49.3616,-119.534,2021,7,11,2021-07-11 00:00,,,2020-2029,10597,669169.2,0.772407176,H, ,Fire, ,BC-2021-2021-K51794, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149086,BC,2021-G61132, ,55.3892,-124.5843,2021,6,30,2021-06-30 00:00,,,2020-2029,8412,677581.2,0.782116961,L, ,Fire, ,BC-2021-2021-G61132, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148091,BC,2021-C11491, ,53.2661,-123.9222,2021,7,5,2021-07-05 00:00,,,2020-2029,8100,685681.2,0.791466611,L, ,Fire, ,BC-2021-2021-C11491, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148338,BC,2021-G61381, ,56.787,-125.7108,2021,7,2,2021-07-02 00:00,,,2020-2029,7770,693451.2,0.80043535,L, ,Fire, ,BC-2021-2021-G61381, , ,2022-04-11 00:00,BC,12,12,Boreal Cordillera,CordillCre boreale
148174,BC,2021-N71245, ,49.3163,-116.8813,2021,7,1,2021-07-01 00:00,,,2020-2029,7589,701040.2,0.809195165,L, ,Fire, ,BC-2021-2021-N71245, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149156,BC,2021-R91496, ,57.8668,-129.2931,2021,7,5,2021-07-05 00:00,,,2020-2029,7493.8,708534,0.817845092,L, ,Fire, ,BC-2021-2021-R91496, , ,2022-04-11 00:00,BC,12,12,Boreal Cordillera,CordillCre boreale
148157,BC,2021-C41097, ,51.2125,-120.9229,2021,6,30,2021-06-30 00:00,,,2020-2029,7453,715987,0.826447925,L, ,Fire, ,BC-2021-2021-C41097, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149341,BC,2021-N61687, ,49.335,-118.3545,2021,7,8,2021-07-08 00:00,,,2020-2029,7431,723418,0.835025363,L, ,Fire, ,BC-2021-2021-N61687, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148148,BC,2021-C51290, ,52.054,-125.0824,2021,7,1,2021-07-01 00:00,,,2020-2029,7195,730613,0.843330392,H, ,Fire, ,BC-2021-2021-C51290, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148534,BC,2021-G72511, ,54.5042,-120.5935,2021,8,8,2021-08-08 00:00,,,2020-2029,6500,737113,0.850833198,L, ,Fire, ,BC-2021-2021-G72511, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148105,BC,2021-G80997, ,57.4972,-123.0157,2021,6,28,2021-06-28 00:00,,,2020-2029,6398.5,743511.5,0.858218845,L, ,Fire, ,BC-2021-2021-G80997, , ,2022-04-11 00:00,BC,4,4,Taiga Plain,Taiga des plaines
148028,BC,2021-N51705, ,49.6324,-117.4644,2021,7,8,2021-07-08 00:00,,,2020-2029,6023,749534.5,0.86517106,L, ,Fire, ,BC-2021-2021-N51705, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149335,BC,2021-V11669, ,50.0495,-121.4527,2021,7,8,2021-07-08 00:00,,,2020-2029,5097.9,754632.4,0.871055453,L, ,Fire, ,BC-2021-2021-V11669, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148892,BC,2021-K42042, ,49.9315,-118.6371,2021,7,17,2021-07-17 00:00,,,2020-2029,5080.5,759712.9,0.876919762,L, ,Fire, ,BC-2021-2021-K42042, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147764,BC,2021-K70804, ,50.1776,-121.5657,2021,6,16,2021-06-16 00:00,,,2020-2029,5017.1,764730,0.882710889,H, ,Fire, ,BC-2021-2021-K70804, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147826,BC,2021-G41711, ,53.5819,-123.7386,2021,7,9,2021-07-09 00:00,,,2020-2029,4891,769621,0.888356462,L, ,Fire, ,BC-2021-2021-G41711, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148263,BC,2021-K41561, ,50.5628,-118.679,2021,7,6,2021-07-06 00:00,,,2020-2029,4733,774354,0.893819659,L, ,Fire, ,BC-2021-2021-K41561, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148099,BC,2021-K41769, ,51.0811,-118.8232,2021,7,9,2021-07-09 00:00,,,2020-2029,4359,778713,0.898851156,L, ,Fire, ,BC-2021-2021-K41769, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149378,BC,2021-N71686, ,49.4616,-116.6764,2021,7,7,2021-07-07 00:00,,,2020-2029,3795,782508,0.903231641,L, ,Fire, ,BC-2021-2021-N71686, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148613,BC,2021-G91020, ,57.7957,-122.8647,2021,6,28,2021-06-28 00:00,,,2020-2029,3470,785978,0.907236985,L, ,Fire, ,BC-2021-2021-G91020, , ,2022-04-11 00:00,BC,4,4,Taiga Plain,Taiga des plaines
149087,BC,2021-G71138, ,54.9433,-121.2515,2021,6,30,2021-06-30 00:00,,,2020-2029,3380,789358,0.911138444,L, ,Fire, ,BC-2021-2021-G71138, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149146,BC,2021-G81007, ,57.1428,-121.865,2021,6,28,2021-06-28 00:00,,,2020-2029,3359,792717,0.915015663,L, ,Fire, ,BC-2021-2021-G81007, , ,2022-04-11 00:00,BC,4,4,Taiga Plain,Taiga des plaines
148990,BC,2021-K41676, ,51.1594,-118.908,2021,7,8,2021-07-08 00:00,,,2020-2029,3355,796072,0.918888265,L, ,Fire, ,BC-2021-2021-K41676, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148154,BC,2021-C41100, ,51.7593,-120.8599,2021,6,30,2021-06-30 00:00,,,2020-2029,3049,799121,0.922407658,L, ,Fire, ,BC-2021-2021-C41100, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149392,BC,2021-N11629, ,49.746,-115.6278,2021,7,8,2021-07-08 00:00,,,2020-2029,2990,802111,0.925858949,L, ,Fire, ,BC-2021-2021-N11629, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147970,BC,2021-G72591, ,55.5293,-122.4928,2021,8,13,2021-08-13 00:00,,,2020-2029,2542,804653,0.928793123,H, ,Fire, ,BC-2021-2021-G72591, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147922,BC,2021-G72463, ,55.0356,-120.5133,2021,8,2,2021-08-02 00:00,,,2020-2029,2512,807165,0.931692669,L, ,Fire, ,BC-2021-2021-G72463, , ,2022-04-11 00:00,BC,9,9,Boreal PLain,Plaines bornales
149069,BC,2021-K42078, ,50.7952,-118.9828,2021,7,20,2021-07-20 00:00,,,2020-2029,2499,809664,0.934577209,H, ,Fire, ,BC-2021-2021-K42078, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148861,BC,2021-N51724, ,49.7316,-117.2868,2021,7,8,2021-07-08 00:00,,,2020-2029,2359,812023,0.937300151,L, ,Fire, ,BC-2021-2021-N51724, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148109,BC,2021-K22230, ,52.3038,-119.9537,2021,7,25,2021-07-25 00:00,,,2020-2029,2169,814192,0.939803779,L, ,Fire, ,BC-2021-2021-K22230, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149161,BC,2021-C31056, ,52.2685,-120.8955,2021,6,27,2021-06-27 00:00,,,2020-2029,1834,816026,0.941920725,H, ,Fire, ,BC-2021-2021-C31056, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148321,BC,2021-C11805, ,53.1181,-121.2105,2021,7,11,2021-07-11 00:00,,,2020-2029,1758,817784,0.943949945,L, ,Fire, ,BC-2021-2021-C11805, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149276,BC,2021-C41395, ,51.9179,-120.8967,2021,7,4,2021-07-04 00:00,,,2020-2029,1600,819384,0.94579679,L, ,Fire, ,BC-2021-2021-C41395, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149164,BC,2021-C51355, ,52.4862,-125.6745,2021,7,3,2021-07-03 00:00,,,2020-2029,1533,820917,0.947566298,L, ,Fire, ,BC-2021-2021-C51355, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148093,BC,2021-C31947, ,52.6294,-120.4232,2021,7,15,2021-07-15 00:00,,,2020-2029,1512,822429,0.949311566,L, ,Fire, ,BC-2021-2021-C31947, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148379,BC,2021-G11126, ,53.5005,-123.974,2021,6,30,2021-06-30 00:00,,,2020-2029,1451,823880,0.950986423,L, ,Fire, ,BC-2021-2021-G11126, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149292,BC,2021-K41651, ,50.5159,-118.47,2021,7,8,2021-07-08 00:00,,,2020-2029,1265,825145,0.952446585,L, ,Fire, ,BC-2021-2021-K41651, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149213,BC,2021-K51041, ,49.9205,-118.9089,2021,6,29,2021-06-29 00:00,,,2020-2029,1140,826285,0.953762461,L, ,Fire, ,BC-2021-2021-K51041, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149139,BC,2021-N11795, ,49.5229,-116.6259,2021,7,10,2021-07-10 00:00,,,2020-2029,1130,827415,0.955066795,L, ,Fire, ,BC-2021-2021-N11795, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148720,BC,2021-K42140, ,50.5729,-118.2739,2021,7,21,2021-07-21 00:00,,,2020-2029,1122,828537,0.956361895,L, ,Fire, ,BC-2021-2021-K42140, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149140,BC,2021-N71793, ,50.1698,-116.6126,2021,7,8,2021-07-08 00:00,,,2020-2029,1075,829612,0.957602744,L, ,Fire, ,BC-2021-2021-N71793, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148918,BC,2021-K21644, ,50.8643,-120.0019,2021,7,8,2021-07-08 00:00,,,2020-2029,991,830603,0.958746633,L, ,Fire, ,BC-2021-2021-K21644, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148246,BC,2021-K52627, ,49.8144,-119.7134,2021,8,15,2021-08-15 00:00,,,2020-2029,976,831579,0.959873208,H, ,Fire, ,BC-2021-2021-K52627, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148926,BC,2021-N72278, ,50.3371,-116.8081,2021,7,11,2021-07-11 00:00,,,2020-2029,956,832535,0.960976698,L, ,Fire, ,BC-2021-2021-N72278, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149245,BC,2021-C51606, ,52.7128,-125.6437,2021,7,8,2021-07-08 00:00,,,2020-2029,924,833459,0.962043251,L, ,Fire, ,BC-2021-2021-C51606, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148610,BC,2021-N41814, ,51.8419,-118.338,2021,7,10,2021-07-10 00:00,,,2020-2029,911,834370,0.963094798,L, ,Fire, ,BC-2021-2021-N41814, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149401,BC,2021-N71743, ,49.3605,-116.2915,2021,7,7,2021-07-07 00:00,,,2020-2029,910,835280,0.96414519,L, ,Fire, ,BC-2021-2021-N71743, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148217,BC,2021-K51924, ,49.874,-120.0433,2021,7,8,2021-07-08 00:00,,,2020-2029,871,836151,0.965150566,U, ,Fire, ,BC-2021-2021-K51924, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148615,BC,2021-K60064, ,50.0834,-120.5157,2021,4,4,2021-04-04 00:00,,,2020-2029,839,836990,0.966119006,H, ,Fire, ,BC-2021-2021-K60064, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148441,BC,2021-K22007, ,51.4766,-119.5238,2021,7,1,2021-07-01 00:00,,,2020-2029,832,837822,0.967079365,L, ,Fire, ,BC-2021-2021-K22007, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148931,BC,2021-C11179, ,52.6452,-123.3899,2021,6,29,2021-06-29 00:00,,,2020-2029,760,838582,0.967956616,L, ,Fire, ,BC-2021-2021-C11179, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147892,BC,2021-K41921, ,50.8709,-118.4258,2021,7,14,2021-07-14 00:00,,,2020-2029,682,839264,0.968743833,H, ,Fire, ,BC-2021-2021-K41921, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148222,BC,2021-C41102, ,51.5793,-120.8678,2021,6,30,2021-06-30 00:00,,,2020-2029,652,839916,0.969496423,L, ,Fire, ,BC-2021-2021-C41102, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148053,BC,2021-C41147, ,51.933,-120.9927,2021,6,30,2021-06-30 00:00,,,2020-2029,636,840552,0.970230543,L, ,Fire, ,BC-2021-2021-C41147, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149299,BC,2021-K41384, ,50.6033,-118.5722,2021,7,3,2021-07-03 00:00,,,2020-2029,623,841175,0.970949658,L, ,Fire, ,BC-2021-2021-K41384, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148333,BC,2021-C31295, ,52.3129,-120.9089,2021,6,30,2021-06-30 00:00,,,2020-2029,609,841784,0.971652614,L, ,Fire, ,BC-2021-2021-C31295, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149367,BC,2021-K22068, ,51.674,-119.7617,2021,7,16,2021-07-16 00:00,,,2020-2029,582,842366,0.972324403,L, ,Fire, ,BC-2021-2021-K22068, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147869,BC,2021-G92297, ,59.3923,-120.9856,2021,8,1,2021-08-01 00:00,,,2020-2029,566,842932,0.972977724,L, ,Fire, ,BC-2021-2021-G92297, , ,2022-04-11 00:00,BC,4,4,Taiga Plain,Taiga des plaines
149010,BC,2021-N11958, ,49.6556,-115.4299,2021,7,14,2021-07-14 00:00,,,2020-2029,540,843472,0.973601035,L, ,Fire, ,BC-2021-2021-N11958, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148608,BC,2021-N71813, ,50.4768,-117.3516,2021,7,5,2021-07-05 00:00,,,2020-2029,522,843994,0.974203568,L, ,Fire, ,BC-2021-2021-N71813, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147989,BC,2021-K62615, ,49.8292,-120.8955,2021,8,14,2021-08-14 00:00,,,2020-2029,500,844494,0.974780706,H, ,Fire, ,BC-2021-2021-K62615, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149232,BC,2021-N51317, ,49.6662,-118.11,2021,7,2,2021-07-02 00:00,,,2020-2029,500,844994,0.975357845,L, ,Fire, ,BC-2021-2021-N51317, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149315,BC,2021-K60230, ,50.1046,-120.26,2021,4,15,2021-04-15 00:00,,,2020-2029,500,845494,0.975934984,H, ,Fire, ,BC-2021-2021-K60230, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148325,BC,2021-K41807, ,50.9426,-118.4572,2021,7,10,2021-07-10 00:00,,,2020-2029,498,845992,0.976509815,L, ,Fire, ,BC-2021-2021-K41807, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148607,BC,2021-K21809, ,51.6211,-119.0143,2021,7,4,2021-07-04 00:00,,,2020-2029,481.6,846473.6,0.977065715,L, ,Fire, ,BC-2021-2021-K21809, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147796,BC,2021-V12270, ,49.6827,-121.7927,2021,7,31,2021-07-31 00:00,,,2020-2029,465,846938.6,0.977602454,L, ,Fire, ,BC-2021-2021-V12270, , ,2022-04-11 00:00,BC,13,13,Pacific Maritime,Maritime du Pacifique
148721,BC,2021-K42139, ,50.6103,-118.2545,2021,7,21,2021-07-21 00:00,,,2020-2029,462,847400.6,0.97813573,L, ,Fire, ,BC-2021-2021-K42139, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149254,BC,2021-N41221, ,51.5881,-117.5438,2021,7,1,2021-07-01 00:00,,,2020-2029,457,847857.6,0.978663235,L, ,Fire, ,BC-2021-2021-N41221, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149171,BC,2021-C41866, ,51.2348,-121.4345,2021,7,12,2021-07-12 00:00,,,2020-2029,454,848311.6,0.979187278,L, ,Fire, ,BC-2021-2021-C41866, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148495,BC,2021-N42094, ,51.2721,-116.7151,2021,7,20,2021-07-20 00:00,,,2020-2029,445,848756.6,0.979700931,L, ,Fire, ,BC-2021-2021-N42094, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148238,BC,2021-G62563, ,56.4545,-125.7329,2021,8,11,2021-08-11 00:00,,,2020-2029,435,849191.6,0.980203042,H, ,Fire, ,BC-2021-2021-G62563, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149061,BC,2021-N41254, ,51.6858,-118.57,2021,7,1,2021-07-01 00:00,,,2020-2029,430,849621.6,0.980699381,L, ,Fire, ,BC-2021-2021-N41254, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148394,BC,2021-K41656, ,51.0385,-118.7119,2021,7,9,2021-07-09 00:00,,,2020-2029,420,850041.6,0.981184178,L, ,Fire, ,BC-2021-2021-K41656, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147795,BC,2021-V12269, ,49.9067,-121.5862,2021,7,31,2021-07-31 00:00,,,2020-2029,405,850446.6,0.981651661,L, ,Fire, ,BC-2021-2021-V12269, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148507,BC,2021-G91588, ,58.8237,-126.9705,2021,7,5,2021-07-05 00:00,,,2020-2029,400,850846.6,0.982113372,L, ,Fire, ,BC-2021-2021-G91588, , ,2022-04-11 00:00,BC,12,12,Boreal Cordillera,CordillCre boreale
148670,BC,2021-K51845, ,49.169,-120.2467,2021,7,8,2021-07-08 00:00,,,2020-2029,400,851246.6,0.982575083,L, ,Fire, ,BC-2021-2021-K51845, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148734,BC,2021-K21867, ,51.6667,-120.4051,2021,7,10,2021-07-10 00:00,,,2020-2029,395,851641.6,0.983031023,L, ,Fire, ,BC-2021-2021-K21867, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149135,BC,2021-C11753, ,53.0511,-121.0511,2021,7,10,2021-07-10 00:00,,,2020-2029,395,852036.6,0.983486962,L, ,Fire, ,BC-2021-2021-C11753, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
147823,BC,2021-K21361, ,51.794,-119.7198,2021,7,1,2021-07-01 00:00,,,2020-2029,358,852394.6,0.983900194,L, ,Fire, ,BC-2021-2021-K21361, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148162,BC,2021-C32369, ,52.478,-120.7149,2021,8,2,2021-08-02 00:00,,,2020-2029,332,852726.6,0.984283414,L, ,Fire, ,BC-2021-2021-C32369, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149197,BC,2021-C41515, ,51.7056,-120.7814,2021,7,5,2021-07-05 00:00,,,2020-2029,330,853056.6,0.984664326,L, ,Fire, ,BC-2021-2021-C41515, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148069,BC,2021-C31115, ,52.5841,-121.0421,2021,6,30,2021-06-30 00:00,,,2020-2029,327,853383.6,0.985041775,L, ,Fire, ,BC-2021-2021-C31115, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148997,BC,2021-N12156, ,49.8158,-116.5103,2021,7,22,2021-07-22 00:00,,,2020-2029,312,853695.6,0.985401909,L, ,Fire, ,BC-2021-2021-N12156, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149103,BC,2021-G51748, ,54.4973,-125.0085,2021,7,10,2021-07-10 00:00,,,2020-2029,310.8,854006.4,0.985760659,L, ,Fire, ,BC-2021-2021-G51748, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148888,BC,2021-N42008, ,51.7118,-118.5825,2021,7,17,2021-07-17 00:00,,,2020-2029,300,854306.4,0.986106942,L, ,Fire, ,BC-2021-2021-N42008, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149200,BC,2021-VA1545, ,52.2115,-126.0311,2021,7,5,2021-07-05 00:00,,,2020-2029,297,854603.4,0.986449763,L, ,Fire, ,BC-2021-2021-VA1545, , ,2022-04-11 00:00,BC,13,13,Pacific Maritime,Maritime du Pacifique
148089,BC,2021-K21232, ,50.6232,-120.7082,2021,7,1,2021-07-01 00:00,,,2020-2029,289.5,854892.9,0.986783926,L, ,Fire, ,BC-2021-2021-K21232, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
148462,BC,2021-N12620, ,49.1867,-115.4508,2021,8,15,2021-08-15 00:00,,,2020-2029,286,855178.9,0.98711405,U, ,Fire, ,BC-2021-2021-N12620, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
149088,BC,2021-G71134, ,54.7725,-121.2412,2021,6,30,2021-06-30 00:00,,,2020-2029,258,855436.9,0.987411853,L, ,Fire, ,BC-2021-2021-G71134, , ,2022-04-11 00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
