SPUID,EcoBoundaryName,AdminBoundaryName,TimeStep,Aboveground Very Fast DOM,Belowground Very Fast DOM,Aboveground Fast DOM,Belowground Fast DOM,Medium DOM,Aboveground Slow DOM,Belowground Slow DOM,Softwood Stem Snag,Softwood Branch Snag,Hardwood Stem Snag,Hardwood Branch Snag,Black Carbon,Peat,Softwood Merchantable,Softwood Foliage,Softwood Other,Softwood Submerchantable,Softwood Coarse Roots,Softwood Fine Roots,Hardwood Merchantable,Hardwood Foliage,Hardwood Other,Hardwood Submerchantable,Hardwood Coarse Roots,Hardwood Fine Roots
7,Atlantic Maritime,New Brunswick,28,6.946505248746632,1.1120930360087762,9.882239744919298,1.846337273723647,7.090814381075362,38.92738306110658,108.17496216459543,1.374248690970008,0.46534384443144083,0.9915144794154136,0.44758458841717375,0,0,12.313152624840976,2.2065898140013815,7.685703691074488,0,4.193367257561176,0.7362418113053517,9.415955369367762,0.8170848298469585,7.533153000371206,0,5.356328051462198,0.9297931616390508
7,Atlantic Maritime,New Brunswick,29,6.944395118383045,1.1111470519574753,9.853239091113007,1.8396104708303795,7.073891513183817,38.893124818537956,108.17544563783376,1.3543409723938615,0.46268892950845714,0.9898024386897792,0.44973405546970957,0,0,12.249792758043819,2.2010385836837005,7.669036272016287,0,4.175648977500926,0.7349616923489146,9.458782882627672,0.8197144873720584,7.550822021332949,0,5.368266592888439,0.9307334674133215
7,Atlantic Maritime,New Brunswick,30,6.943853419648431,1.110510857153616,9.824431142744318,1.8318355905826484,7.0579181692199375,38.85778678425741,108.1748913207132,1.3318666566578508,0.4597575612690408,0.9893380279300931,0.4519763943745226,0,0,12.19595468425609,2.196575929870113,7.658439628958548,0,4.162253788679564,0.7330615573194575,9.508538077305328,0.8226917916270907,7.571554991194535,0,5.382013680260598,0.9313492692767774
7,Atlantic Maritime,New Brunswick,31,6.94436268500432,1.1096107536853264,9.802220466796044,1.8253356364861726,7.040285114117034,38.82234742992295,108.1737348177786,1.313547542003306,0.4576355522488789,0.9896398037451554,0.45409854542118916,0,0,12.14573218683483,2.1919366505367823,7.6433795433905445,0,4.1475320804847735,0.7322606127388375,9.547872153742603,0.8247922871718781,7.585356383176101,0,5.392305894760067,0.9321904098267865
7,Atlantic Maritime,New Brunswick,32,6.945242871161079,1.1090628377323823,9.782529508980955,1.8193201747170271,7.022052972009618,38.78636916574928,108.17229117406242,1.2960863066332033,0.455845432159704,0.9891077558274488,0.4557213047647411,0,0,12.108812381769743,2.1891638310612147,7.634205758536663,0,4.136986252547193,0.7319581096439902,9.582105301101224,0.8264275094236174,7.595376076829938,0,5.400862189796972,0.9327913356450572
11,Atlantic Maritime,Quebec,0,7.12989253544636,1.243386102174326,8.469845226982999,1.7307457068601242,11.793304876005285,34.25122594720206,89.55391912833177,1.9308896830323232,0.4945635233929251,1.4762433840563038,0.41513342118262225,0,0,14.112586127688827,1.9120146467898402,7.013223193396436,0,4.34424701086024,0.7701497312452666,11.650519487534941,0.6989251557916524,6.216495933179604,0,5.184871679221378,0.8751368526850973
11,Atlantic Maritime,Quebec,1,7.271901886246019,1.2479836023418074,8.482575565465453,1.7431946740592348,11.688695184971248,34.23904234435707,89.5864376102974,1.9550073111968256,0.5104686270452263,1.446930962663847,0.41189275828873845,0,0,14.117186520663761,1.7467572752317502,7.008747037396167,0,4.307699561552259,0.770037819995211,11.66170366893452,0.7015510003419538,6.21996853188853,0,5.204820220540652,0.8794452656124035
11,Atlantic Maritime,Quebec,2,7.280341289882373,1.2514486442659918,8.471991711146904,1.7381029683031446,11.580232580739757,34.22830495549735,89.61887592541167,1.9469551895404185,0.5093754617708037,1.4287328878005754,0.4085239538120996,0,0,14.147692598321386,1.71302126806476,7.018466512739759,0,4.307290706206058,0.7718873599098919,11.705984034961288,0.7057172581826111,6.237646039442097,0,5.236167079182601,0.8835401901932335
11,Atlantic Maritime,Quebec,3,7.258861562404735,1.2554936514224293,8.476975810081361,1.7358913077678684,11.471099533837634,34.21674423769215,89.65160478206658,1.9234090359422893,0.5021453485643278,1.405104854212635,0.4053232646186569,0,0,14.180420477004171,1.721355091629463,7.027484007314973,0,4.316123978085184,0.7741718643866121,11.757958864896604,0.7093814508857953,6.25475336289018,0,5.263131289865505,0.8862847647112704
11,Atlantic Maritime,Quebec,4,7.2427336182772235,1.2597543391260593,8.508901721405737,1.7410693524406637,11.37326906068765,34.204661485273554,89.68428183215977,1.902347735977487,0.49503895902087136,1.3788607654657414,0.40056863699747614,0,0,14.24226883720161,1.736255341820384,7.05037752465736,0,4.33467303887285,0.7777433401447297,11.754528768644077,0.7092665484573633,6.238661055628864,0,5.268596586161715,0.8856950884380874
11,Atlantic Maritime,Quebec,5,7.2362317358340595,1.2635857552840204,8.567661643671642,1.7529340946736751,11.282106470299572,34.19353171191512,89.71839946828835,1.879089414501648,0.48810065541936337,1.357563339217069,0.39604599362059634,0,0,14.273697519774224,1.7451449544618942,7.055132183915065,0,4.342716889134655,0.7797054964393398,11.732823885314955,0.7080178883895213,6.212520523758144,0,5.268051713314051,0.8841406613184895
11,Atlantic Maritime,Quebec,6,7.206134579321239,1.2676328577956608,8.623331484416953,1.7873076312870206,11.20519118457109,34.10639870365015,89.75188585544326,1.9157038389352323,0.5055802573051137,1.3680817592355465,0.40375622883180773,0,0,14.10136606900941,1.7301644577531403,6.982381339966293,0,4.292381154143609,0.7723073307630834,11.718866902288108,0.7065288456975678,6.190159720862346,0,5.262574965492226,0.8816001832695001
