EcoBoundaryName,AdminBoundaryName,SPUID,DMID,Name,DMStructureID,DMRow,DMColumn,Proportion,Source,Sink
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,2,28,0.086344,Softwood Foliage,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,3,21,0.72083,Softwood Other,Softwood Branch Snag
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,3,26,0.251253,Softwood Other,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,3,27,0.002792,Softwood Other,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,3,28,0.025125,Softwood Other,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,4,4,1,Softwood Submerchantable,Softwood Submerchantable
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,5,15,0.5,Softwood Coarse Roots,Aboveground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,5,16,0.5,Softwood Coarse Roots,Belowground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,6,13,0.296928,Softwood Fine Roots,Aboveground Very Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,6,14,0.5,Softwood Fine Roots,Belowground Very Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,6,26,0.182765,Softwood Fine Roots,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,6,27,0.002031,Softwood Fine Roots,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,6,28,0.018277,Softwood Fine Roots,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,7,22,1,Hardwood Merchantable,Hardwood Stem Snag
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,8,13,0.001073,Hardwood Foliage,Aboveground Very Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,8,26,0.899034,Hardwood Foliage,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,8,27,0.009989,Hardwood Foliage,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,8,28,0.089903,Hardwood Foliage,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,9,23,0.797493,Hardwood Other,Hardwood Branch Snag
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,9,26,0.182257,Hardwood Other,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,9,27,0.002025,Hardwood Other,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,9,28,0.018226,Hardwood Other,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,10,10,1,Hardwood Submerchantable,Hardwood Submerchantable
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,11,15,0.5,Hardwood Coarse roots,Aboveground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,11,16,0.5,Hardwood Coarse roots,Belowground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,12,13,0.28947,Hardwood Fine Roots,Aboveground Very Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,12,14,0.5,Hardwood Fine Roots,Belowground Very Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,12,26,0.189477,Hardwood Fine Roots,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,12,27,0.002105,Hardwood Fine Roots,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,12,28,0.018948,Hardwood Fine Roots,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,13,13,0.00514,Aboveground Very Fast DOM,Aboveground Very Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,13,26,0.895374,Aboveground Very Fast DOM,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,13,27,0.009949,Aboveground Very Fast DOM,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,13,28,0.089537,Aboveground Very Fast DOM,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,14,14,1,Belowground Very Fast DOM,Belowground Very Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,15,15,0.256997,Aboveground Fast DOM,Aboveground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,15,26,0.668702,Aboveground Fast DOM,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,15,27,0.00743,Aboveground Fast DOM,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,15,28,0.06687,Aboveground Fast DOM,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,16,16,1,Belowground Fast DOM,Belowground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,17,17,0.800102,Medium DOM,Medium DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,17,26,0.179908,Medium DOM,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,17,27,0.001999,Medium DOM,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,17,28,0.017991,Medium DOM,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,18,18,0.575192,Aboveground Slow DOM,Aboveground Slow DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,18,26,0.382327,Aboveground Slow DOM,CO2
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,18,27,0.004248,Aboveground Slow DOM,CH4
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,18,28,0.038233,Aboveground Slow DOM,CO
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,19,19,1,Belowground Slow DOM,Belowground Slow DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,20,17,1,Softwood Stem Snag,Medium DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,21,15,1,Softwood Branch Snag,Aboveground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,22,17,1,Hardwood Stem Snag,Medium DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,23,15,1,Hardwood Branch Snag,Aboveground Fast DOM
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,24,24,1,Black Carbon,Black Carbon
Mixedwood Plains,Quebec,12,403,Wildfire for Quebec - Mixedwood Plains (NIR2011),2,25,24,1,Peat,Black Carbon
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,1,20,1,Softwood Merchantable,Softwood Stem Snag
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,2,13,0.086671,Softwood Foliage,Aboveground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,2,26,0.821996,Softwood Foliage,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,2,27,0.009133,Softwood Foliage,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,2,28,0.0822,Softwood Foliage,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,3,21,0.809843,Softwood Other,Softwood Branch Snag
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,3,26,0.171142,Softwood Other,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,3,27,0.001902,Softwood Other,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,3,28,0.017114,Softwood Other,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,4,4,1,Softwood Submerchantable,Softwood Submerchantable
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,5,15,0.5,Softwood Coarse Roots,Aboveground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,5,16,0.5,Softwood Coarse Roots,Belowground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,6,13,0.445683,Softwood Fine Roots,Aboveground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,6,14,0.5,Softwood Fine Roots,Belowground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,6,26,0.048886,Softwood Fine Roots,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,6,27,0.000543,Softwood Fine Roots,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,6,28,0.004889,Softwood Fine Roots,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,7,22,1,Hardwood Merchantable,Hardwood Stem Snag
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,8,13,0.011181,Hardwood Foliage,Aboveground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,8,26,0.889937,Hardwood Foliage,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,8,27,0.009888,Hardwood Foliage,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,8,28,0.088994,Hardwood Foliage,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,9,23,0.718603,Hardwood Other,Hardwood Branch Snag
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,9,26,0.253258,Hardwood Other,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,9,27,0.002814,Hardwood Other,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,9,28,0.025326,Hardwood Other,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,10,10,1,Hardwood Submerchantable,Hardwood Submerchantable
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,11,15,0.5,Hardwood Coarse roots,Aboveground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,11,16,0.5,Hardwood Coarse roots,Belowground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,12,13,0.443983,Hardwood Fine Roots,Aboveground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,12,14,0.5,Hardwood Fine Roots,Belowground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,12,26,0.050415,Hardwood Fine Roots,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,12,27,0.00056,Hardwood Fine Roots,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,12,28,0.005041,Hardwood Fine Roots,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,13,13,0.024616,Aboveground Very Fast DOM,Aboveground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,13,26,0.877846,Aboveground Very Fast DOM,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,13,27,0.009754,Aboveground Very Fast DOM,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,13,28,0.087785,Aboveground Very Fast DOM,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,14,14,1,Belowground Very Fast DOM,Belowground Very Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,15,15,0.487974,Aboveground Fast DOM,Aboveground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,15,26,0.460823,Aboveground Fast DOM,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,15,27,0.00512,Aboveground Fast DOM,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,15,28,0.046082,Aboveground Fast DOM,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,16,16,1,Belowground Fast DOM,Belowground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,17,17,0.87185,Medium DOM,Medium DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,17,26,0.115335,Medium DOM,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,17,27,0.001282,Medium DOM,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,17,28,0.011534,Medium DOM,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,18,18,0.880432,Aboveground Slow DOM,Aboveground Slow DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,18,26,0.107611,Aboveground Slow DOM,CO2
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,18,27,0.001196,Aboveground Slow DOM,CH4
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,18,28,0.010761,Aboveground Slow DOM,CO
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,19,19,1,Belowground Slow DOM,Belowground Slow DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,20,17,1,Softwood Stem Snag,Medium DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,21,15,1,Softwood Branch Snag,Aboveground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,22,17,1,Hardwood Stem Snag,Medium DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,23,15,1,Hardwood Branch Snag,Aboveground Fast DOM
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,24,24,1,Black Carbon,Black Carbon
Hudson Plains,Quebec,13,398,Wildfire for Quebec - Hudson Plains (NIR2011),2,25,24,1,Peat,Black Carbon
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,1,20,1,Softwood Merchantable,Softwood Stem Snag
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,2,13,0.52028,Softwood Foliage,Aboveground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,2,26,0.431748,Softwood Foliage,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,2,27,0.004797,Softwood Foliage,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,2,28,0.043175,Softwood Foliage,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,3,21,0.982252,Softwood Other,Softwood Branch Snag
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,3,26,0.015973,Softwood Other,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,3,27,0.000177,Softwood Other,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,3,28,0.001597,Softwood Other,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,4,4,1,Softwood Submerchantable,Softwood Submerchantable
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,5,15,0.5,Softwood Coarse Roots,Aboveground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,5,16,0.5,Softwood Coarse Roots,Belowground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,6,13,0.456028,Softwood Fine Roots,Aboveground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,6,14,0.5,Softwood Fine Roots,Belowground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,6,26,0.039575,Softwood Fine Roots,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,6,27,0.00044,Softwood Fine Roots,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,6,28,0.003957,Softwood Fine Roots,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,7,22,1,Hardwood Merchantable,Hardwood Stem Snag
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,8,13,0.010922,Hardwood Foliage,Aboveground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,8,26,0.89017,Hardwood Foliage,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,8,27,0.009891,Hardwood Foliage,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,8,28,0.089017,Hardwood Foliage,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,9,23,0.931995,Hardwood Other,Hardwood Branch Snag
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,9,26,0.061204,Hardwood Other,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,9,27,0.00068,Hardwood Other,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,9,28,0.00612,Hardwood Other,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,10,10,1,Hardwood Submerchantable,Hardwood Submerchantable
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,11,15,0.5,Hardwood Coarse roots,Aboveground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,11,16,0.5,Hardwood Coarse roots,Belowground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,12,13,0.466342,Hardwood Fine Roots,Aboveground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,12,14,0.5,Hardwood Fine Roots,Belowground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,12,26,0.030293,Hardwood Fine Roots,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,12,27,0.000337,Hardwood Fine Roots,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,12,28,0.003029,Hardwood Fine Roots,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,13,13,0.053267,Aboveground Very Fast DOM,Aboveground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,13,26,0.85206,Aboveground Very Fast DOM,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,13,27,0.009467,Aboveground Very Fast DOM,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,13,28,0.085206,Aboveground Very Fast DOM,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,14,14,1,Belowground Very Fast DOM,Belowground Very Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,15,15,0.531866,Aboveground Fast DOM,Aboveground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,15,26,0.421321,Aboveground Fast DOM,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,15,27,0.004681,Aboveground Fast DOM,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,15,28,0.042132,Aboveground Fast DOM,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,16,16,1,Belowground Fast DOM,Belowground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,17,17,0.88404,Medium DOM,Medium DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,17,26,0.104364,Medium DOM,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,17,27,0.00116,Medium DOM,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,17,28,0.010436,Medium DOM,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,18,18,0.866942,Aboveground Slow DOM,Aboveground Slow DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,18,26,0.119752,Aboveground Slow DOM,CO2
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,18,27,0.001331,Aboveground Slow DOM,CH4
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,18,28,0.011975,Aboveground Slow DOM,CO
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,19,19,1,Belowground Slow DOM,Belowground Slow DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,20,17,1,Softwood Stem Snag,Medium DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,21,15,1,Softwood Branch Snag,Aboveground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,22,17,1,Hardwood Stem Snag,Medium DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,23,15,1,Hardwood Branch Snag,Aboveground Fast DOM
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,24,24,1,Black Carbon,Black Carbon
Taiga Shield East,Quebec,14,388,Wildfire for Quebec - Taiga Shield East (NIR2011),2,25,24,1,Peat,Black Carbon
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,1,20,1,Softwood Merchantable,Softwood Stem Snag
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,2,13,0.086671,Softwood Foliage,Aboveground Very Fast DOM
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,2,26,0.821996,Softwood Foliage,CO2
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,2,27,0.009133,Softwood Foliage,CH4
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,2,28,0.0822,Softwood Foliage,CO
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,3,21,0.809843,Softwood Other,Softwood Branch Snag
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,3,26,0.171142,Softwood Other,CO2
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,3,27,0.001902,Softwood Other,CH4
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,3,28,0.017114,Softwood Other,CO
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,4,4,1,Softwood Submerchantable,Softwood Submerchantable
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,5,15,0.5,Softwood Coarse Roots,Aboveground Fast DOM
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,5,16,0.5,Softwood Coarse Roots,Belowground Fast DOM
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,6,13,0.445683,Softwood Fine Roots,Aboveground Very Fast DOM
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,6,14,0.5,Softwood Fine Roots,Belowground Very Fast DOM
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,6,26,0.048886,Softwood Fine Roots,CO2
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,6,27,0.000543,Softwood Fine Roots,CH4
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,6,28,0.004889,Softwood Fine Roots,CO
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,7,22,1,Hardwood Merchantable,Hardwood Stem Snag
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,8,13,0.011181,Hardwood Foliage,Aboveground Very Fast DOM
Boreal Shield East,Quebec,15,374,Wildfire for Quebec - Boreal Shield East (NIR2011),2,8,26,0.889937,Hardwood Foliage,CO2
