Ecozone,FluxID,Source,Sink,ProcessSynonym,Phase,CORefFluxID,Pseudocode,Notes,SeverityClass,Value,InterimValue,SourceSurfaceCanopy
,60,Aboveground Fast DOM,Aboveground Fast DOM,"Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter",,,1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)],"***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff",High,,TRUE,Surface
,61,Aboveground Fast DOM,CO2,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2),,Low,,TRUE,Surface
,61,Aboveground Fast DOM,CO2,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2),,Mod,,TRUE,Surface
,61,Aboveground Fast DOM,CO2,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO2+Root Fraction of pool*SmoulderingCO2),,High,,TRUE,Surface
,62,Aboveground Fast DOM,CH4,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4),,Low,,TRUE,Surface
,62,Aboveground Fast DOM,CH4,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4),,Mod,,TRUE,Surface
,62,Aboveground Fast DOM,CH4,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCH4+Root Fraction of pool*SmoulderingCH4),,High,,TRUE,Surface
,63,Aboveground Fast DOM,CO,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO),,Low,,TRUE,Surface
,63,Aboveground Fast DOM,CO,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO),,Mod,,TRUE,Surface
,63,Aboveground Fast DOM,CO,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),,,[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]*(Woody debris fraction of pool)*FlamingCO+Root Fraction of pool*SmoulderingCO),,High,,TRUE,Surface
,64,Belowground Fast DOM,Belowground Fast DOM,"Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter",,,~1,Is it the case that all the Fast DOM goes to fast soil C???,Low,,TRUE,Surface
,64,Belowground Fast DOM,Belowground Fast DOM,"Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter",,,~1,Is it the case that all the Fast DOM goes to fast soil C???,Mod,,TRUE,Surface
,64,Belowground Fast DOM,Belowground Fast DOM,"Uncombusted fraction of Dead coarse roots in the mineral soil, approximately ò5 diameter",,,~1,Is it the case that all the Fast DOM goes to fast soil C???,High,,TRUE,Surface
,65,Medium DOM,Medium DOM,Uncombusted Coarse woody debris on the ground,,,1-combustion rate of CWD,,Low,,TRUE,Surface
,65,Medium DOM,Medium DOM,Uncombusted Coarse woody debris on the ground,,,1-combustion rate of CWD,,Mod,,TRUE,Surface
,65,Medium DOM,Medium DOM,Uncombusted Coarse woody debris on the ground,,,1-combustion rate of CWD,,High,,TRUE,Surface
,66,Medium DOM,CO2,Combusted fraction of CWD,,,f(severty)*SmoulderingCO2,,Low,,TRUE,Surface
,66,Medium DOM,CO2,Combusted fraction of CWD,,,f(severty)*SmoulderingCO2,,Mod,,TRUE,Surface
,66,Medium DOM,CO2,Combusted fraction of CWD,,,f(severty)*SmoulderingCO2,,High,,TRUE,Surface
,67,Medium DOM,CH4,Combusted fraction of CWD,,,f(severty)*SmoulderingCH4,,Low,,TRUE,Surface
,67,Medium DOM,CH4,Combusted fraction of CWD,,,f(severty)*SmoulderingCH4,,Mod,,TRUE,Surface
,67,Medium DOM,CH4,Combusted fraction of CWD,,,f(severty)*SmoulderingCH4,,High,,TRUE,Surface
,68,Medium DOM,CO,Combusted fraction of CWD,,,f(severty)*SmoulderingCO,,Low,,TRUE,Surface
,68,Medium DOM,CO,Combusted fraction of CWD,,,f(severty)*SmoulderingCO,,Mod,,TRUE,Surface
,68,Medium DOM,CO,Combusted fraction of CWD,,,f(severty)*SmoulderingCO,,High,,TRUE,Surface
,69,Medium DOM,Black Carbon,Medium DOM converted to Black Carbon,,,,See Koroscil Msc thesis. Assume that some % of fire production actually lasts in the soil?,Low,,TRUE,Surface
,69,Medium DOM,Black Carbon,Medium DOM converted to Black Carbon,,,,See Koroscil Msc thesis. Assume that some % of fire production actually lasts in the soil?,Mod,,TRUE,Surface
,69,Medium DOM,Black Carbon,Medium DOM converted to Black Carbon,,,,See Koroscil Msc thesis. Assume that some % of fire production actually lasts in the soil?,High,,TRUE,Surface
,70,Aboveground Slow DOM,Aboveground Slow DOM,Uncombusted fraction of duff and peat horizons,,,1-(fraction of duff consumed),,Low,,TRUE,Surface
,70,Aboveground Slow DOM,Aboveground Slow DOM,Uncombusted fraction of duff and peat horizons,,,1-(fraction of duff consumed),,Mod,,TRUE,Surface
,70,Aboveground Slow DOM,Aboveground Slow DOM,Uncombusted fraction of duff and peat horizons,,,1-(fraction of duff consumed),,High,,TRUE,Surface
,71,Aboveground Slow DOM,CO2,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCO2,,Low,,TRUE,Surface
,71,Aboveground Slow DOM,CO2,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCO2,,Mod,,TRUE,Surface
,71,Aboveground Slow DOM,CO2,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCO2,,High,,TRUE,Surface
,72,Aboveground Slow DOM,CH4,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCH4,,Low,,TRUE,Surface
,72,Aboveground Slow DOM,CH4,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCH4,,Mod,,TRUE,Surface
,72,Aboveground Slow DOM,CH4,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCH4,,High,,TRUE,Surface
,73,Aboveground Slow DOM,CO,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCO,,Low,,TRUE,Surface
,73,Aboveground Slow DOM,CO,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCO,,Mod,,TRUE,Surface
,73,Aboveground Slow DOM,CO,Combusted Fraction of duff and peat horizons,,,(fraction of duff consumed)*SmoulderingCO,,High,,TRUE,Surface
,74,Belowground Slow DOM,Belowground Slow DOM,Uncombusted fraction of Humified organic matter in the mineral soil,,,1,,Low,,TRUE,Surface
,74,Belowground Slow DOM,Belowground Slow DOM,Uncombusted fraction of Humified organic matter in the mineral soil,,,1,,Mod,,TRUE,Surface
,74,Belowground Slow DOM,Belowground Slow DOM,Uncombusted fraction of Humified organic matter in the mineral soil,,,1,,High,,TRUE,Surface
,75,Softwood Stem Snag,Medium DOM,Fraction of conifer snags that fall to ground but not combusted,,,[1-(Softwood snag combustion fraction f(severity)]*(snag fall rate),,Low,,TRUE,Canopy
,75,Softwood Stem Snag,Medium DOM,Fraction of conifer snags that fall to ground but not combusted,,,[1-(Softwood snag combustion fraction f(severity)]*(snag fall rate),,Mod,,TRUE,Canopy
,75,Softwood Stem Snag,Medium DOM,Fraction of conifer snags that fall to ground but not combusted,,,[1-(Softwood snag combustion fraction f(severity)]*(snag fall rate),,High,,TRUE,Canopy
,76,Softwood Stem Snag,Softwood Stem Snag,Uncombusted fraction of conifer snags (still upright),,,[1-(Softwood snag combustion fraction f(severity)]*(1-snag fall rate),,Low,,TRUE,Canopy
,76,Softwood Stem Snag,Softwood Stem Snag,Uncombusted fraction of conifer snags (still upright),,,[1-(Softwood snag combustion fraction f(severity)]*(1-snag fall rate),,Mod,,TRUE,Canopy
,76,Softwood Stem Snag,Softwood Stem Snag,Uncombusted fraction of conifer snags (still upright),,,[1-(Softwood snag combustion fraction f(severity)]*(1-snag fall rate),,High,,TRUE,Canopy
,77,Softwood Stem Snag,CO2,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCO2,From Patrick's data - to get radial consumption depth and a mean merch DBH per ecozone,Low,,TRUE,Canopy
,77,Softwood Stem Snag,CO2,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCO2,From Patrick's data - to get radial consumption depth and a mean merch DBH per ecozone,Mod,,TRUE,Canopy
,77,Softwood Stem Snag,CO2,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCO2,From Patrick's data - to get radial consumption depth and a mean merch DBH per ecozone,High,,TRUE,Canopy
,78,Softwood Stem Snag,CH4,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCH4,,Low,,TRUE,Canopy
,78,Softwood Stem Snag,CH4,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCH4,,Mod,,TRUE,Canopy
,78,Softwood Stem Snag,CH4,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCH4,,High,,TRUE,Canopy
,79,Softwood Stem Snag,CO,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCO,,Low,,TRUE,Canopy
,79,Softwood Stem Snag,CO,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCO,,Mod,,TRUE,Canopy
,79,Softwood Stem Snag,CO,Combusted fraction of conifer snags,,,(softwood snag combustion fraction f(severity))*FlamingCO,,High,,TRUE,Canopy
,80,Softwood Stem Snag,Black Carbon,Portion of conifer snags that are converted to Black Carbon upon burning,,,,,Low,,TRUE,Canopy
,80,Softwood Stem Snag,Black Carbon,Portion of conifer snags that are converted to Black Carbon upon burning,,,,,Mod,,TRUE,Canopy
,80,Softwood Stem Snag,Black Carbon,Portion of conifer snags that are converted to Black Carbon upon burning,,,,,High,,TRUE,Canopy
,81,Softwood Branch Snag,Aboveground Fast DOM,Portion of conifer snag branches that falls onto the ground?,,,[1-(Softwood branch snag combustion fraction f(severity)]*0.5,"Assuming half of all unburned branches on snags fall to the ground, half of them remain on the snag",Low,,TRUE,Canopy
,81,Softwood Branch Snag,Aboveground Fast DOM,Portion of conifer snag branches that falls onto the ground?,,,[1-(Softwood branch snag combustion fraction f(severity)]*0.5,"Assuming half of all unburned branches on snags fall to the ground, half of them remain on the snag",Mod,,TRUE,Canopy
,81,Softwood Branch Snag,Aboveground Fast DOM,Portion of conifer snag branches that falls onto the ground?,,,[1-(Softwood branch snag combustion fraction f(severity)]*0.5,"Assuming half of all unburned branches on snags fall to the ground, half of them remain on the snag",High,,TRUE,Canopy
,82,Softwood Branch Snag,Softwood Branch Snag,Unaltered fraction,,,[1-(Softwood branch snag combustion fraction f(severity)]*0.5,"Assuming half of all unburned branches on snags fall to the ground, half of them remain on the snag",Low,,TRUE,Canopy
,82,Softwood Branch Snag,Softwood Branch Snag,Unaltered fraction,,,[1-(Softwood branch snag combustion fraction f(severity)]*0.5,"Assuming half of all unburned branches on snags fall to the ground, half of them remain on the snag",Mod,,TRUE,Canopy
,82,Softwood Branch Snag,Softwood Branch Snag,Unaltered fraction,,,[1-(Softwood branch snag combustion fraction f(severity)]*0.5,"Assuming half of all unburned branches on snags fall to the ground, half of them remain on the snag",High,,TRUE,Canopy
,83,Softwood Branch Snag,CO2,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCO2,,Low,,TRUE,Canopy
,83,Softwood Branch Snag,CO2,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCO2,,Mod,,TRUE,Canopy
,83,Softwood Branch Snag,CO2,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCO2,,High,,TRUE,Canopy
,84,Softwood Branch Snag,CH4,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCH4,,Low,,TRUE,Canopy
,84,Softwood Branch Snag,CH4,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCH4,,Mod,,TRUE,Canopy
,84,Softwood Branch Snag,CH4,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCH4,,High,,TRUE,Canopy
,85,Softwood Branch Snag,CO,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCO,,Low,,TRUE,Canopy
,85,Softwood Branch Snag,CO,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCO,,Mod,,TRUE,Canopy
,85,Softwood Branch Snag,CO,Portion of conifer branch snags that are combusted,,,(softwood branch snag combustion fraction f(severity))*FlamingCO,,High,,TRUE,Canopy
,86,Hardwood Stem Snag,Medium DOM,Portion of deciduous snags that falls onto the ground?,,,[1-(Hardwood snag combustion fraction f(severity)]*0.8,"Not sure if we have any data on the stem snag fall rate over the longer term, but most stems that don't burn do fall down over the years.",Low,,TRUE,Canopy
,86,Hardwood Stem Snag,Medium DOM,Portion of deciduous snags that falls onto the ground?,,,[1-(Hardwood snag combustion fraction f(severity)]*0.8,"Not sure if we have any data on the stem snag fall rate over the longer term, but most stems that don't burn do fall down over the years.",Mod,,TRUE,Canopy
,86,Hardwood Stem Snag,Medium DOM,Portion of deciduous snags that falls onto the ground?,,,[1-(Hardwood snag combustion fraction f(severity)]*0.8,"Not sure if we have any data on the stem snag fall rate over the longer term, but most stems that don't burn do fall down over the years.",High,,TRUE,Canopy
,87,Hardwood Stem Snag,Hardwood Stem Snag,Unaltered stem snag fraction,,,[1-(Hardwood snag combustion fraction f(severity)]*0.2,"Not sure if we have any data on the stem snag fall rate over the longer term, but most stems that don't burn do fall down over the years. Assuming 80% fall over time?",Low,,TRUE,Canopy
,87,Hardwood Stem Snag,Hardwood Stem Snag,Unaltered stem snag fraction,,,[1-(Hardwood snag combustion fraction f(severity)]*0.2,"Not sure if we have any data on the stem snag fall rate over the longer term, but most stems that don't burn do fall down over the years. Assuming 80% fall over time?",Mod,,TRUE,Canopy
,87,Hardwood Stem Snag,Hardwood Stem Snag,Unaltered stem snag fraction,,,[1-(Hardwood snag combustion fraction f(severity)]*0.2,"Not sure if we have any data on the stem snag fall rate over the longer term, but most stems that don't burn do fall down over the years. Assuming 80% fall over time?",High,,TRUE,Canopy
,88,Hardwood Stem Snag,CO2,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCO2,,Low,,TRUE,Canopy
,88,Hardwood Stem Snag,CO2,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCO2,,Mod,,TRUE,Canopy
,88,Hardwood Stem Snag,CO2,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCO2,,High,,TRUE,Canopy
,89,Hardwood Stem Snag,CH4,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCH4,,Low,,TRUE,Canopy
,89,Hardwood Stem Snag,CH4,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCH4,,Mod,,TRUE,Canopy
,89,Hardwood Stem Snag,CH4,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCH4,,High,,TRUE,Canopy
,90,Hardwood Stem Snag,CO,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCO,,Low,,TRUE,Canopy
,90,Hardwood Stem Snag,CO,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCO,,Mod,,TRUE,Canopy
,90,Hardwood Stem Snag,CO,Combusted fraction of deciduous snags,,,(hardwood snag combustion fraction f(severity))*FlamingCO,,High,,TRUE,Canopy
,91,Hardwood Stem Snag,Black Carbon,Portion of deciduous snags that are converted to Black Carbon upon burning,,,,,Low,,TRUE,Canopy
,91,Hardwood Stem Snag,Black Carbon,Portion of deciduous snags that are converted to Black Carbon upon burning,,,,,Mod,,TRUE,Canopy
,91,Hardwood Stem Snag,Black Carbon,Portion of deciduous snags that are converted to Black Carbon upon burning,,,,,High,,TRUE,Canopy
,92,Hardwood Branch Snag,Aboveground Fast DOM,Portion of deciduous snag branches that falls onto the ground?,,,[1-(Hardwood branch snag combustion fraction f(severity)]*0.5,Assuming half of the unburned snag branches survive and fall to the ground,Low,,TRUE,Canopy
,92,Hardwood Branch Snag,Aboveground Fast DOM,Portion of deciduous snag branches that falls onto the ground?,,,[1-(Hardwood branch snag combustion fraction f(severity)]*0.5,Assuming half of the unburned snag branches survive and fall to the ground,Mod,,TRUE,Canopy
,92,Hardwood Branch Snag,Aboveground Fast DOM,Portion of deciduous snag branches that falls onto the ground?,,,[1-(Hardwood branch snag combustion fraction f(severity)]*0.5,Assuming half of the unburned snag branches survive and fall to the ground,High,,TRUE,Canopy
,93,Hardwood Branch Snag,Hardwood Branch Snag,Portion of deciduous snag branches that survive a fire,,,[1-(Hardwood branch snag combustion fraction f(severity)]*0.5,Assuming half of the unburned snag branches survive and fall to the ground,Low,,TRUE,Canopy
,93,Hardwood Branch Snag,Hardwood Branch Snag,Portion of deciduous snag branches that survive a fire,,,[1-(Hardwood branch snag combustion fraction f(severity)]*0.5,Assuming half of the unburned snag branches survive and fall to the ground,Mod,,TRUE,Canopy
,93,Hardwood Branch Snag,Hardwood Branch Snag,Portion of deciduous snag branches that survive a fire,,,[1-(Hardwood branch snag combustion fraction f(severity)]*0.5,Assuming half of the unburned snag branches survive and fall to the ground,High,,TRUE,Canopy
,94,Hardwood Branch Snag,CO2,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCO2,,Low,,TRUE,Canopy
,94,Hardwood Branch Snag,CO2,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCO2,,Mod,,TRUE,Canopy
,94,Hardwood Branch Snag,CO2,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCO2,,High,,TRUE,Canopy
,95,Hardwood Branch Snag,CH4,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCH4,,Low,,TRUE,Canopy
,95,Hardwood Branch Snag,CH4,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCH4,,Mod,,TRUE,Canopy
,95,Hardwood Branch Snag,CH4,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCH4,,High,,TRUE,Canopy
,96,Hardwood Branch Snag,CO,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCO,,Low,,TRUE,Canopy
,96,Hardwood Branch Snag,CO,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCO,,Mod,,TRUE,Canopy
,96,Hardwood Branch Snag,CO,Combusted fraction of deciduous snag branches,,,(hardwood branch snag combustion fraction f(severity))*FlamingCO,,High,,TRUE,Canopy
,97,Black Carbon,Black Carbon,Unburned black carbon fraction,,,,see https://doi.org/10.1071/WF12190 and onwards for PyrC production and loss estimates,Low,,TRUE,Surface
,97,Black Carbon,Black Carbon,Unburned black carbon fraction,,,,see https://doi.org/10.1071/WF12190 and onwards for PyrC production and loss estimates,Mod,,TRUE,Surface
,97,Black Carbon,Black Carbon,Unburned black carbon fraction,,,,see https://doi.org/10.1071/WF12190 and onwards for PyrC production and loss estimates,High,,TRUE,Surface
,98,Black Carbon,CO2,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2,,Low,,TRUE,Surface
,98,Black Carbon,CO2,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2,,Mod,,TRUE,Surface
,98,Black Carbon,CO2,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO2,,High,,TRUE,Surface
,99,Black Carbon,CH4,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4,,Low,,TRUE,Surface
,99,Black Carbon,CH4,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4,,Mod,,TRUE,Surface
,99,Black Carbon,CH4,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4,,High,,TRUE,Surface
,100,Black Carbon,CO,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO,,Low,,TRUE,Surface
,100,Black Carbon,CO,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO,,Mod,,TRUE,Surface
,100,Black Carbon,CO,Black carbon combustion fraction,,,(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO,,High,,TRUE,Surface
,101,Softwood Foliage,PM25,Crown Fraction Burned,Flaming,8,,Ellen provides,Low,,FALSE,Canopy
,101,Softwood Foliage,PM25,Crown Fraction Burned,Flaming,8,,Ellen provides,Mod,,FALSE,Canopy
,101,Softwood Foliage,PM25,Crown Fraction Burned,Flaming,8,,Ellen provides,High,,FALSE,Canopy
,102,Softwood Other,PM25,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,Low,,FALSE,Canopy
,102,Softwood Other,PM25,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,Mod,,FALSE,Canopy
,102,Softwood Other,PM25,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,High,,FALSE,Canopy
,104,Softwood Fine Roots,PM25,Fine roots combusted alongside duff,Smouldering,27,,,Low,,FALSE,Surface
,104,Softwood Fine Roots,PM25,Fine roots combusted alongside duff,Smouldering,27,,,Mod,,FALSE,Surface
,104,Softwood Fine Roots,PM25,Fine roots combusted alongside duff,Smouldering,27,,,High,,FALSE,Surface
,105,Hardwood Foliage,PM25,Crown Fraction Burned,Flaming,35,,Ellen provides,Low,,FALSE,Canopy
,105,Hardwood Foliage,PM25,Crown Fraction Burned,Flaming,35,,Ellen provides,Mod,,FALSE,Canopy
,105,Hardwood Foliage,PM25,Crown Fraction Burned,Flaming,35,,Ellen provides,High,,FALSE,Canopy
,106,Hardwood Other,PM25,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,Low,,FALSE,Canopy
,106,Hardwood Other,PM25,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,Mod,,FALSE,Canopy
,106,Hardwood Other,PM25,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,High,,FALSE,Canopy
,108,Hardwood Fine Roots,PM25,Fine roots combusted alongside duff,Flaming,54,,,Low,,FALSE,Surface
,108,Hardwood Fine Roots,PM25,Fine roots combusted alongside duff,Flaming,54,,,Mod,,FALSE,Surface
,108,Hardwood Fine Roots,PM25,Fine roots combusted alongside duff,Flaming,54,,,High,,FALSE,Surface
,109,Aboveground Very Fast DOM,PM25,Combusted fraction of litter layer,Flaming,58,,,Low,,FALSE,Surface
,109,Aboveground Very Fast DOM,PM25,Combusted fraction of litter layer,Flaming,58,,,Mod,,FALSE,Surface
,109,Aboveground Very Fast DOM,PM25,Combusted fraction of litter layer,Flaming,58,,,High,,FALSE,Surface
,110,Aboveground Fast DOM,PM25,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,Low,,FALSE,Surface
,110,Aboveground Fast DOM,PM25,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,Mod,,FALSE,Surface
,110,Aboveground Fast DOM,PM25,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,High,,FALSE,Surface
,111,Medium DOM,PM25,Combusted fraction of CWD,Smouldering,68,,,Low,,FALSE,Surface
,111,Medium DOM,PM25,Combusted fraction of CWD,Smouldering,68,,,Mod,,FALSE,Surface
,111,Medium DOM,PM25,Combusted fraction of CWD,Smouldering,68,,,High,,FALSE,Surface
,112,Aboveground Slow DOM,PM25,Combusted Fraction of duff and peat horizons,Smouldering,73,,,Low,,FALSE,Surface
,112,Aboveground Slow DOM,PM25,Combusted Fraction of duff and peat horizons,Smouldering,73,,,Mod,,FALSE,Surface
,112,Aboveground Slow DOM,PM25,Combusted Fraction of duff and peat horizons,Smouldering,73,,,High,,FALSE,Surface
,113,Softwood Stem Snag,PM25,Combusted fraction of conifer snags,Flaming,79,,,Low,,FALSE,Canopy
,113,Softwood Stem Snag,PM25,Combusted fraction of conifer snags,Flaming,79,,,Mod,,FALSE,Canopy
,113,Softwood Stem Snag,PM25,Combusted fraction of conifer snags,Flaming,79,,,High,,FALSE,Canopy
,114,Softwood Branch Snag,PM25,Portion of conifer branch snags that are combusted,Flaming,85,,,Low,,FALSE,Canopy
,114,Softwood Branch Snag,PM25,Portion of conifer branch snags that are combusted,Flaming,85,,,Mod,,FALSE,Canopy
,114,Softwood Branch Snag,PM25,Portion of conifer branch snags that are combusted,Flaming,85,,,High,,FALSE,Canopy
,115,Hardwood Stem Snag,PM25,Combusted fraction of deciduous snags,Flaming,90,,,Low,,FALSE,Canopy
,115,Hardwood Stem Snag,PM25,Combusted fraction of deciduous snags,Flaming,90,,,Mod,,FALSE,Canopy
,115,Hardwood Stem Snag,PM25,Combusted fraction of deciduous snags,Flaming,90,,,High,,FALSE,Canopy
,116,Hardwood Branch Snag,PM25,Combusted fraction of deciduous snag branches,Flaming,96,,,Low,,FALSE,Canopy
,116,Hardwood Branch Snag,PM25,Combusted fraction of deciduous snag branches,Flaming,96,,,Mod,,FALSE,Canopy
,116,Hardwood Branch Snag,PM25,Combusted fraction of deciduous snag branches,Flaming,96,,,High,,FALSE,Canopy
,117,Black Carbon,PM25,Black carbon combustion fraction,Smouldering,100,,,Low,,FALSE,Surface
,117,Black Carbon,PM25,Black carbon combustion fraction,Smouldering,100,,,Mod,,FALSE,Surface
,117,Black Carbon,PM25,Black carbon combustion fraction,Smouldering,100,,,High,,FALSE,Surface
,118,Softwood Foliage,PM10,Crown Fraction Burned,Flaming,8,,Ellen provides,Low,,FALSE,Canopy
,118,Softwood Foliage,PM10,Crown Fraction Burned,Flaming,8,,Ellen provides,Mod,,FALSE,Canopy
