"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"3459","BSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3460","TP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3461","TSW","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3462","BP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3463","BC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3464","BSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3465","TSE","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3466","MC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3467","HP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3468","TC","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3469","PM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3470","AM","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3471","MP","99","Black Carbon","CH4","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCH4","","High","NA","TRUE","Surface"
"3472","BSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3473","TP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3474","TSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3475","BP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3476","BC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3477","BSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3478","TSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3479","MC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3480","HP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3481","TC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3482","PM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3483","AM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3484","MP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Low","NA","TRUE","Surface"
"3485","BSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3486","TP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3487","TSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3488","BP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3489","BC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3490","BSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3491","TSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3492","MC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3493","HP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3494","TC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3495","PM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3496","AM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3497","MP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","Mod","NA","TRUE","Surface"
"3498","BSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3499","TP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3500","TSW","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3501","BP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3502","BC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3503","BSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3504","TSE","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3505","MC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3506","HP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3507","TC","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3508","PM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3509","AM","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3510","MP","100","Black Carbon","CO","Black carbon combustion fraction","","NA","(fraction of total black carbon pool in duff)*(duff DOB/total duff pool)*SmoulderingCO","","High","NA","TRUE","Surface"
"3511","BSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3512","TP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3513","TSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0.0019","FALSE","Canopy"
"3514","BP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3515","BC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3516","BSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3517","TSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0.0019","FALSE","Canopy"
"3518","MC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3519","HP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3520","TC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3521","PM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3522","AM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3523","MP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Low","0","FALSE","Canopy"
"3524","BSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3525","TP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3526","TSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3527","BP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3528","BC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3529","BSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3530","TSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3531","MC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01406","FALSE","Canopy"
"3532","HP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3533","TC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3534","PM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.00722","FALSE","Canopy"
"3535","AM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.00646","FALSE","Canopy"
"3536","MP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","Mod","0.00646","FALSE","Canopy"
"3537","BSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3538","TP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3539","TSW","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3540","BP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3541","BC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3542","BSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3543","TSE","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3544","MC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3545","HP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3546","TC","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3547","PM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3548","AM","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3549","MP","101","Softwood Foliage","PM25","Crown Fraction Burned","Flaming","8","","Ellen provides","High","0.019","FALSE","Canopy"
"3550","BSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.002755","FALSE","Canopy"
"3551","TP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0026581","FALSE","Canopy"
"3552","TSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0036214","FALSE","Canopy"
"3553","BP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0027018","FALSE","Canopy"
"3554","BC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00239134","FALSE","Canopy"
"3555","BSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0022306","FALSE","Canopy"
"3556","TSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.002223","FALSE","Canopy"
"3557","MC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00364078","FALSE","Canopy"
"3558","HP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.0027113","FALSE","Canopy"
"3559","TC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00234764","FALSE","Canopy"
"3560","PM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00201438","FALSE","Canopy"
"3561","AM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00206758","FALSE","Canopy"
"3562","MP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Low","0.00189278","FALSE","Canopy"
"3563","BSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00253156","FALSE","Canopy"
"3564","TP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00296666","FALSE","Canopy"
"3565","TSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00362406","FALSE","Canopy"
"3566","BP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00263036","FALSE","Canopy"
"3567","BC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.0023522","FALSE","Canopy"
"3568","BSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00200716","FALSE","Canopy"
"3569","TSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00222566","FALSE","Canopy"
"3570","MC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00363394","FALSE","Canopy"
"3571","HP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00248786","FALSE","Canopy"
"3572","TC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.0023085","FALSE","Canopy"
"3573","PM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00187188","FALSE","Canopy"
"3574","AM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00180234","FALSE","Canopy"
"3575","MP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","Mod","0.00162754","FALSE","Canopy"
"3576","BSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0025403","FALSE","Canopy"
"3577","TP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0025954","FALSE","Canopy"
"3578","TSW","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0036328","FALSE","Canopy"
"3579","BP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0026011","FALSE","Canopy"
"3580","BC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00241338","FALSE","Canopy"
"3581","BSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0020159","FALSE","Canopy"
"3582","TSE","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0022344","FALSE","Canopy"
"3583","MC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00363698","FALSE","Canopy"
"3584","HP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0024966","FALSE","Canopy"
"3585","TC","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00236968","FALSE","Canopy"
"3586","PM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.00210102","FALSE","Canopy"
"3587","AM","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0020444","FALSE","Canopy"
"3588","MP","102","Softwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","13","","","High","0.0018696","FALSE","Canopy"
"3589","BSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0078","FALSE","Surface"
"3590","TP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0084","FALSE","Surface"
"3591","TSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0128","FALSE","Surface"
"3592","BP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0086","FALSE","Surface"
"3593","BC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0078","FALSE","Surface"
"3594","BSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0054","FALSE","Surface"
"3595","TSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0064","FALSE","Surface"
"3596","MC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0134","FALSE","Surface"
"3597","HP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0076","FALSE","Surface"
"3598","TC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0076","FALSE","Surface"
"3599","PM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0064","FALSE","Surface"
"3600","AM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0062","FALSE","Surface"
"3601","MP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Low","0.0054","FALSE","Surface"
"3602","BSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0078","FALSE","Surface"
"3603","TP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0084","FALSE","Surface"
"3604","TSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0128","FALSE","Surface"
"3605","BP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0086","FALSE","Surface"
"3606","BC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0078","FALSE","Surface"
"3607","BSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0054","FALSE","Surface"
"3608","TSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0064","FALSE","Surface"
"3609","MC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0134","FALSE","Surface"
"3610","HP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0076","FALSE","Surface"
"3611","TC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0076","FALSE","Surface"
"3612","PM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0064","FALSE","Surface"
"3613","AM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0062","FALSE","Surface"
"3614","MP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0054","FALSE","Surface"
"3615","BSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0078","FALSE","Surface"
"3616","TP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0084","FALSE","Surface"
"3617","TSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0128","FALSE","Surface"
"3618","BP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0086","FALSE","Surface"
"3619","BC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0078","FALSE","Surface"
"3620","BSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0054","FALSE","Surface"
"3621","TSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0064","FALSE","Surface"
"3622","MC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0134","FALSE","Surface"
"3623","HP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0076","FALSE","Surface"
"3624","TC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0076","FALSE","Surface"
"3625","PM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0064","FALSE","Surface"
"3626","AM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0062","FALSE","Surface"
"3627","MP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0054","FALSE","Surface"
"3628","BSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3629","TP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3630","TSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0.00475","FALSE","Canopy"
"3631","BP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3632","BC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3633","BSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3634","TSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0.00475","FALSE","Canopy"
"3635","MC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3636","HP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3637","TC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3638","PM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3639","AM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3640","MP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3641","BSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3642","TP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
