"","ID","Area_ha","EcoBoundaryName_select","AdminBoundaryName_select","Low_frac","Mod_frac","High_frac","Median_BUI","MCE","CH4_MgC","CO_MgC","CO2_MgC","NMOG_MgC","PM10_MgC","PM25_MgC","SumC_direct_emissions","ER_CO_CO2","ER_CH4_CO2","Prop_surface","CO2e_Mg","X","Y","unit_id","MgC_perha"
"259","103",606.548926699,"Boreal Shield West","Manitoba",0.025,0.268,0.601,55.295,0.911,124.104,1587.057,10388.587,350.163,480.599,404.887,13335.396,0.153,0.012,0.762,46901.176,-95.5628341984859,52.4970038717423,22,21.985688891702
"260","137",1282.98054139,"Boreal Shield West","Manitoba",0.459,0.172,0.212,63.117,0.905,231.231,2932.599,17776.927,645.123,885.295,744.221,23215.398,0.165,0.013,0.762,81528.686,-95.7256565704437,52.6546530375187,22,18.0948948569774
"261","105",103.547738019,"Boreal Shield West","Manitoba",0.067,0.533,0.336,77.019,0.908,23.878,303.44,1913.578,66.847,91.741,77.202,2476.686,0.159,0.012,0.762,8706.234,-95.1031843858291,52.9965928947002,22,23.9183013302092
"262","409",102.251956468,"Boreal Shield West","Manitoba",0.215,0.175,0.494,37.757,0.911,18.401,235.933,1540.64,52.054,71.445,60.189,1978.663,0.153,0.012,0.762,6956.869,-94.7805419860226,53.3398821484825,22,19.3508571214403
"263","108",187.739644291,"Boreal Shield West","Manitoba",0.153,0.069,0.705,48.85,0.911,37.829,484.171,3164.768,106.824,146.616,123.516,4063.724,0.153,0.012,0.762,14290.572,-95.6403231192306,55.8568987694844,22,21.6455294530182
"264","118",6525.77341407,"Boreal Shield West","Manitoba",0.272,0.116,0.525,38.417,0.911,1203.694,15423.144,100111.569,3402.038,4669.243,3932.931,128742.619,0.154,0.012,0.762,452599.45,-94.3400805980145,55.8791767896479,22,19.7283311618547
"265","372",847.683851577,"Boreal Plains","Manitoba",0.001,0.001,0.003,23.579,0.912,1.187,15.222,100.01,3.358,4.609,3.883,128.269,0.152,0.012,0.831,451.062,-99.6418788700984,51.9736238424731,23,0.151317026697363
"266","379",110.962980031,"Boreal Plains","Manitoba",0.002,0.004,0.014,,0.933,0.362,4.871,42.845,1.09,1.497,1.275,51.94,0.114,0.008,0.802,183.453,-98.6771353625696,51.6117457753984,23,0.468084040150052
"267","381",102.630510621,"Boreal Plains","Manitoba",0,0.001,0.003,,0.933,0.071,0.951,8.461,0.213,0.293,0.249,10.238,0.112,0.008,0.801,36.17,-98.538732411187,51.7181237748356,23,0.0997559101874441
"268","454",316.649319132,"Boreal Plains","Manitoba",0.018,0.019,0.053,32.311,0.91,9.978,127.686,824.325,28.151,38.636,32.532,1061.308,0.155,0.012,0.831,3731.022,-100.324742977723,53.672575267515,23,3.35168255819801
"269","117",22853.2058835,"Boreal Plains","Manitoba",0.019,0.287,0.641,79.297,0.905,10104.054,128214.066,779102.566,28200.813,38699.364,32529.039,1016849.901,0.165,0.013,0.831,3571180.311,-99.5572705363197,53.4381812482683,23,44.4948470767581
"270","2142",885.41740477,"Subhumid Prairies","Manitoba",0,0.205,0.161,27.746,,,,,,,,,,,,,-99.5612929735355,49.7962296215279,24,
"271","447",295.916274084,"Hudson Plains","Ontario",0.122,0.042,0.694,26.86,0.913,69.416,894.432,5968.418,197.55,271.153,228.609,7629.579,0.15,0.012,0.718,26829.86,-93.4704132725641,57.2517540207473,18,25.7828976240564
"272","128",143.218419347,"Hudson Plains","Ontario",0.222,0.491,0.127,41.202,0.909,33.498,428.08,2717.809,94.352,129.492,109.01,3512.241,0.158,0.012,0.718,12342.228,-93.3720149813141,56.6274497126105,18,24.5236682265728
"273","123",9060.83854607,"Hudson Plains","Ontario",0.486,0.135,0.199,34.908,0.906,1912.036,24402.759,149793.559,5372.009,7372.223,6200.645,195053.231,0.163,0.013,0.718,684821.557,-93.0364719686809,57.0038941467501,18,21.5270617623577
"274","126",7479.61478023,"Hudson Plains","Ontario",0.38,0.142,0.416,38.731,0.908,1922.581,24567.27,154778.356,5413.295,7429.247,6252.871,200363.62,0.159,0.012,0.718,703934.836,-92.3541564834067,56.53002377333,18,26.7879597930094
"275","147",969.972684407,"Hudson Plains","Ontario",0.476,0.151,0.252,38.001,0.906,225.52,2876.907,17739.616,633.407,869.256,731.189,23075.896,0.162,0.013,0.718,81033.068,-91.7268560781269,56.6634916016061,18,23.7902534483305
"276","141",851.393339764,"Hudson Plains","Ontario",0.332,0.479,0.028,37.565,0.908,189.965,2426.734,15179.171,534.589,733.665,617.383,19681.507,0.16,0.013,0.718,69133.612,-91.5919789801803,56.1600768312842,18,23.1168204879963
"277","125",2582.41598087,"Hudson Plains","Ontario",0.454,0.119,0.252,44.395,0.906,583.854,7430.106,45423.252,1635.258,2244.102,1887.137,59203.709,0.164,0.013,0.718,207894.726,-91.5269507298709,56.3318582675032,18,22.9257057881336
"278","109",269.952778379,"Hudson Plains","Ontario",0.463,0.118,0.298,41.396,0.906,64.293,819.37,5048.438,180.389,247.556,208.226,6568.271,0.162,0.013,0.718,23066.727,-91.1545589937498,56.587509433689,18,24.331185029622
"279","127",110.054192955,"Hudson Plains","Ontario",0.5,0.103,0.193,39.965,0.905,23.018,293.07,1778.27,64.485,88.493,74.404,2321.741,0.165,0.013,0.718,8150.573,-90.866582178393,56.5515685672526,18,21.0963429712245
"280","124",5984.60907895,"Hudson Plains","Ontario",0.418,0.175,0.288,45.516,0.907,1469.595,18712.328,115472.275,4119.707,5653.667,4755.523,150183.095,0.162,0.013,0.718,527490.227,-90.6529080162878,56.2061307302351,18,25.0948880735163
"281","619",1380.29401481,"Taiga Shield West","Alberta",0.029,0.035,0.88,51.701,0.902,532.388,6759.73,39542.768,1486.199,2039.435,1713.748,52074.267,0.171,0.013,0.817,182644.91,-103.215717129255,58.6119464103953,32,37.7269382039363
"282","612",521.33811386,"Taiga Shield West","Alberta",0.011,0.05,0.885,53.256,0.902,203.36,2581.357,15104.931,567.54,778.806,654.436,19890.428,0.171,0.013,0.817,69766.136,-102.535612128163,58.9695261500596,32,38.1526450324738
"283","617",774.588783689,"Taiga Shield West","Alberta",0.061,0.2,0.623,65.948,0.901,286.089,3619.623,20882.942,795.409,1091.47,916.829,27592.363,0.173,0.014,0.817,96770.8,-103.070139075072,58.9546109497656,32,35.6219500992393
"284","616",5497.27331677,"Taiga Shield West","Alberta",0.049,0.159,0.708,62.404,0.901,2096.138,26543.748,153744.817,5833.784,8005.247,6725.05,202948.784,0.173,0.014,0.817,711796.456,-103.249577908151,58.946346159156,32,36.918081438826
"285","610",1495.84244191,"Taiga Shield West","Alberta",0.012,0.058,0.855,45.24,0.902,556.172,7073.304,41564.768,1555.416,2134.438,1793.812,54677.91,0.17,0.013,0.817,191772.067,-102.53013848381,59.0422620224345,32,36.5532548536217
"286","618",3284.66806063,"Taiga Shield West","Alberta",0.057,0.264,0.616,58.138,0.901,1259.192,15955.525,92332.644,3506.653,4811.903,4042.342,121908.259,0.173,0.014,0.817,427525.505,-103.268387215033,59.1294960867582,32,37.1143314178961
"287","646",5602.52068213,"Taiga Shield West","Alberta",0.104,0.286,0.542,87.279,0.9,2246.496,28315.902,161335.845,6219.523,8534.297,7166.341,213818.404,0.176,0.014,0.817,749897.664,-106.688668526138,59.330770760568,32,38.164679102748
"288","630",8253.89937808,"Taiga Shield West","Alberta",0.034,0.117,0.804,73.549,0.901,3386.606,42807.941,247410.304,9407.303,12908.835,10843.595,326764.584,0.173,0.014,0.817,1146186.907,-105.118682476013,59.5821528904877,32,39.5891164929625
"289","633",15446.0584087,"Taiga Shield West","Alberta",0.042,0.142,0.769,75.224,0.901,6328.377,79963.377,461317.398,17571.32,24111.536,20253.076,609545.086,0.173,0.014,0.817,2138053.747,-105.272972031714,59.7038020765993,32,39.4628240986499
"290","54",7825.01177733,"Taiga Shield West","Alberta",0.05,0.122,0.757,94.899,0.9,3230.029,40704.152,233303.656,8942.1,12270.27,10304.764,308754.97,0.174,0.014,0.817,1083079.05,-106.751246218855,59.9504078243658,32,39.4574447663453
"291","607",6051.3709103,"Taiga Shield West","Alberta",0.011,0.215,0.637,89.069,0.9,2308.069,29108.434,167255.774,6395.253,8775.549,7370.316,221213.395,0.174,0.014,0.817,775990.026,-109.634207066576,59.6894020259038,32,36.5559140695663
"292","606",18040.2294284,"Taiga Shield West","Alberta",0.003,0.063,0.887,85.203,0.901,7616.89,96144.608,555429.826,21127.326,28991.144,24352.081,733661.873,0.173,0.014,0.817,2573793.306,-109.456836215936,59.8191312850637,32,40.6681010300804
"293","639",414.493367438,"Taiga Shield West","Alberta",0.04,0.091,0.823,95.123,0.9,176.213,2220.86,12748.788,487.914,669.512,562.287,16865.573,0.174,0.014,0.817,59164.675,-106.150296668561,59.8321893986615,32,40.6896088693693
"294","608",15140.5277134,"Boreal Shield West","Saskatchewan",0.016,0.642,0.301,113.781,0.908,2871.184,36400.014,228481.397,8015.486,11000.146,9254.052,296022.279,0.159,0.013,0.774,1040719.106,-109.696808071048,59.010162272529,27,19.55164870099
"295","656",245.101684972,"Boreal Shield West","Saskatchewan",0.007,0.031,0.943,110.161,0.91,47.365,602.025,3875.315,132.703,182.126,153.329,4992.863,0.155,0.012,0.774,17561.849,-106.406634098725,55.6327784488021,27,20.370578034053
"296","650",5394.28843604,"Boreal Shield West","Saskatchewan",0.187,0.141,0.561,79.124,0.909,844.882,10748.923,68403.563,2368.387,3250.386,2735.628,88351.768,0.157,0.012,0.774,310636.621,-105.882099220323,55.7062053763071,27,16.3787622867382
"297","644",643.662028989,"Boreal Shield West","Saskatchewan",0.068,0.158,0.662,85.441,0.91,105.104,1338.232,8628.934,295.012,404.886,340.891,11113.059,0.155,0.012,0.774,39084.582,-105.586142817792,55.9048224435725,27,17.265363652809
"298","647",4709.71397859,"Boreal Shield West","Saskatchewan",0.03,0.061,0.767,92.555,0.911,763.106,9715.274,62911.564,2142.068,2939.887,2475.506,80947.405,0.154,0.012,0.774,284729.307,-105.483095591001,55.6666913119953,27,17.1873292875068
"299","645",5424.48961657,"Boreal Shield West","Saskatchewan",0.013,0.017,0.942,115.083,0.91,1048.212,13315.918,85461.396,2934.841,4027.852,3390.682,110178.901,0.156,0.012,0.774,387528.568,-105.39460019566,55.893285028204,27,20.3113857317452
"300","641",15519.4882265,"Boreal Shield West","Saskatchewan",0.012,0.309,0.498,93.253,0.91,2411.113,30669.252,196844.232,6759.638,9277.109,7809.643,253770.988,0.156,0.012,0.774,892474.22,-105.150057772863,55.4327193950155,27,16.3517626545622
"301","642",5585.0262932,"Boreal Shield West","Saskatchewan",0.064,0.178,0.687,114.238,0.909,1017.914,12915.701,81863.099,2845.226,3904.76,3285.881,105832.582,0.158,0.012,0.774,372148.118,-105.129271538051,55.6170679850331,27,18.949343556154
"302","638",2709.708141,"Boreal Shield West","Saskatchewan",0.05,0.156,0.727,67.626,0.912,443.543,5666.286,37213.149,1250.081,1715.732,1445.349,47734.141,0.152,0.012,0.774,167918.463,-104.899632774781,55.9545694618753,27,17.6159713578541
"303","988",293.767427722,"Boreal Shield West","Saskatchewan",0.041,0.365,0.101,156.353,0.906,30.853,389.566,2383.707,85.698,117.603,98.863,3106.291,0.163,0.013,0.774,10916.852,-108.652803261797,56.4580558844713,27,10.5739803220783
"304","349",445243.356755,"Boreal Shield West","Saskatchewan",0.003,0.092,0.879,97.962,0.91,83450.935,1062024.997,6874334.899,234154.322,321365.37,270597.972,8845928.495,0.154,0.012,0.774,31115945.303,-106.332353472211,56.2224289201584,27,19.8676260089998
"305","622",4820.81740806,"Boreal Shield West","Saskatchewan",0.058,0.138,0.622,104.236,0.909,759.128,9642.844,61482.41,2124.759,2916.036,2454.298,79379.474,0.157,0.012,0.774,279147.583,-103.373619505811,56.500621471342,27,16.465978127959
"306","634",676.78672781,"Boreal Shield West","Saskatchewan",0.328,0.104,0.39,55.09,0.908,87.492,1115.024,7040.789,245.618,337.083,283.647,9109.654,0.158,0.012,0.774,32016.21,-104.349559136547,56.4818903552303,27,13.4601546183947
"307","632",1161.89575298,"Boreal Shield West","Saskatchewan",0.002,0.071,0.882,63.415,0.913,194.216,2485.696,16561.311,548.715,753.133,634.72,21177.792,0.15,0.012,0.774,74517.458,-104.233134623848,56.5489465725997,27,18.2269295207283
"308","660",972.657628776,"Boreal Shield West","Saskatchewan",0.014,0.365,0.511,67.784,0.911,153.338,1958.044,12802.787,431.898,592.772,499.289,16438.128,0.153,0.012,0.774,57820.778,-107.301443678421,56.2606504312943,27,16.9002200915094
"309","640",1354.63152961,"Boreal Shield West","Saskatchewan",0.222,0.201,0.476,65.123,0.909,204.439,2605.262,16636.431,574.126,787.94,663.231,21471.429,0.157,0.012,0.774,75487.46,-105.503458508186,56.5270214780586,27,15.8503833187624
"310","661",33758.635608,"Boreal Shield West","Saskatchewan",0.018,0.455,0.459,84.268,0.91,5828.118,74194.254,477002.072,16353.971,22444.715,18895.413,614718.543,0.156,0.012,0.774,2161813.212,-107.942283079478,56.3566576338318,27,18.2092235639501
"311","611",1022.86145912,"Boreal Shield West","Saskatchewan",0.051,0.532,0.356,58.3,0.911,163.763,2092.65,13645.854,461.544,633.457,533.52,17530.789,0.153,0.012,0.774,61655.378,-102.110026270249,57.0799102234444,27,17.1389672019535
"312","665",6488.56736217,"Boreal Shield West","Saskatchewan",0.1,0.153,0.565,88.491,0.909,975.965,12412.871,79340.885,2735.445,3754.169,3159.988,102379.323,0.156,0.012,0.774,360012.69,-108.332763830642,56.6837401496718,27,15.7784172199394
"313","615",4552.0357162,"Boreal Shield West","Saskatchewan",0.001,0.119,0.816,45.552,0.914,701.128,9006.714,61045.332,1989.702,2731.05,2302.896,77776.821,0.148,0.011,0.774,273714.965,-102.714081837252,57.216415554797,27,17.0861622906877
"314","666",354.752468948,"Boreal Shield West","Saskatchewan",0.042,0.229,0.646,91.811,0.91,61.127,777.718,4999.738,171.425,235.269,198.064,6443.34,0.156,0.012,0.774,22660.805,-108.69202314548,56.8165514227303,27,18.1629179892881
"315","614",2242.15896662,"Boreal Shield West","Saskatchewan",0.058,0.319,0.56,69.068,0.911,369.914,4720.816,30721.863,1041.102,1428.881,1203.374,39485.949,0.154,0.012,0.774,138879.464,-102.68581238482,57.4700458709948,27,17.6106821986508
"316","653",1402.47654298,"Boreal Shield West","Saskatchewan",0.101,0.238,0.588,75.541,0.91,231.156,2945.657,18998.708,649.382,891.24,750.385,24466.528,0.155,0.012,0.774,86042.653,-106.645150604417,57.3141906017197,27,17.4452315245239
"317","620",1259.57096496,"Boreal Shield West","Saskatchewan",0.106,0.227,0.593,59.023,0.911,196.784,2515.291,16461.578,554.847,761.52,641.453,21131.473,0.153,0.012,0.774,74324.803,-103.341263787774,57.6028430550793,27,16.7767228587006
"318","609",538.306988153,"Boreal Shield West","Saskatchewan",0.081,0.185,0.683,39.913,0.914,81.065,1041.237,6997.804,229.945,315.615,266.07,8931.734,0.149,0.012,0.774,31425.546,-102.036489465874,58.0085618333451,27,16.5922683460713
"319","649",3659.48574297,"Boreal Shield West","Saskatchewan",0.019,0.135,0.812,51.106,0.913,591.666,7588.545,50958.334,1675.743,2300.065,1938.92,65053.274,0.149,0.012,0.774,228908.798,-106.288040137665,57.8825226156999,27,17.7766163251133
"320","655",37945.9539549,"Boreal Shield West","Saskatchewan",0.003,0.173,0.771,103.026,0.91,6986.206,88827.935,571405.331,19579.691,26871.809,22622.553,736293.526,0.155,0.012,0.774,2589698.858,-107.127504627715,57.8362170277227,27,19.4037426724101
"321","624",10444.437454,"Boreal Shield West","Saskatchewan",0.049,0.19,0.729,64.263,0.912,1757.783,22468.381,147902.704,4957.406,6804.057,5732.212,189622.544,0.152,0.012,0.774,667062.117,-104.234189724722,58.3280939639465,27,18.155362108792
"322","664",1052.88353915,"Boreal Shield West","Saskatchewan",0.012,0.704,0.207,106.404,0.908,189.562,2404.381,15105.978,529.479,726.638,611.314,19567.351,0.159,0.013,0.774,68791.159,-108.642211200662,58.5701671318125,27,18.5845350149522
"323","663",505.193691945,"Boreal Shield West","Saskatchewan",0.021,0.246,0.615,63.72,0.912,77.711,993.483,6546.719,219.21,300.867,253.479,8391.47,0.152,0.012,0.774,29520.341,-108.611223646938,58.7059865672052,27,16.6104013842548
"324","629",2847.17367092,"Boreal Shield West","Saskatchewan",0.108,0.187,0.62,82.099,0.91,471.075,5997.093,38511.816,1321.844,1814.139,1527.225,49643.193,0.156,0.012,0.774,174576.495,-104.949340508897,59.1084462632798,27,17.4359553500503
"325","654",3929.06021373,"Boreal Shield West","Saskatchewan",0.066,0.153,0.702,94.49,0.91,680.809,8658.403,55543.064,1908.322,2619.031,2204.726,71614.356,0.156,0.012,0.774,251856.781,-107.364107856388,58.9999913714617,27,18.2268410521543
"326","1012",219.580722284,"Boreal Shield West","Saskatchewan",0.046,0.047,0.82,61.31,0.913,34.535,441.945,2934.431,97.546,133.885,112.823,3755.166,0.151,0.012,0.774,13211.992,-103.044354718396,58.1891291999288,27,17.1015285902155
"327","627",165.655220453,"Boreal Shield West","Saskatchewan",0.044,0.059,0.846,49.027,0.914,25.95,332.973,2239.925,73.535,100.932,85.089,2858.405,0.149,0.012,0.774,10058.255,-103.761890478306,56.3590051897043,27,17.2551459119937
"328","636",3264.45527304,"Boreal Shield West","Saskatchewan",0.043,0.135,0.718,104.284,0.91,565.282,7183,45960.078,1582.963,2172.486,1828.669,59292.478,0.156,0.012,0.774,208523.74,-104.397564111568,55.6358737615861,27,18.1630541823244
"329","621",349.83405073,"Boreal Shield West","Saskatchewan",0.011,0.002,0.968,98.55,0.911,66.029,840.42,5450.206,185.309,254.329,214.164,7010.457,0.154,0.012,0.774,24660.614,-103.026945912855,55.8230737539345,27,20.0393786292994
"330","623",322.58929403,"Boreal Shield West","Saskatchewan",0.015,0.012,0.946,99.539,0.911,60.485,769.69,4983.777,169.703,232.909,196.118,6412.681,0.154,0.012,0.774,22557.261,-103.27227195195,55.9802156014944,27,19.8787781202796
"331","626",6151.44695934,"Boreal Shield West","Saskatchewan",0.088,0.228,0.569,101.312,0.909,1034.122,13131.63,83293.861,2892.914,3970.214,3341.062,107663.803,0.158,0.012,0.774,378567.653,-103.654013024877,56.0020454398849,27,17.502191551295
"332","635",7531.27524745,"Boreal Shield West","Saskatchewan",0.056,0.14,0.728,107.698,0.909,1351.334,17162.077,109426.853,3781.579,5189.867,4368.072,141279.784,0.157,0.012,0.774,496836.77,-104.474460118809,55.9440616880108,27,18.7590785568268
"333","613",490.309490737,"Boreal Shield West","Saskatchewan",0.026,0.041,0.894,95.794,0.911,89.717,1141.943,7393.747,251.779,345.554,290.969,9513.708,0.154,0.012,0.774,33464.678,-102.143666848396,56.2278039273008,27,19.4034751105871
"334","625",7916.00039127,"Boreal Shield West","Saskatchewan",0.013,0.199,0.673,85.193,0.911,1302.939,16601.061,107762.129,3660.651,5024.098,4230.81,138581.686,0.154,0.012,0.774,487454.697,-103.412363933143,54.8372743177852,27,17.506528442423
"335","628",48759.2221973,"Boreal Shield West","Saskatchewan",0.157,0.185,0.559,78.71,0.909,7795.078,99211.529,633680.137,21863.102,30005.25,25255.994,817811.09,0.157,0.012,0.774,2875549.436,-104.026867091426,55.0262201058004,27,16.7724392052604
"336","1014",272.583369723,"Boreal Shield West","Saskatchewan",0.04,0.005,0.605,96.684,0.91,33.594,427.4,2756.761,94.22,129.311,108.873,3550.158,0.155,0.012,0.774,12486.896,-104.00757968433,55.212542033571,27,13.0241181023174
"337","631",1223.83375643,"Boreal Shield West","Saskatchewan",0.059,0.174,0.703,95.881,0.91,216.647,2754.893,17663.324,607.168,833.292,701.461,22776.785,0.156,0.012,0.774,80102.327,-103.850303391373,55.433526161815,27,18.6110122231318
"338","659",622.602334052,"Boreal Plains","Saskatchewan",0,0.447,0.156,40.292,0.904,103.304,1313.407,7914.671,288.807,396.318,333.063,10349.569,0.166,0.013,0.782,36331.758,-106.185176003834,53.0174728039986,28,16.6230809522401
"339","658",630.076578611,"Boreal Plains","Saskatchewan",0.001,0.087,0.003,23.011,0.905,14.643,186.65,1136.299,41.057,56.342,47.362,1482.353,0.164,0.013,0.782,5204.086,-106.011564835651,52.7170162134912,28,2.35265529670669
"340","652",44049.65308,"Boreal Plains","Saskatchewan",0.008,0.201,0.691,98.533,0.901,13322.166,168209.352,978942.26,36942.873,50691.938,42563.256,1290671.845,0.172,0.014,0.782,4529171.69,-106.28680714915,55.2797090299083,28,29.3003861496019
"341","651",1150.50987587,"Boreal Plains","Saskatchewan",0.004,0.335,0.615,85.421,0.902,355.844,4497.958,26319.704,988.045,1355.78,1138.529,34655.859,0.171,0.014,0.782,121619.465,-105.745314206362,54.828737208395,28,30.1221742871122
"342","648",406.290203922,"Boreal Plains","Saskatchewan",0.002,0.112,0.006,46.04,0.903,13.71,173.991,1032.665,38.238,52.47,44.077,1355.152,0.168,0.013,0.782,4755.899,-104.802539775241,53.0855732717557,28,3.33542868353322
"343","643",552.205673992,"Boreal Plains","Saskatchewan",0.05,0.254,0.388,44.418,0.905,104.787,1332.052,8042.367,292.936,401.986,337.85,10511.978,0.166,0.013,0.782,36904.446,-104.580360493864,53.6943765447104,28,19.0363455051211
"344","674",132.474847073,"Boreal Plains","Saskatchewan",0,0.525,0.17,119.668,0.899,32.825,413.246,2344.627,90.676,124.417,104.396,3110.186,0.176,0.014,0.782,10909.021,-109.836355812855,53.6454155916631,28,23.4775587118522
"345","637",15459.334285,"Boreal Plains","Saskatchewan",0.168,0.2,0.492,86.461,0.901,4196.97,52977.098,305301.154,11631.04,15959.485,13396.92,403462.666,0.174,0.014,0.782,1415436.031,-104.617127174881,54.7632139113888,28,26.0983208307666
"346","657",311.952356328,"Boreal Plains","Saskatchewan",0.001,0.389,0.237,90.906,0.901,64.763,817.576,4727.772,179.515,246.322,206.785,6242.733,0.173,0.014,0.782,21902.974,-106.076833279196,53.3816624855842,28,20.0118155011983
"347","1004",123.896572013,"Boreal Plains","Saskatchewan",0.036,0.419,0.526,59.594,0.903,35.805,453.992,2701.014,99.785,136.928,115.036,3542.56,0.168,0.013,0.782,12434.492,-108.145807826507,54.9985538573859,28,28.5928814852786
"348","1000",101.27825715,"Boreal Plains","Saskatchewan",0.051,0.192,0.667,71.367,0.903,28.189,356.946,2111.713,78.44,107.637,90.416,2773.34,0.169,0.013,0.782,9734.106,-104.409141894278,54.6341310168974,28,27.3833701136118
"349","984",314.558276977,"Boreal Plains","Saskatchewan",0,0.141,0.202,86.278,0.902,35.115,443.759,2591.225,97.471,133.747,112.309,3413.626,0.171,0.014,0.782,11979.119,-106.897204009766,53.4263051618521,28,10.8521258216632
"350","352",46926.2284938,"Boreal Plains","Saskatchewan",0.033,0.23,0.625,97.459,0.901,13906.719,175553.901,1018715.834,38551.875,52899.472,44413.398,1344041.2,0.172,0.014,0.782,4716138.843,-109.792629332131,55.4136600701513,28,28.6415772828958
"351","673",5397.85110648,"Boreal Plains","Saskatchewan",0.027,0.256,0.495,103.596,0.901,1427.966,18013.052,103951.853,3954.906,5426.72,4555.51,137330.006,0.173,0.014,0.782,481835.987,-109.630049335343,55.2214135444584,28,25.4416069081895
"352","671",2793.92498557,"Boreal Plains","Saskatchewan",0.028,0.584,0.317,120.853,0.899,921.099,11595.964,65816.593,2544.471,3491.284,2929.515,87298.925,0.176,0.014,0.782,306206.111,-109.79136041976,55.8497958429152,28,31.2459802789551
"353","672",645.030616277,"Boreal Plains","Saskatchewan",0.045,0.033,0.789,92.176,0.902,182.801,2309.921,13523.267,507.428,696.286,584.728,17804.432,0.171,0.014,0.782,62484.716,-109.63637501073,56.1856590784391,28,27.6024603339977
"354","1005",101.124075332,"Boreal Plains","Saskatchewan",0.092,0.129,0.344,73.543,0.902,17.367,219.635,1282.682,48.243,66.198,55.588,1689.714,0.171,0.014,0.782,5929.14,-109.711470451462,56.6184332833628,28,16.7093147151409
"355","351",67318.4576143,"Boreal Plains","Saskatchewan",0.016,0.199,0.603,104.45,0.901,18788.698,237069.88,1372753.226,52056.977,71430.397,59968.333,1812067.511,0.173,0.014,0.782,6358301.265,-109.362170948283,55.8260205874736,28,26.9178405925788
"356","1641",718.797521042,"Boreal Plains","Saskatchewan",0.016,0.03,0.93,94.48,0.902,232.002,2931.791,17195.781,644.078,883.799,742.234,22629.686,0.17,0.013,0.782,79422.925,-109.241603525699,56.008298649671,28,31.4826990042968
"357","981",332.838542196,"Boreal Plains","Saskatchewan",0.011,0.341,0.386,70.692,0.903,75.713,958.466,5649.549,210.595,288.979,242.718,7426.019,0.17,0.013,0.782,26062.348,-109.434725942924,56.5014597944032,28,22.3111751151314
"358","670",1907.77001364,"Boreal Plains","Saskatchewan",0.014,0.683,0.257,146.068,0.898,676.888,8509.075,47823.113,1866.485,2560.97,2148.356,63584.887,0.178,0.014,0.782,222994.851,-109.276438037986,56.5632016270933,28,33.3294299341045
"359","669",537.419237704,"Boreal Plains","Saskatchewan",0.033,0.1,0.813,111.316,0.901,175.396,2212.283,12796.227,485.769,666.551,559.58,16895.805,0.173,0.014,0.782,59285.273,-109.017579121922,56.3769693463728,28,31.4387796614491
"360","350",114924.128085,"Boreal Plains","Saskatchewan",0.011,0.146,0.808,111.48,0.901,38428.793,484734.65,2805669.856,106439.337,146051.508,122614.46,3703938.603,0.173,0.014,0.782,12996846.56,-108.145490023457,55.7340388953112,28,32.2294253149391
"361","1016",157.765575976,"Boreal Plains","Saskatchewan",0.028,0.057,0.558,75.076,0.903,31.427,397.926,2359.004,87.453,120.004,100.81,3096.624,0.169,0.013,0.782,10869.518,-103.830738616963,53.9389163270511,28,19.6280080799824
"362","980",164.57425718,"Boreal Plains","Saskatchewan",0,0.004,0.004,38.497,0.906,0.371,4.724,28.829,1.039,1.426,1.199,37.588,0.164,0.013,0.782,131.985,-102.679885632912,54.0656323457173,28,0.228395379958415
"363","983",132.456036987,"Boreal Plains","Saskatchewan",0,0.002,0.005,59.362,0.904,0.267,3.389,20.366,0.745,1.023,0.859,26.649,0.166,0.013,0.782,93.559,-102.293155973042,53.9306167557743,28,0.201191282830057
"364","994",150.606319315,"Boreal Plains","Saskatchewan",0.036,0.134,0.633,94.999,0.902,39.998,505.135,2942.012,110.943,152.234,127.825,3878.148,0.172,0.014,0.782,13609.048,-103.298982350699,54.6070042825029,28,25.7502342374404
"365","982",443.911673389,"Boreal Plains","Saskatchewan",0,0.041,0.041,35.208,0.906,9.74,124.057,758.929,27.295,37.457,31.491,988.968,0.163,0.013,0.782,3472.682,-102.421056907617,53.9643271502099,28,2.22784859981226
"366","986",302.038546649,"Boreal Plains","Saskatchewan",0,0.085,0.015,95.283,0.9,10.239,129.134,739.705,28.344,38.892,32.641,978.955,0.175,0.014,0.782,3434.087,-102.459652668601,52.738553507184,28,3.24115915289993
"367","668",3725.4710339,"Subhumid Prairies","Saskatchewan",0,0.191,0.127,50.505,,,,,,,,,,,,,-108.239380044675,53.1321868535021,29,
"368","2143",1158.78943877,"Semiarid Prairies","Saskatchewan",0,0.083,0.007,145.573,,,,,,,,,,,,,-106.677021355878,51.9091846155041,30,
"369","667",306.177750554,"Semiarid Prairies","Saskatchewan",0,0,0,89.071,,,,,,,,,,,,,-106.912139045517,50.5161462173183,30,
"370","354",217957.943349,"Taiga Plains","Alberta",0.011,0.209,0.743,105.808,0.9,86324.811,1086561.542,6227886.418,238523.364,327286.739,274710.418,8241293.293,0.174,0.014,0.797,28915599.95,-119.601922709394,58.3996750464471,31,37.8113922638911
"371","697",3253.8602709,"Taiga Plains","Alberta",0.088,0.18,0.671,131.731,0.899,1294.106,16224.363,91664.351,3559.6,4884.115,4097.836,121724.371,0.177,0.014,0.797,427076.037,-119.961704269697,59.4592904074207,31,37.4092188557106
