"","ID","Area_ha","EcoBoundaryName_select","AdminBoundaryName_select","Low_frac","Mod_frac","High_frac","Median_BUI","MCE","CH4_MgC","CO_MgC","CO2_MgC","NMOG_MgC","PM10_MgC","PM25_MgC","SumC_direct_emissions","ER_CO_CO2","ER_CH4_CO2","Prop_surface","CO2e_Mg","X","Y","unit_id","MgC_perha"
"463","836",896.702834019,"Taiga Plains","British Columbia",0.099,0.267,0.543,103.87,0.905,295.923,3737.552,22671.489,822.859,1129.248,949.855,29606.927,0.165,0.013,0.69,104008.831,-122.144758941112,59.2707987140861,38,33.0175459213199
"464","889",2874.08392235,"Taiga Plains","British Columbia",0.025,0.029,0.928,97.136,0.906,1042.99,13208.79,81268.024,2909.513,3992.967,3359.875,105782.16,0.163,0.013,0.69,371671.584,-121.863324698613,59.5844943985937,38,36.8055223361422
"465","355",55508.7269626,"Taiga Plains","British Columbia",0.06,0.246,0.66,97.756,0.906,19415.502,245683.628,1501374.31,54104.909,74251.794,62468.894,1957299.037,0.164,0.013,0.69,6876222.088,-121.571254160444,59.3277838543774,38,35.2611047686027
"466","778",4601.1595937,"Taiga Plains","British Columbia",0.092,0.098,0.763,100.254,0.906,1601.496,20252.995,123578.764,4459.833,6120.505,5148.983,161162.575,0.164,0.013,0.69,566191.792,-121.578182014825,59.7725905671581,38,35.0265127122882
"467","359",465633.386661,"Taiga Plains","British Columbia",0.043,0.045,0.876,81.753,0.907,158152.549,2010827.711,12463687.04,443084.487,608093.025,511811.026,16195655.838,0.161,0.013,0.69,56895027.314,-121.648135094086,57.4962542455712,38,34.7819900848113
"468","1388",121.480197365,"Taiga Plains","British Columbia",0.261,0.145,0.262,106.561,0.903,28.001,352.609,2087.673,77.567,106.445,89.482,2741.776,0.169,0.013,0.69,9627.637,-121.047063853719,57.9620598993973,38,22.5697361337177
"469","360",27388.349098,"Taiga Plains","British Columbia",0.034,0.142,0.777,94.598,0.906,9485.351,120167.702,738366.231,26468.819,36325.314,30565.329,961378.747,0.163,0.013,0.69,3377605.929,-121.893779097066,58.013497311518,38,35.1017413849966
"470","891",662.400088269,"Taiga Plains","British Columbia",0.045,0.103,0.821,133.108,0.905,253.791,3190.688,19272.545,702.261,963.731,810.463,25193.48,0.166,0.013,0.69,88534.177,-121.739490328678,58.2294226818889,38,38.0336301974781
"471","1419",192.157571945,"Taiga Plains","British Columbia",0.155,0.387,0.375,53.072,0.907,53.806,689.806,4281.54,152.042,208.667,175.665,5561.528,0.161,0.013,0.69,19522.694,-121.067754252786,58.4460377383113,38,28.9425388950681
"472","354",328202.741875,"Taiga Plains","British Columbia",0.011,0.209,0.743,107.062,0.906,118571.967,1497917.662,9153065.538,329855.488,452681.456,380830.396,11932922.508,0.164,0.013,0.69,41928581.027,-120.532583413089,58.7173749928775,38,36.3583876229309
"473","310",265642.408689,"Taiga Plains","British Columbia",0.005,0.137,0.798,107.336,0.906,94266.942,1191008.635,7287998.028,262282.48,359947.572,302824.972,9498328.629,0.163,0.013,0.69,33375231.594,-120.782395972966,59.7744130744556,38,35.7560702595501
"474","697",1865.36997858,"Taiga Plains","British Columbia",0.088,0.18,0.671,135.119,0.904,684.06,8592.603,51625.087,1890.867,2594.862,2181.901,67569.381,0.166,0.013,0.69,237432.986,-120.02506012037,59.4666431095532,38,36.2230451738248
"475","890",13047.6678994,"Boreal Plains","British Columbia",0.176,0.111,0.677,73.8,0.901,5448.633,68848.552,399921.81,15127.02,20757.306,17434.003,527537.325,0.172,0.014,0.716,1850860.886,-120.897211269059,57.2660398011552,39,40.4315414116464
"476","888",6705.10737599,"Boreal Plains","British Columbia",0.129,0.102,0.708,79.387,0.901,2787.009,35198.425,204725.492,7733.963,10612.575,8913.776,269971.239,0.172,0.014,0.716,947277.683,-120.13399289667,57.468279352954,39,40.2635220976068
"477","1483",112.352902811,"Boreal Plains","British Columbia",0.025,0.076,0.246,21.044,0.906,14.272,182.547,1114.017,40.178,55.137,46.368,1452.519,0.164,0.013,0.716,5097.744,-121.8507798717,55.8370579363505,39,12.9281839957747
"478","896",1193.50711938,"Boreal Plains","British Columbia",0.028,0.069,0.851,50.163,0.904,463.091,5887.176,35371.191,1295.039,1777.164,1493.934,46287.595,0.166,0.013,0.716,162468.625,-121.403323743858,55.6538460995823,39,38.7828394555747
"479","741",309.185662692,"Boreal Plains","British Columbia",0.127,0.111,0.441,40.999,0.903,81.357,1034.694,6141.086,227.506,312.196,262.354,8059.193,0.168,0.013,0.716,28276.084,-121.933474781695,56.5466176427538,39,26.0658690633669
"480","895",27604.8661035,"Boreal Plains","British Columbia",0.091,0.191,0.437,87.437,0.901,9004.224,113547.827,655159.056,24942.08,34225.102,28740.5,865618.789,0.173,0.014,0.716,3037016.979,-121.254438226482,56.5643162532133,39,31.3574710253802
"481","1590",160.383896195,"Boreal Plains","British Columbia",0.022,0.338,0.263,45.282,0.903,40.45,514.043,3050.295,113.022,155.095,130.33,4003.235,0.169,0.013,0.716,14046.594,-121.055181318783,56.7154762971663,39,24.9603301514308
"482","736",193.806449126,"Boreal Plains","British Columbia",0.004,0.166,0.036,59.159,0.902,17.045,215.852,1259.111,47.43,65.083,54.667,1659.187,0.171,0.014,0.716,5820.758,-120.260277367593,56.1292787693868,39,8.56105154127925
"483","797",20829.3672613,"Boreal Plains","British Columbia",0.092,0.048,0.828,52.348,0.904,8227.556,104493.469,623055.845,22979.867,31534.514,26503.561,816794.811,0.168,0.013,0.716,2866546.471,-120.624586538346,55.1762355301677,39,39.2136160812512
"484","737",3279.36453925,"Boreal Plains","British Columbia",0.227,0.144,0.454,53.198,0.901,1082.61,13719.832,79855.137,3014.619,4136.675,3474.529,105283.402,0.172,0.014,0.716,369301.812,-120.089097373665,55.3588948876995,39,32.1048180950565
"485","723",4073.85912903,"Boreal Plains","British Columbia",0.026,0.262,0.583,55.624,0.903,1485.782,18853.795,111944.427,4145.556,5688.759,4780.589,146898.908,0.168,0.013,0.716,515521.472,-120.07178155271,56.3039425368114,39,36.0589071313757
"486","1446",300.64748753,"Boreal Cordillera","British Columbia",0.245,0.16,0.294,72.29,0.902,103.91,1309.956,7643.086,287.808,394.929,331.693,10071.381,0.171,0.014,0.733,35349.009,-126.676728806516,56.7919678247099,40,33.4989694500442
"487","783",1125.03391807,"Boreal Cordillera","British Columbia",0.085,0.228,0.605,81.101,0.904,550.175,6936.853,41480.13,1525.277,2093.069,1758.932,54344.436,0.167,0.013,0.733,190879.208,-132.850806403865,59.466712405885,40,48.3047089755552
"488","784",2110.69194875,"Boreal Cordillera","British Columbia",0.026,0.058,0.871,120.206,0.904,1201.266,15040.427,89672.287,3305.877,4536.419,3811.202,117567.477,0.168,0.013,0.733,413203.694,-134.278701622406,59.7304590232614,40,55.7009169763623
"489","731",621.061668433,"Boreal Cordillera","British Columbia",0.041,0.097,0.805,72.161,0.905,308.213,3900.595,23717.699,858.258,1177.792,990.269,30952.825,0.164,0.013,0.733,108732.013,-128.992625604644,57.3514380335809,40,49.8385692971473
"490","730",13456.6104016,"Boreal Cordillera","British Columbia",0.174,0.111,0.58,91.849,0.903,6291.756,79053.39,467047.611,17373.306,23839.959,20026.598,613632.619,0.169,0.013,0.733,2155313.565,-127.622176705523,57.4532058231132,40,45.600831166743
"491","837",49732.6361641,"Boreal Cordillera","British Columbia",0.105,0.14,0.655,131.632,0.902,26644.844,332592.552,1951708.184,73058.022,100249.008,84184.238,2568436.849,0.17,0.014,0.733,9025680.75,-129.395207840279,59.6475121049988,40,51.6448965328335
"492","782",1249.92414909,"Boreal Cordillera","British Columbia",0.038,0.101,0.737,121.228,0.903,650.873,8144.728,48363.995,1789.935,2456.18,2063.293,63469.005,0.168,0.013,0.733,223055.002,-127.671391455153,58.753953967497,40,50.7782852633164
"493","1515",7301.78065824,"Boreal Cordillera","British Columbia",0.071,0.137,0.641,97.05,0.904,3463.658,43515.834,259335.397,9565.922,13126.715,11029.19,340036.715,0.168,0.013,0.733,1194659.498,-127.972599756177,59.2458260595974,40,46.5690125348084
"494","1464",22393.4592718,"Boreal Cordillera","British Columbia",0.023,0.027,0.76,117.596,0.904,10774.73,134974.12,806142.05,29669.528,40713.538,34206.783,1056480.749,0.167,0.013,0.733,3713112.264,-127.626196896304,59.1301861325529,40,47.1780950043043
"495","781",4157.29140376,"Boreal Cordillera","British Columbia",0.353,0.139,0.441,83.555,0.901,1981.081,24892.687,144493.297,5467.562,7502.467,6299.852,190636.946,0.172,0.014,0.733,669232.201,-125.891493880884,57.6183052978073,40,45.8560460369897
"496","780",124.692992655,"Boreal Cordillera","British Columbia",0.021,0.002,0.96,86.543,0.905,67.87,855.949,5193.92,188.299,258.401,217.227,6781.666,0.165,0.013,0.733,23829.71,-127.756349504094,59.9433473869111,40,54.3869054355242
"497","779",11259.5211262,"Boreal Cordillera","British Columbia",0.063,0.025,0.895,92.189,0.904,6171.787,77685.112,467546.494,17083.952,23443.722,19703.299,611634.367,0.166,0.013,0.733,2149085.833,-126.774805158322,59.5651583854783,40,54.3215257686915
"498","1437",192.871953156,"Boreal Cordillera","British Columbia",0.125,0.113,0.015,96.137,0.898,24.81,309.895,1737.733,67.978,93.272,78.247,2311.935,0.178,0.014,0.733,8112.745,-123.931612501371,57.9150993598501,40,11.9868905881305
"499","727",687.37760417,"Boreal Cordillera","British Columbia",0.452,0.082,0.031,102.519,0.895,191.637,2383.84,12985.283,522.393,716.729,600.823,17400.705,0.184,0.015,0.733,61034.05,-123.876893761903,58.2137031022478,40,25.3146231335412
"500","729",21786.9585997,"Boreal Cordillera","British Columbia",0.024,0.148,0.767,66.598,0.906,10588.629,134238.765,818774.539,29541.855,40540.794,34090.248,1067774.829,0.164,0.013,0.733,3750605.401,-124.577868135031,57.3129779452551,40,49.0098158544581
"501","728",319.230703966,"Boreal Cordillera","British Columbia",0.178,0.152,0.264,101.392,0.901,102.453,1282.342,7420.508,281.59,386.386,324.39,9797.668,0.173,0.014,0.733,34405.633,-123.609695034894,57.6547145729674,40,30.6914963951698
"502","831",328.83865646,"Pacific Maritime","British Columbia",0.139,0.365,0.452,69.858,0.903,186.242,2350.863,13877.976,516.691,709.017,595.647,18236.435,0.169,0.013,0.68,64021.862,-126.298338270681,49.608280207269,41,55.4570901010182
"503","1336",127.351473258,"Pacific Maritime","British Columbia",0.25,0.295,0.171,78.359,0.899,53.419,669.719,3773.623,146.939,201.615,169.16,5014.474,0.177,0.014,0.68,17591.882,-126.119021989799,49.6081377439351,41,39.3750764849122
"504","879",144.512680705,"Pacific Maritime","British Columbia",0.047,0.253,0.659,40.033,0.908,72.777,933.896,5866.937,205.831,282.488,237.801,7599.73,0.159,0.012,0.68,26686.309,-126.132896703797,50.1385320179048,41,52.5886722391764
"505","878",1291.26129123,"Pacific Maritime","British Columbia",0.224,0.508,0.185,77.368,0.899,697.455,8748.871,49413.43,1919.7,2634.028,2210.162,65623.646,0.177,0.014,0.68,230225.327,-125.708008032074,49.7506342001111,41,50.8213530798943
"506","1339",125.348904513,"Pacific Maritime","British Columbia",0.211,0.163,0.253,86.18,0.9,48.476,607.253,3474.356,133.292,182.894,153.503,4599.774,0.175,0.014,0.68,16145.888,-125.766288021062,49.9407839018641,41,36.6957654545992
"507","830",227.503092706,"Pacific Maritime","British Columbia",0.069,0.697,0.141,59.197,0.9,113.184,1430.773,8236.116,314.231,431.178,362.035,10887.517,0.174,0.014,0.68,38187.2,-126.03857569367,50.3683190230603,41,47.8565670053103
"508","777",200.366452458,"Pacific Maritime","British Columbia",0.312,0.217,0.385,85.842,0.9,112.964,1415.472,8114.907,310.72,426.35,357.854,10738.267,0.174,0.014,0.68,37694.115,-124.606280157028,49.2790214845267,41,53.5931383136651
"509","827",202.837834563,"Pacific Maritime","British Columbia",0.305,0.383,0.171,79.237,0.898,101.89,1276.391,7148.338,279.983,384.16,322.269,9513.03,0.179,0.014,0.68,33370.494,-125.140751843717,51.038050225698,41,46.8996823028365
"510","824",121.297946206,"Pacific Maritime","British Columbia",0.09,0.213,0.688,84.826,0.904,78.183,983.963,5887.232,216.328,296.855,249.444,7712.005,0.167,0.013,0.68,27093.379,-124.340493787409,50.526546281044,41,63.5790237280912
"511","875",116.793693778,"Pacific Maritime","British Columbia",0.111,0.255,0.558,67.878,0.904,64.301,813.469,4888.744,178.912,245.516,206.361,6397.303,0.166,0.013,0.68,22465.652,-123.792373564357,49.9406500156944,41,54.7743871527851
"512","874",178.807769712,"Pacific Maritime","British Columbia",0.065,0.138,0.79,69.609,0.906,109.356,1385.417,8503.577,304.936,418.472,351.928,11073.685,0.163,0.013,0.68,38906.918,-123.552914490189,49.7105858099872,41,61.9306701148168
"513","1301",128.093297554,"Pacific Maritime","British Columbia",0.337,0.135,0.254,73.393,0.9,53.035,666.518,3796.972,146.304,200.749,168.491,5032.069,0.176,0.014,0.68,17654.854,-124.996546812113,51.140700036847,41,39.2844051647483
"514","1302",181.780433557,"Pacific Maritime","British Columbia",0.469,0.158,0.086,110.327,0.894,81.494,1008.867,5398.297,220.89,303.05,253.88,7266.479,0.187,0.015,0.68,25488.127,-125.024495170722,51.1705862670021,41,39.9739337056949
"515","877",133.231865485,"Pacific Maritime","British Columbia",0.031,0.149,0.806,54.829,0.908,75.754,966.236,6051.529,212.88,292.157,245.874,7844.43,0.16,0.013,0.68,27559.254,-125.817566625576,51.7340491757878,41,58.8780317039333
"516","876",267.895948499,"Pacific Maritime","British Columbia",0.22,0.322,0.425,84.127,0.901,161.399,2025.187,11720.908,444.717,610.223,512.317,15474.75,0.173,0.014,0.68,54327.934,-126.053622047558,52.2866689558901,41,57.7640314708147
"517","828",933.891401215,"Pacific Maritime","British Columbia",0.175,0.34,0.418,84.43,0.901,546.515,6858.829,39803.625,1506.286,2066.876,1735.375,52517.506,0.172,0.014,0.68,184386.994,-127.572916541548,53.1088612035493,41,56.235131763366
"518","826",1672.88389512,"Pacific Maritime","British Columbia",0.298,0.223,0.423,80.438,0.901,957.727,12027.725,69552.083,2641.262,3624.24,3042.807,91845.844,0.173,0.014,0.68,322409.193,-126.633222347635,52.8082056075345,41,54.902700819779
"519","906",2737.30911925,"Pacific Maritime","British Columbia",0.2,0.25,0.443,80.31,0.902,1506.208,18935.467,110645.635,4159.713,5707.911,4793.484,145748.418,0.171,0.014,0.68,511730.428,-126.431220614904,52.7130450062066,41,53.2451439170794
"520","1366",121.184180822,"Pacific Maritime","British Columbia",0.656,0.1,0.042,96.491,0.892,56.146,696.115,3667.364,152.358,209.024,175.063,4956.07,0.19,0.015,0.68,17372.814,-126.080226502613,52.3307611238557,41,40.8970045956713
"521","887",256.193234788,"Pacific Maritime","British Columbia",0.042,0.062,0.882,73.911,0.907,160.559,2032.793,12557.894,447.509,614.135,516.547,16329.438,0.162,0.013,0.68,57387.517,-126.947199985668,53.4272233861271,41,63.7387556838205
"522","873",354.936355603,"Pacific Maritime","British Columbia",0.173,0.377,0.392,81.11,0.901,206.251,2590.582,15021.313,568.93,780.667,655.462,19823.206,0.172,0.014,0.68,69590.82,-127.41855625134,55.0106294041422,41,55.8500296942601
"523","1325",108.040684963,"Pacific Maritime","British Columbia",0.372,0.172,0.215,73.832,0.899,46.373,582.162,3281.401,127.74,175.273,147.068,4360.016,0.177,0.014,0.68,15293.788,-128.258756840662,55.0767561933843,41,40.3553161616214
"524","775",184.083099658,"Pacific Maritime","British Columbia",0.16,0.141,0.623,65.163,0.905,99.96,1266.613,7672.986,278.67,382.418,321.509,10022.157,0.165,0.013,0.68,35197.91,-128.850043496585,54.9479662623991,41,54.4436562542663
"525","864",258.71388462,"Pacific Maritime","British Columbia",0.131,0.287,0.57,82.194,0.903,161.976,2037.564,12045.92,447.785,614.458,516.167,15823.87,0.169,0.013,0.68,55574.363,-121.385960312542,49.1857105442446,41,61.163590130627
"526","862",981.775067469,"Pacific Maritime","British Columbia",0.221,0.24,0.476,134.792,0.899,679.199,8426.009,47744.032,1848.125,2535.767,2127.096,63360.228,0.176,0.014,0.68,222572.827,-121.257150336803,49.1134067189186,41,64.5363995271765
"527","821",223.993626548,"Pacific Maritime","British Columbia",0.053,0.156,0.768,80.159,0.905,141.38,1783.991,10833.291,392.453,538.559,452.742,14142.416,0.165,0.013,0.68,49692.923,-123.984341778907,50.6660682870147,41,63.1375821622737
"528","871",1461.98408237,"Pacific Maritime","British Columbia",0.174,0.256,0.349,100.483,0.9,757.205,9456.126,54184.669,2075.405,2847.71,2389.895,71711.01,0.175,0.014,0.68,251811.368,-123.458841065494,50.6957350488442,41,49.0504724810344
"529","819",277.941630947,"Pacific Maritime","British Columbia",0.067,0.312,0.486,72.094,0.904,146.364,1848.154,11034.677,406.355,557.621,468.588,14461.759,0.167,0.013,0.68,50785.779,-123.289458669269,50.7118675523378,41,52.0316404229407
"530","1365",180.404639674,"Pacific Maritime","British Columbia",0.504,0.157,0.101,94.928,0.894,81.783,1016.585,5482.352,222.672,305.501,256.011,7364.904,0.185,0.015,0.68,25827.551,-122.236298029322,49.3076820411664,41,40.824360245439
"531","816",102.498568274,"Pacific Maritime","British Columbia",0.255,0.256,0.174,68.67,0.899,39.239,493.783,2804.079,108.382,148.714,124.813,3719.01,0.176,0.014,0.68,13044.965,-122.025373995785,49.3607872145108,41,36.2835312007316
"532","869",408.285561965,"Pacific Maritime","British Columbia",0.061,0.177,0.634,123.872,0.902,265.438,3309.118,19374.464,726.702,997.155,837.205,25510.081,0.171,0.014,0.68,89651.659,-122.659359035367,50.4178974308955,41,62.4809774737683
"533","868",740.510893327,"Pacific Maritime","British Columbia",0.26,0.334,0.253,77.107,0.9,369.496,4638.65,26424.213,1018.139,1397.016,1172.474,35019.989,0.176,0.014,0.68,122880.819,-121.985302239381,49.4993287099369,41,47.2916594685875
"534","762",1167.76978586,"Montane Cordillera","British Columbia",0.28,0.476,0.058,115.756,0.896,396.233,4985.904,27384.354,1093.452,1500.29,1258.385,36618.619,0.182,0.014,0.717,128310.796,-123.46276414201,52.0757239167313,42,31.3577380091508
"535","812",1117.63485268,"Montane Cordillera","British Columbia",0.033,0.264,0.686,94.786,0.902,471.944,5986.75,34993.324,1315.885,1805.695,1517.028,46090.627,0.171,0.013,0.717,161673.5,-123.594740437878,52.0537072944744,42,41.2394324402808
"536","905",14840.6829921,"Montane Cordillera","British Columbia",0.031,0.164,0.75,75.213,0.903,5728.326,73023.658,432877.699,16061.335,22040.601,18526.146,568257.766,0.169,0.013,0.717,1993149.212,-124.989044870484,51.6414922504023,42,38.2905400177671
"537","761",1276.63015528,"Montane Cordillera","British Columbia",0.176,0.306,0.433,109.742,0.899,501.307,6330.247,35953.713,1389.88,1907.125,1600.974,47683.246,0.176,0.014,0.717,167191.899,-123.45938583475,52.1941524881542,42,37.3508692417983
"538","855",1961.12971573,"Montane Cordillera","British Columbia",0.264,0.267,0.333,102.827,0.898,700.925,8850.703,49652.571,1942.569,2665.446,2236.967,66049.181,0.178,0.014,0.717,231499.972,-122.920438452765,52.8099562586177,42,33.6791495586584
"539","825",1200.99043935,"Montane Cordillera","British Columbia",0.213,0.157,0.493,104.645,0.899,438.133,5536.626,31459.458,1215.696,1668.123,1400.395,41718.432,0.176,0.014,0.717,146267.65,-125.730518403935,52.0794781041009,42,34.7366895131812
"540","818",5894.0043845,"Montane Cordillera","British Columbia",0.145,0.372,0.419,100.3,0.9,2332.275,29504.473,168555.208,6479.72,8891.271,7465.363,223228.311,0.175,0.014,0.717,782695.839,-124.702957616498,52.5364669539147,42,37.8737945270356
"541","822",3882.13486122,"Montane Cordillera","British Columbia",0.236,0.218,0.474,113.687,0.899,1544.312,19481.743,110022.124,4276.545,5867.997,4925.25,146117.971,0.177,0.014,0.717,512296.807,-125.685303435257,52.3001101418352,42,37.6385613131639
"542","755",1158.29642041,"Montane Cordillera","British Columbia",0.264,0.257,0.291,101.276,0.898,386.615,4882.019,27317.55,1071.435,1470.136,1233.74,36361.495,0.179,0.014,0.717,127434.98,-123.394962181523,53.0358428566425,42,31.3922190894186
"543","1188",151.467047791,"Montane Cordillera","British Columbia",0.05,0.392,0.22,80.18,0.901,40.684,517.03,2988.965,113.613,155.901,130.953,3947.145,0.173,0.014,0.717,13838.15,-125.428714473451,52.4471498406021,42,26.0594304673213
"544","1177",211.035762442,"Montane Cordillera","British Columbia",0.156,0.221,0.333,73.888,0.9,58.498,744.227,4280.521,163.523,224.387,188.467,5659.624,0.174,0.014,0.717,19836.412,-123.165921588064,52.0391980703577,42,26.8183171160645
"545","1228",110.541941351,"Montane Cordillera","British Columbia",0.117,0.214,0.302,,0.931,6.579,101.263,864.683,22.824,31.361,26.825,1053.535,0.117,0.008,0.681,3683.354,-122.620125905874,51.9826446941377,42,9.53063594798599
"546","835",2498.37959666,"Montane Cordillera","British Columbia",0.211,0.226,0.47,96.067,0.9,938.904,11882.959,67687.88,2609.558,3580.744,3006.362,89706.407,0.176,0.014,0.717,314489.802,-126.657859240202,53.8166572148784,42,35.9058355743561
"547","763",6991.86138518,"Montane Cordillera","British Columbia",0.179,0.233,0.552,115.006,0.9,2937.431,37076.439,211175.639,8141.107,11170.863,9378.062,279879.542,0.176,0.014,0.717,981472.911,-125.533583990163,54.225428044381,42,40.0293321880257
"548","884",9144.05611231,"Montane Cordillera","British Columbia",0.047,0.273,0.614,106.841,0.901,3749.905,47452.488,275192.37,10426.317,14307.022,12016.698,363144.801,0.172,0.014,0.717,1273830.913,-126.379306966825,54.0392737067725,42,39.7137546554558
"549","768",141.058838821,"Montane Cordillera","British Columbia",0.57,0.242,0.068,97.678,0.893,47.247,594.738,3169.431,130.323,178.805,149.883,4270.428,0.188,0.015,0.717,14948.613,-126.102809616092,54.1645329771472,42,30.2740901292904
"550","882",6200.62671864,"Montane Cordillera","British Columbia",0.308,0.249,0.35,118.942,0.897,2389.292,30085.289,167403.056,6600.734,9056.849,7598.871,223134.091,0.18,0.014,0.717,782115.765,-125.388215786975,54.3967731568761,42,35.9857319469379
"551","860",155.08599651,"Montane Cordillera","British Columbia",0.053,0.414,0.499,137.417,0.9,68.86,867.488,4958.762,190.481,261.37,219.424,6566.386,0.175,0.014,0.717,23034.123,-125.162224612897,54.4728054074724,42,42.3402895668701
"552","857",5361.64386866,"Montane Cordillera","British Columbia",0.388,0.353,0.171,84.326,0.897,1878.228,23768.244,131375.038,5214.95,7155.431,6003.697,175395.588,0.181,0.014,0.717,614323.379,-124.962808479533,54.5324125216758,42,32.7130246425404
"553","1183",121.900989606,"Montane Cordillera","British Columbia",0.655,0.214,0.045,101.825,0.892,42.225,530.688,2796.136,116.243,159.483,133.649,3778.425,0.19,0.015,0.717,13223.902,-125.128478700097,54.6274496642207,42,30.9958517335451
"554","773",194.472753525,"Montane Cordillera","British Columbia",0.169,0.202,0.502,87.161,0.9,69.405,880.494,5065.522,193.44,265.438,222.926,6697.225,0.174,0.014,0.717,23480.255,-126.917252363638,54.1096277533802,42,34.4378576361292
"555","859",1327.550918,"Montane Cordillera","British Columbia",0.241,0.349,0.32,104.231,0.898,504.553,6370.875,35820.272,1398.377,1918.753,1610.379,47623.208,0.178,0.014,0.717,166929.863,-125.189100753735,54.7406050952719,42,35.8729803537374
"556","872",947.980156443,"Montane Cordillera","British Columbia",0.201,0.266,0.469,88.532,0.9,361.91,4588.039,26244.461,1007.761,1382.829,1161.183,34746.182,0.175,0.014,0.717,121806.452,-126.724591465524,54.3165483889558,42,36.6528579357338
"557","769",1639.56835565,"Montane Cordillera","British Columbia",0.308,0.279,0.227,93.938,0.897,532.379,6727.475,37401.511,1476.219,2025.531,1699.633,49862.747,0.18,0.014,0.717,174703.401,-126.404688123443,54.4241620853336,42,30.4121184262745
"558","832",699.101458542,"Montane Cordillera","British Columbia",0.088,0.135,0.723,69.514,0.903,262.155,3345.669,19772.436,735.841,1009.775,848.738,25974.614,0.169,0.013,0.717,91086.044,-127.036963888866,53.5177913458549,42,37.1542838062031
"559","886",576.247502095,"Montane Cordillera","British Columbia",0.006,0.094,0.898,70.242,0.904,233.082,2976.992,17817.661,655.038,898.912,755.794,23337.479,0.167,0.013,0.717,81863.943,-126.719000448902,53.299186750979,42,40.4990545124352
"560","823",254.217222668,"Montane Cordillera","British Columbia",0.29,0.477,0.159,86.388,0.898,92.724,1173.821,6558.834,257.631,353.501,296.673,8733.184,0.179,0.014,0.717,30597.252,-126.191000543101,52.8221534466395,42,34.3532350339822
"561","774",3032.15380371,"Montane Cordillera","British Columbia",0.151,0.217,0.525,109.106,0.9,1170.547,14790.638,84578.069,3248.224,4457.107,3742.255,111986.839,0.175,0.014,0.717,392715.182,-125.860795092818,52.5099873516112,42,36.9330997863559
"562","1582",234.834791858,"Montane Cordillera","British Columbia",0.193,0.061,0.256,100.025,0.898,48.829,616.765,3454.575,135.365,185.738,155.877,4597.149,0.179,0.014,0.717,16111.471,-126.624635367646,53.5363349794595,42,19.5760984291451
"563","907",33253.5670379,"Montane Cordillera","British Columbia",0.229,0.331,0.309,67.497,0.9,10911.813,138984.482,794648.84,30534.032,41898.611,35188.114,1052165.892,0.175,0.014,0.717,3686591.269,-125.958291855178,53.074684303221,42,31.6406925849734
"564","772",3160.98785493,"Montane Cordillera","British Columbia",0.226,0.293,0.419,105.01,0.899,1248.565,15771.162,89202.871,3462.372,4750.868,3987.9,118423.737,0.177,0.014,0.717,415161.749,-125.558656241967,52.7796275712251,42,37.4641543830362
"565","820",4792.03549803,"Montane Cordillera","British Columbia",0.134,0.114,0.7,106.587,0.901,1972.724,24954.236,144013.301,5482.107,7522.5,6317.539,190262.408,0.173,0.014,0.717,667322.943,-126.107995222576,53.4342909450332,42,39.7038811749656
"566","904",12402.7367472,"Montane Cordillera","British Columbia",0.416,0.209,0.252,103.97,0.896,4365.714,55018.844,301777.776,12066.674,16556.325,13887.281,403672.614,0.182,0.014,0.717,1414159.46,-125.58545410268,52.9707639978946,42,32.5470597520448
"567","771",256.049136324,"Montane Cordillera","British Columbia",0.192,0.218,0.42,67.571,0.901,81.099,1033.721,5969.664,227.179,311.74,261.877,7885.28,0.173,0.014,0.717,27635.105,-125.442900686277,52.9062825784629,42,30.795964060672
"568","885",10089.1558559,"Montane Cordillera","British Columbia",0.279,0.259,0.387,105.573,0.898,3894.342,49157.9,276004.59,10789.372,14804.364,12424.601,367075.169,0.178,0.014,0.717,1286665.238,-126.043105856147,53.7068530556642,42,36.3831399021693
"569","770",937.511911837,"Montane Cordillera","British Columbia",0.217,0.474,0.228,97.299,0.898,354.34,4479.312,25209.14,983.264,1349.169,1132.4,33507.625,0.178,0.014,0.717,117440.654,-125.033019791212,52.7193478857384,42,35.74101254281
"570","883",19815.5407031,"Montane Cordillera","British Columbia",0.2,0.221,0.373,102.64,0.899,6597.998,83375.961,471905.632,18304.954,25117.061,21084.001,626385.606,0.177,0.014,0.717,2195890.56,-125.555753923155,53.4902143993704,42,31.6108258354013
"571","1362",105.166817087,"Montane Cordillera","British Columbia",0.22,0.119,0.425,105.853,0.899,33.77,426.495,2411.237,93.631,128.474,107.841,3201.447,0.177,0.014,0.717,11223.435,-125.754313426535,52.8214977382572,42,30.4416078063062
"572","861",6384.00604888,"Montane Cordillera","British Columbia",0.274,0.235,0.366,104.705,0.898,2320.234,29289.955,164324.308,6428.551,8820.764,7402.744,218586.556,0.178,0.014,0.717,766161.606,-125.76843572858,54.8738636451375,42,34.2397163045214
"573","880",1303.19656728,"Montane Cordillera","British Columbia",0.072,0.082,0.809,115.473,0.901,562.337,7109.197,41289.56,1562.05,2143.451,1800.327,54466.921,0.172,0.014,0.717,191085.556,-125.590535961132,55.0570197568408,42,41.7948622391494
