NFIREID,Unchanged to very low,Low,Moderate,High,Post-fire havest,NoData
567,7201.8,22016.25,7506.18,15570.99,2453.31,0.27
568,323.64,383.85,1278.27,851.67,0,0.18
569,125.01,132.12,246.33,909.36,0,0
570,262.62,137.34,278.19,590.58,0,0
571,7060.68,7675.29,17289.09,25445.34,0,0.18
572,653.31,1290.69,1315.08,5425.38,0,0.09
573,1782.99,6434.73,3402.36,7511.49,0,0.18
574,191.34,190.8,334.89,523.08,0,0
575,188.82,130.05,130.95,138.06,0,0.09
576,680.94,806.04,851.67,2805.39,0,0.09
577,184.23,256.41,113.4,1017.54,148.86,0.18
578,876.42,1829.7,3262.41,224.64,0,0.09
579,3302.82,12027.78,5005.08,6398.46,0,0
580,234.27,144.09,207.99,531.36,0,0
581,81.45,9.18,498.69,172.8,61.56,0
582,7539.03,1949.49,11906.55,474.3,3.06,1.8
583,96.84,15.48,39.24,1.89,0,0.18
584,56.61,70.29,5.85,2.16,0,0.27
585,15.84,8.19,8.19,17.73,0,0.09
586,240.93,431.73,293.22,3107.79,0,0.18
587,1246.23,1.98,0.54,4.95,0,0.27
588,1189.71,0.09,0.27,16.02,0,0.27
589,61.38,31.95,500.04,16.2,0,943.83
590,1460.88,2493.09,1160.73,1650.15,0,0
591,76.14,113.4,278.28,224.91,0,0.09
592,66.24,130.32,12.15,705.6,0,0
593,234,329.49,238.41,960.57,0,0.09
594,528.57,437.22,1891.62,1352.43,0,0.09
595,321.93,9.27,9.54,2.43,0,0.09
596,187.11,101.88,92.34,370.08,0,0.18
597,120.51,57.6,448.11,203.49,100.17,0.18
598,79.47,76.68,107.55,327.33,0,0
599,129.33,23.22,269.91,2.88,0,0.09
600,162.81,57.42,105.3,54.27,0,0
601,50.22,240.21,26.01,16.74,0,0.09
602,31.23,17.64,75.96,158.76,0.81,0.09
603,37.89,64.62,41.04,69.39,47.79,0.45
604,33.3,40.05,79.2,10.8,0,0.09
605,14190.3,23359.23,37980.63,49097.7,4503.33,0.18
606,820.53,57.42,1108.53,15578.01,0,0.09
607,845.82,66.51,1324.08,3927.96,0,0.18
608,639.81,242.46,9963.81,4680.45,0,0.72
609,27.54,44.01,100.62,370.71,0,0
610,111.42,17.46,85.23,1262.88,0,0.18
611,64.35,53.82,563.49,377.28,0,0
612,27.27,5.94,26.1,457.56,0,0.09
613,20.61,13.59,21.51,469.8,0,0.18
614,144.63,131.67,729.9,1282.5,0,0
615,295.47,5.04,549.09,3769.38,0,0.09
616,469.17,271.98,889.29,3958.65,0,0
617,92.61,49.32,160.56,500.58,0,0
618,212.4,187.92,875.07,2044.17,0,0
619,77.85,39.87,49.05,1223.73,0,0.27
620,96.75,137.88,296.19,773.82,0,0.36
621,6.84,4.05,0.81,361.8,0,0.09
622,580.5,282.51,670.41,3024.63,0,301.95
623,8.37,4.77,3.96,300.6,0,0
624,327.78,511.92,1965.69,7544.25,0,0.09
625,929.79,102.42,1560.69,5434.11,50.22,0
626,711.54,537.93,1399.23,3492.45,0,0.18
627,8.19,7.11,9.63,137.52,0,0.18
628,4827.78,7765.83,9150.75,27594.81,0,0.18
629,246.06,311.49,541.08,1790.55,0,0
630,368.46,286.56,978.3,6710.67,0,0.09
631,81.36,74.25,220.05,889.47,0,0.09
632,50.4,2.79,80.73,1001.07,0,0
633,707.31,646.92,2180.88,11781.9,0,0.09
634,125.37,230.94,73.35,275.13,0,0.09
635,560.16,411.12,1034.64,5373.63,0,0.27
636,343.35,143.28,445.14,2369.88,0,0.09
637,2245.14,2668.23,2603.79,7825.05,577.89,0.18
638,189.9,139.14,438.12,2039.13,0,0.27
639,19.62,17.28,38.88,351.99,0,0.18
640,137.88,306.09,277.11,656.19,0,0.09
641,2863.71,194.67,4890.78,7870.23,0,0.09
642,396,355.41,985.5,3812.94,0,0.36
643,194.13,31.77,156.87,245.16,3.78,0.09
644,74.07,45.18,104.76,438.39,0,0.27
645,147.69,69.93,88.56,5001.75,0,0.09
646,387.18,589.32,1626.39,3081.69,0,0.09
647,681.39,145.08,294.93,3690.45,0,0
648,41.85,0.09,5.31,0.27,0,0
649,120.42,69.57,489.15,2936.97,0,0.09
650,627.21,1058.85,796.14,3173.94,0,0
651,58.95,5.49,399.6,788.67,29.61,0.18
652,4591.62,381.33,8727.21,31749.39,490.68,0.09
653,102.78,142.2,333.09,823.59,0,0
654,312.21,256.5,598.5,2748.33,0,0.09
655,1981.53,113.85,6470.37,28849.41,0,0
656,5.49,1.8,8.46,259.02,0,0
657,69.66,0.18,72.54,44.19,0,0.09
658,100.89,0.09,9.63,0.36,0,0
659,261,0.27,294.21,102.96,0.72,0.18
660,104.76,13.59,350.73,490.68,0,0
661,2336.4,624.96,15808.59,15950.43,0,45.54
663,62.19,10.98,129.42,323.73,0,0
664,82.8,12.42,755.91,221.94,0,0.18
665,1188.36,658.53,1004.85,3703.23,0,0.18
666,32.22,16.02,88.47,249.3,0,0
667,297.27,0,0,0,0,0.18
668,2122.74,0.18,594.81,396.81,0,0
669,32.49,19.53,59.76,485.19,0,0.09
670,90.54,26.82,1345.86,506.34,0,0.18
671,209.97,81.09,1655.28,925.29,50.58,0.27
672,89.73,30.06,21.96,532.17,0.54,0.27
673,1270.53,155.16,1460.34,2838.51,5.85,0.18
674,43.92,0,75.78,24.57,0,0.09
675,2516.49,387.63,15543.9,4258.98,0,0.18
676,375.12,46.8,855.18,189,0,0.09
677,1207.44,370.71,13032.45,4239.54,38.34,0.27
678,9150.84,1607.04,47485.62,12064.77,74.52,0.09
679,1696.86,627.48,9010.08,986.85,10.8,0.18
680,416.79,337.5,254.34,2952.63,15.12,0.27
681,15421.05,2531.88,28619.19,30515.04,384.84,0.54
682,892.35,1126.53,699.57,12330.54,50.13,0
683,2530.53,625.59,5907.33,15966.99,16.56,0.27
684,2996.1,1725.21,493.65,6083.28,7.92,0.09
685,759.33,1063.08,910.08,5300.1,5.04,0.09
686,3533.67,3276.45,9929.52,35891.01,0,0.27
687,105.57,71.28,91.08,167.58,1.08,0.09
688,5924.7,2978.82,2935.71,34069.23,0,0
689,2095.83,1706.31,784.44,8467.2,58.14,0.18
690,698.13,766.89,562.59,1587.69,46.44,0.09
691,210.69,342.99,215.91,314.73,22.59,0.18
692,109.26,154.53,879.66,3817.26,0,0.09
693,2055.69,4181.04,2892.15,19884.69,170.37,0.27
694,20.79,23.22,45.27,201.06,1.62,0.36
695,390.51,1111.86,1103.4,2606.31,0.45,0
696,166.95,130.14,237.42,3967.47,94.95,0.18
697,306.9,444.42,911.7,3399.21,0,0.09
698,581.22,444.51,100.89,5900.67,381.69,0
699,1543.68,1345.41,1912.86,7361.28,277.65,0.18
700,231.66,61.56,2553.93,1017.81,8.1,0
701,226.26,377.46,291.69,942.66,21.78,0
702,63.45,0,658.53,3.33,0,0.09
703,182.7,27.63,916.92,772.2,0,0
704,616.68,155.25,1892.88,2432.7,43.83,0.27
705,8915.31,556.02,8454.51,13823.37,131.49,0
706,1730.97,321.75,4137.48,7268.4,203.13,0
707,196.92,4.95,211.05,78.75,0,0
708,830.7,46.17,1179.27,2138.13,24.39,0.09
709,370.89,18.45,938.97,726.12,3.69,0.09
710,886.59,48.42,1264.77,1539.99,0.45,0.09
711,1829.34,445.23,1639.71,10369.8,188.46,0.18
712,7862.4,2279.25,7489.26,38038.77,764.19,0.09
713,834.21,245.52,571.32,5372.73,39.33,0.09
714,1039.14,131.76,1712.7,4055.49,1.53,0.18
715,20.52,33.21,25.56,100.89,1.44,0
716,8253.81,1016.1,10361.25,21997.71,632.52,0
717,0.99,0,1.89,0,0,0
718,10270.89,368.64,14953.5,9819.54,86.76,0.09
719,247.32,52.29,36.63,127.89,0.9,0.09
720,1433.61,494.28,1060.92,5562.27,669.51,0.09
721,247.68,25.65,400.5,271.98,0.27,0.09
722,1940.85,500.85,1791.63,2307.33,48.6,0.27
723,574.2,116.55,1165.68,2600.55,5.31,0
724,6430.5,790.65,3001.14,5763.24,29.7,0.09
725,56.88,52.65,98.37,86.04,0,0.09
726,951.3,203.04,2649.24,12149.64,0,0.18
727,305.91,323.37,58.59,22.05,0,4.86
728,137.43,60.39,51.48,89.55,0,0.18
729,1312.47,527.67,3213.9,16598.25,0,1.8
730,1816.83,2335.5,1490.58,7779.78,0,0.18
731,37.35,26.64,63.27,525.6,0,0.18
732,42.66,62.73,50.04,227.79,11.43,0.18
733,1193.4,112.95,1124.19,1360.8,610.65,0.18
734,231.21,19.17,63.36,52.92,0,0.09
735,52.56,42.3,63.09,85.32,24.75,0.18
736,125.73,0.63,26.28,5.67,0,0.09
737,605.52,788.4,471.78,1574.73,27.99,0.09
738,56.88,96.21,154.98,328.23,4.05,0.18
739,70.29,80.1,88.83,139.5,18.9,0.45
740,130.59,132.03,322.29,390.06,58.32,0.09
741,104.58,41.49,36.18,143.82,0,0.18
742,27.81,65.16,56.25,81.45,2.25,0.27
743,60.3,59.4,69.12,94.41,5.49,0.18
744,37.62,38.97,36.09,51.66,11.34,0.27
745,88.83,127.89,209.88,527.49,125.01,0.27
746,135.09,188.64,173.16,840.24,205.2,0
747,43.11,37.62,74.7,62.73,11.79,0.27
748,35.37,56.88,33.66,113.13,53.46,0
749,8.19,32.67,64.08,27.81,1.89,0.18
750,3753.63,1827,1221.75,155.16,40.14,6.39
751,84.06,36.54,43.02,76.77,37.35,0.09
752,81,57.96,132.57,199.71,12.78,0.27
753,26.19,56.88,41.04,47.79,19.08,0.18
754,87.12,125.46,115.74,213.84,7.29,0.09
755,225.27,317.79,275.49,350.91,34.2,0.27
756,541.17,791.64,1128.33,1278.72,132.93,0.18
757,1390.14,1757.97,1359.27,2358.09,273.6,0
758,32.94,150.93,154.44,96.75,7.65,0.18
759,234.27,235.08,139.32,133.11,0.63,0.09
760,94.41,169.2,96.03,209.34,66.6,0.18
761,112.23,232.02,310.14,571.77,93.06,0.18
762,232.29,348.39,579.33,71.82,13.59,0.18
763,251.1,1271.34,1230.48,3922.47,427.77,0.18
764,13.32,1.08,2.79,1.8,0,0
765,62.28,106.56,73.26,21.06,0.54,0.36
766,174.96,375.12,667.62,2405.52,533.07,0.09
767,36.63,19.26,24.03,84.33,17.55,0
768,17.91,86.22,35.01,10.35,1.53,0.27
769,321.21,531.72,437.49,393.21,44.64,0.18
770,82.44,218.79,471.6,230.13,6.39,0.09
771,46.44,52.65,59.76,115.02,0.09,0.09
772,197.91,716.85,915.57,1328.76,12.51,0.09
773,26.64,35.55,40.68,105.75,1.98,0.09
774,332.19,472.68,650.16,1640.25,27.36,0.27
775,15.75,33.3,28.71,129.6,0.63,0.18
776,22.14,72.72,48.51,78.39,0.18,0.18
777,19.08,69.66,47.97,85.77,0.45,0.09
778,219.51,427.59,454.41,3553.83,0,0.27
779,189.45,706.41,278.46,9992.25,0,0.27
780,2.43,3.06,0.27,140.76,0,0.18
781,260.28,1509.75,594.09,1882.53,0,25.47
782,157.5,49.05,129.78,945,0,0.09
783,94.59,97.92,263.97,699.93,0,0.09
784,92.88,52.92,120.87,1800.45,0,0
785,201.42,315.81,579.33,676.71,186.84,0
786,44.46,238.41,305.55,433.26,122.04,0.18
787,217.08,199.17,233.55,391.5,172.98,0
788,64.53,201.24,149.13,266.76,61.92,0
789,71.73,212.58,254.61,537.12,35.01,0
790,29.61,27,54,235.71,0,0.09
791,25.65,80.46,44.55,25.38,0,0.18
792,26.55,112.23,156.51,208.98,24.39,0.45
793,35.01,66.24,76.23,254.97,16.02,0.36
794,41.13,130.41,104.76,132.21,0.27,0.09
795,144.27,167.76,197.91,281.7,21.42,0
796,49.68,137.34,253.08,425.79,41.22,0.09
797,694.44,1946.97,858.96,17593.29,165.87,0.27
798,81.18,159.66,233.37,300.42,22.95,38.34
799,82.71,140.67,165.33,389.97,34.65,9.09
800,118.26,246.69,324.09,371.43,60.3,0.18
801,41.85,108.63,119.16,135.18,23.04,0.18
802,85.59,57.33,237.87,305.28,108.81,0.18
803,1139.13,3554.64,2013.57,4642.38,1079.55,0.09
804,84.6,122.22,76.59,97.92,3.96,0.09
805,250.11,462.87,519.39,735.12,96.57,0.18
806,1.35,8.55,11.61,54.72,7.92,0.27
807,507.6,874.53,1111.41,1555.65,67.86,0.18
808,429.03,1609.38,810.63,1558.26,59.85,0.27
809,51.57,171.36,44.37,296.64,9.81,0.09
810,20.25,9.45,18.99,76.59,6.3,1.35
811,48.33,91.44,306.9,436.05,86.67,0.18
812,20.07,37.98,116.1,795.15,189.72,0
813,35.01,55.98,71.28,121.05,0.09,0
814,368.82,502.38,372.15,836.64,109.35,0
815,62.19,193.95,133.92,115.38,4.5,0.09
816,36.81,29.79,29.79,20.34,0.18,0
817,87.3,93.87,32.4,40.23,5.76,0.18
818,389.79,871.11,2120.31,2523.78,122.49,0.27
819,41.94,20.97,60.66,151.38,36.36,0.09
820,252.72,656.64,556.74,3431.16,1.26,0.09
821,5.49,12.69,22.05,183.51,15.21,0.09
822,290.88,957.78,827.28,1919.61,54.36,0.09
823,20.79,81.54,133.74,44.55,0.27,0.09
824,0.99,12.78,29.79,98.1,0.63,0.36
825,180.36,282.24,188.91,652.77,18.9,0
826,101.25,541.8,368.64,769.32,36.09,0.18
827,33.66,72.63,86.31,40.68,4.95,0.18
828,69.12,180.99,303.3,431.73,48.06,0.09
829,13.77,87.93,73.98,140.13,1.26,0.09
830,22.95,16.83,150.21,34.56,20.79,0.09
831,16.2,52.02,100.53,168.84,35.91,0
832,41.13,66.96,47.61,547.92,54.45,0.18
833,10.89,25.47,13.86,101.79,3.33,0.09
834,1313.91,2477.97,4797.18,2357.46,2052.18,0
835,260.19,586.35,551.88,1308.69,76.77,0
836,89.19,97.47,254.61,536.22,9.27,0.18
837,4867.74,5103.27,6790.86,31867.74,0,0.18
838,136.71,145.17,154.71,206.01,6.48,0.18
839,382.59,438.21,363.69,1370.97,435.87,0.18
840,207.9,481.32,697.14,2001.33,111.6,0.09
841,49.77,142.11,121.68,127.53,28.8,0.09
842,32.22,41.76,76.86,114.93,18.63,0
843,18.45,63.09,120.51,103.41,3.6,0.18
844,1366.56,4719.87,2825.37,4830.39,2880.72,0.81
845,96.75,274.05,395.19,522.54,116.64,0.09
846,30.24,24.3,20.79,337.23,55.53,0
847,36.72,17.37,21.33,241.74,11.61,0
848,197.37,255.87,1204.29,1215.72,0,0.09
849,1884.42,3837.24,1610.19,11396.16,522.99,0.27
850,1894.59,3935.61,1896.66,3834.99,619.2,0.09
851,33.57,19.89,50.85,475.65,70.92,0.18
852,736.11,2453.76,2925.81,2606.94,944.64,0.54
853,3497.22,7330.23,5879.79,18388.26,1181.07,0.09
854,3233.52,5064.39,7746.66,18025.92,3007.17,4.41
855,283.86,548.82,549.27,692.37,6.84,0.18
856,651.87,1469.34,1294.92,2660.13,190.53,32.4
857,480.6,2105.82,1735.47,928.44,180.54,0.09
858,404.55,2626.38,1917.09,7556.4,303.12,0.09
859,122.22,328.32,444.42,436.68,31.14,0.09
860,5.85,9,70.83,85.41,0.09,0
861,825.3,1800.63,1307.61,2412,237.51,0.09
862,67.86,239.49,238.77,515.88,21.87,0
863,43.2,145.44,394.65,526.5,17.01,2.52
864,3.51,42.66,88.65,185.4,4.86,0.18
865,27.72,16.92,27.81,118.08,5.13,0
866,514.62,767.7,1333.26,5088.87,739.44,0.36
867,13.86,14.22,61.56,629.91,27.54,11.07
868,126,213.75,256.59,207.81,17.91,0.09
869,18,26.64,66.87,278.73,10.8,38.79
870,20.16,53.37,85.23,212.85,8.19,0
871,312.39,271.17,373.77,543.06,24.03,30.78
872,68.49,216.18,277.83,504.81,8.19,0
873,23.04,69.48,138.69,157.23,12.33,0.18
874,1.35,13.95,29.07,168.75,0.36,0.18
875,10.53,15.57,34.47,77.94,1.17,0.09
876,10.26,69.21,98.73,134.01,2.88,0
877,2.16,5.13,20.61,133.38,4.05,0.09
878,115.74,310.23,650.52,256.41,54.09,0.27
879,6.21,7.29,16.11,102.15,23.13,0.09
880,49.41,98.1,103.5,1095.39,6.84,0
881,884.7,1760.94,1908.27,4126.23,495.63,1.8
882,593.55,1973.97,1467.9,2244.15,129.33,0.18
883,3878.46,4049.82,3688.47,7547.13,787.41,260.82
884,644.67,448.29,2334.42,5901.12,286.29,0.09
885,764.91,2869.11,2404.44,3976.74,253.08,0.18
886,0.81,3.87,10.26,550.08,47.07,0.18
887,3.87,11.16,11.43,236.07,5.22,0
888,416.34,875.97,675.27,4796.37,13.86,0.09
889,52.83,72.27,82.71,2684.97,0,0.09
890,492.03,2430,1315.98,9358.83,217.26,0
891,21.51,31.59,60.93,575.1,10.98,0
892,308.16,716.04,1159.47,2726.01,293.31,4.05
893,445.77,1265.76,977.13,1437.48,310.68,0
894,330.21,478.62,587.16,620.82,41.76,0.27
895,7454.97,2395.8,5040.63,11553.39,16.2,0.09
896,60.48,33.12,39.96,1005.39,41.67,0.36
897,2410.38,8720.1,7317.45,14846.31,2335.68,0
898,24.03,93.87,129.42,328.95,9.99,0.09
899,190.53,398.79,132.39,86.94,1.35,0.18
901,342,446.58,406.8,140.58,133.02,0.18
902,693.27,1057.59,525.87,890.1,40.68,0.09
903,3895.56,8628.3,7196.49,12141.27,1955.16,0
904,1637.82,5515.56,2723.76,3339.09,54.09,0.09
905,816.03,462.51,1865.7,11215.98,579.96,7.11
906,307.26,573.93,625.59,1274.67,92.61,0.36
907,4399.02,7718.58,10300.86,10421.91,874.62,0
908,1866.15,5238.99,8023.5,9264.24,1779.75,0.09
909,25.92,12.78,546.75,314.37,0,0
910,245.61,40.95,172.98,3277.26,0,0.45
911,23.13,29.25,87.21,167.58,0,0.09
912,18.72,25.47,110.43,560.7,0,0.09
913,45.18,88.65,260.55,831.42,0,0.18
914,25652.7,13701.06,4291.92,13390.47,0,0.09
915,286.02,193.05,291.96,1098.18,0,0
916,1754.46,1274.94,950.76,3141.54,0,0.27
917,49.5,34.92,51.03,140.49,0,0.18
918,230.31,274.32,163.53,293.13,0,0.18
919,945.9,509.4,1095.3,1624.59,0,0.18
920,1359.36,869.4,1367.1,6528.78,0,0.18
921,938.79,115.56,1295.64,8911.98,0,0.18
922,983.07,658.53,1715.04,5469.39,0,0.72
923,1498.32,623.7,1443.96,4847.04,0,0.36
924,1439.1,686.07,1241.37,3558.78,0,0.09
925,792.99,846.81,896.67,2156.58,0,0
926,76.86,39.87,40.77,358.74,0,8.19
927,414.9,448.47,1260.54,2602.53,0,0.09
928,500.76,373.95,725.22,2554.47,0,0
929,646.29,689.13,491.22,3348.9,0,0.27
930,62.55,62.01,72.18,174.6,0,0
931,86.94,55.26,96.84,277.02,0,0.27
932,45,39.96,92.43,736.65,0,0.09
933,42.03,27.36,42.75,397.89,0,0.18
934,31.59,30.96,78.12,206.19,0,0
935,55.8,26.01,49.05,288.9,0,0.27
936,852.57,568.44,1047.24,4419.9,0,0
937,105.48,59.22,30.33,547.65,0,0.18
938,598.23,603.36,615.96,1742.22,0,0.09
939,38.07,30.78,66.87,309.24,0,0.36
940,37.26,30.33,154.53,304.11,0,0.09
941,74.07,94.77,158.67,207,0,0
942,1711.71,1912.23,3393.36,12279.87,0,0.09
943,82.17,70.65,151.92,1128.78,0,0.27
944,173.79,98.91,290.25,1009.8,0,0.18
945,97.83,64.8,91.71,471.15,0,0.18
946,789.75,403.47,975.06,6361.65,0,0.18
947,146.52,59.94,108.36,1117.26,0,0
948,403.02,274.5,653.04,3253.95,0,8.28
949,61.2,25.29,118.62,707.31,0,0.09
950,1783.71,2621.7,2774.25,7192.71,0,0.18
951,1550.16,1066.77,410.85,218.97,0,0
952,99,94.68,105.21,156.69,0,0
953,803.16,405.72,1563.93,11130.03,0,0.18
954,114.66,69.75,118.62,910.35,0,0.27
955,85.68,182.7,41.76,60.57,0,0
956,59.13,40.77,55.53,291.51,0,42.21
957,574.83,460.08,1302.03,8730.72,0,0.09
958,100.17,90.45,197.64,299.88,0,0.09
959,113.04,63.09,107.73,566.64,0,0
960,23.67,17.01,38.52,147.6,0,0.27
961,167.4,141.57,625.95,3513.78,0,0.18
962,125.64,65.07,154.89,732.51,0,0.09
963,82.8,32.58,88.02,640.17,0,0.09
964,153.72,67.68,175.32,2042.73,0,0.18
965,309.33,95.76,683.1,3068.37,0,14.76
966,86.67,54.18,107.46,460.35,0,0
967,1649.88,509.76,1994.67,19178.19,0,0.54
968,340.65,163.44,647.64,1534.05,0,0.09
969,965.43,547.56,2161.71,6008.94,0,0.09
970,90.63,44.82,113.85,443.97,0,0.18
971,49.05,60.66,130.41,479.25,0,0
972,271.89,196.74,532.62,2903.22,0,0.09
973,44.82,20.52,48.24,133.11,0,0.18
974,106.83,86.4,250.38,603.36,0,0.09
975,33.84,21.51,57.33,302.22,0,0.09
976,228.24,143.55,654.84,398.07,0,0
977,60.66,62.01,172.62,51.75,0,0.27
978,61.2,20.79,50.22,318.33,0,0.27
979,22.77,0.54,8.28,8.01,0,0.09
980,160.11,0,0.63,0.72,0,0.36
981,82.35,3.33,106.47,120.96,0.45,0.09
982,402.93,0.09,18.09,18,0,0.18
983,52.2,0,0.09,0.27,0,0
984,198.81,0,42.66,61.02,0,0
985,3.69,0,4.41,1.98,0,0
986,270.18,0,25.65,4.59,0,0.18
987,79.38,0.27,9.09,1.89,0,0
988,140.58,11.61,104.04,28.71,0,0
989,27,7.74,42.75,3.15,12.24,0.27
990,24.48,15.3,4.05,6.93,0,0
991,23.85,4.41,2.07,18.36,0,0.18
992,0.36,0.09,0,0,0,0
993,1.26,2.88,1.62,1.71,0,0.09
994,32.22,5.85,11.43,104.04,10.62,0.18
995,2.43,2.16,0.09,0,0,0
996,0.81,0.18,0.54,0.09,0,0.09
997,3.78,0.18,0.18,0.36,0.09,0.09
998,0.36,0.45,0.18,0.99,0,0
999,48.69,1.8,3.69,15.84,0,0
1000,10.08,5.76,20.43,74.7,1.08,0
1001,1.08,1.89,6.12,41.58,0,0.09
1002,0.99,0.27,0.99,0.45,0,0
1003,0.54,1.35,4.23,0.63,0.18,0.09
1004,1.98,4.77,12.15,69.3,43.11,0.45
1005,43.29,9.18,12.96,34.47,0,0.27
1006,1.26,1.8,3.42,3.24,0,0
1007,0.27,0.18,0,0,0,0
1008,0.63,0.63,0.63,0.18,0,0
1009,10.53,0,0.09,0,0,0.09
1010,24.03,5.94,9.99,2.7,0,0.18
1011,19.26,8.1,33.12,2.43,0,0
1012,18,9.54,9.9,171,0,0
1013,1.17,0.81,0,4.77,0,0.09
1014,92.34,10.62,1.35,159.57,0,0.09
1015,4.32,0.63,0.09,2.52,0,0
1016,53.37,4.14,3.87,83.61,4.68,0.09
1017,21.87,2.88,2.25,17.1,0,0.18
1018,0.36,0.09,0.18,4.5,0,0
1019,13.68,4.14,0.27,2.16,0,0.09
1020,6.84,4.77,11.43,35.91,0,0.09
1021,0,0,0,0,0,67.23
1022,19.71,0,0,2.34,0,0.09
1023,0.09,0.18,0,0.18,0,0
1024,2.52,0,0,0.18,0,0
1025,0.9,0.54,0.09,0,0,0
1026,1.08,1.17,0.09,0,0,0
1027,1.53,0.54,0,0,0,0
1028,0.45,0.18,0,0.18,0,0
1029,1.53,2.25,1.08,0.72,0,0
1030,0.72,0.36,0.63,0,0,0.09
1031,1.8,0.45,0.09,0,0,0.09
1032,0.54,0.09,0.27,0.09,0,0
1033,0.36,0.27,0.27,0.09,0,0.27
1034,0.18,0.09,0.09,0,0,0
1035,1.98,2.88,1.62,0,0,0.27
1036,0.27,0.27,0.09,0,0,0.09
1037,28.8,68.85,115.2,154.08,0,7.11
1038,0.99,0.54,0.54,0,0,0.09
1039,0.18,0,0,0,0,0
1040,0.09,0,0,0,0,0
1041,0.81,0,0,0,0,0.09
1042,0.45,0,0,0,0,0.09
1043,0.36,0,0,0,0,0.18
1044,0.36,0,0,0,0,0
1045,0.27,0.09,0,0,0,0
1046,1.62,0,0,0,0,0
1047,0.36,0,0,0,0,0
1048,0.54,0,0,0,0,0.09
1049,0.18,0,0.27,0.18,0,0.09
1050,0.36,0,0,0,0,0
1051,0.36,0,0,0,0,0
1052,0.36,0,0,0,0,0.18
1053,0.36,0,0,0,0,0
1054,0,0,0,0,0,0.54
1055,0.36,0,0,0,0,0
1056,1.62,0,0,0,0,0
1057,0.36,0,0,0,0,0
1058,1.44,0,0,0,0,0
1059,1.08,0.09,0,0,0,0.09
1060,0.36,0,0,0,0,0
1061,0,0,0,0,0,0
1062,1.08,0.72,0,0,0.09,0
1063,0,0,0,0,0,0
1064,0.45,0,0,0,0,0
1065,1.89,0,0,0,0,0
1066,1.35,0.09,0,0.18,0,0
1067,0.54,0,0,0,0,0
1068,0.36,0,0,0,0,0
1069,1.89,0,0,0,0,0
1070,0.36,0,0,0,0,0.09
1071,0.36,0,0,0,0,0
1072,0.36,0,0,0,0,0
1073,1.08,0,0,0,0,0.18
1074,0.36,0,0,0,0,0.09
1075,1.62,0,0,0,0,0
1076,0,0.09,0,0,0,0
1077,0.18,0,0,0.18,0,0
1078,0.18,0,0,0,0,0
1079,1.44,0,0,0,0,0.09
1080,0.36,0,0,0.09,0,0
1081,0.54,0.18,0,0,0,0
1082,0,0.09,0.09,0.18,0,0.18
1083,0.27,0,0,0,0,0.18
1084,2.16,0,0,0,0,0.18
1085,0.18,0,0,0.09,0,0
1086,1.53,0,0.09,0,0,0
1087,0.45,0,0,0,0,0
1088,0.27,0.09,0,0,0,0.09
1089,0.36,0,0,0,0,0
1090,1.08,0,0,0,0,0
1091,0.36,0,0,0,0,0
1092,0.81,0,0,0,0,0
1093,0.45,0,0,0,0,0
1094,0.63,0.09,0,0,0,0
1095,1.08,0.45,0,0,0,0.18
1096,0.36,0,0,0,0,0
1097,0.54,0,0,0,0,0
1098,1.53,0,0,0,0,0
1099,0.63,0,0,0,0,0
1100,0.36,0,0,0,0,0
1101,1.71,0.45,0.18,0.09,0,0.09
1102,0.36,0,0,0,0,0
1103,2.43,0,0,0,0,0.09
1104,6.3,0,0,0,0,0.18
1105,0.36,0.72,0,0,0,0
1106,0.09,0,0,0,0,0
1107,82.8,66.33,101.7,284.04,0,0.27
1108,2.79,0,0,0,0,0.09
1109,0.36,0,0,0,0,0
1110,0.09,0.18,0.09,0,0,0.18
1111,0,0,0,0,0,0
1112,1.35,0.09,0,0,0,0.18
1113,0,0,0,0,0,0
1114,0.36,0,0,0,0,0
1115,2.61,0.09,0.09,0,0,0.27
1116,2.16,0.36,0.45,0.27,0,0
1117,0.9,0,0,0,0,0
1118,0.54,0,0,0,0,0.09
1119,5.04,0.09,0,0,0,0.36
1120,0.45,0.72,0,0,0,0
1121,0.9,0.27,0.18,0.45,0,0
1122,0.36,0,0.09,0.09,0,0
1123,3.06,0.72,0.09,1.62,0,0.18
1124,1.35,0.27,0,0,0,0
1125,0.18,0,0,0,0,0
1126,0.36,0,0,0,0,0
1127,0.81,0,0,0.09,0,0.18
1128,1.17,0,0,0,0,0
1129,1.08,0,0,0,0,0
1130,0,0,0.18,0.18,0,0
1131,0.36,0,0,0,0,0.18
1132,1.17,0,0,0,0,0
1133,0,0.09,0,0,0,0
1134,0.18,0.18,0,0,0,0.18
1135,0,0,0,0,0,0
1136,0.36,0,0,0,0,0
1137,0,0.09,0,0,0,0
1138,0.36,0,0,0,0,0
1139,0.99,0,0,0,0,0.09
1140,0.36,0,0,0,0,0.09
1141,0.27,0,0,0,0,0
1142,0.36,0,0,0,0,0
1143,0.09,0,0,0,0,0
1144,0,0,0.45,0,0,0.09
1145,2.34,0,0,0,0,0.09
1146,0.45,0,0,0,0,0
1147,0,0,0,0,0,0.54
1148,0.36,0,0,0,0,0
1149,0.36,0,0,0,0,0.18
1150,0.54,0,0,0,0,0.09
1152,0.36,0,0,0,0,0
1153,1.71,0,0,0,0,0.18
1154,0.36,0,0,0,0,0
1155,2.07,0,0,0,0,0
