Y,X,fid,YEAR,NFIREID,BASRC,FIREMAPS,FIREMAPM,FIRECAUS,HS_SDATE,HS_EDATE,AG_SDATE,AG_EDATE,CAPDATE,POLY_HA,ADJ_HA,ADJ_FLAG,ADMIN_AREA,NATPARK,PRESCRIBED,VERSION,GID,dc_median,bui_median,unit_id
48.1326878152178,-85.8796899222014,"510",2023,2187,Agency,Undefined,Undefined,Natural,,,2023/08/05,,,3.79913916534,4.53861049058,true,PC,PU,,"20240530",2023_2187,,,"19"
48.1971065945592,-85.8432971385639,"511",2023,2188,Agency,Undefined,Undefined,Natural,,,2023/08/05,,,3.79909812287,4.53856335144,true,PC,PU,,"20240530",2023_2188,,,"19"
48.4161101681486,-85.8815850394545,"512",2023,2178,Agency,Undefined,Undefined,Natural,,,2023/08/05,,,3.79914877137,4.53862152354,true,PC,PU,,"20240530",2023_2178,,,"19"
48.2612934801255,-85.7431090394695,"513",2023,2189,Agency,Undefined,Undefined,Natural,,,2023/08/08,,,3.79897553178,4.53842254991,true,PC,PU,,"20240530",2023_2189,,,"19"
48.3216872714385,-86.1555406439177,"514",2023,2179,Agency,Undefined,Undefined,Natural,,,2023/08/04,,,3.79942227455,4.53893565377,true,PC,PU,,"20240530",2023_2179,,,"19"
45.1495607860477,-77.0707863449394,"515",2023,1639,Agency,Undefined,Undefined,Human,,,2023/06/04,2023/06/23,,48.3807367763,45.1755111775,true,ON,,,"20240530",2023_1639,132.225006,54.355,"19"
48.9013446731459,-81.0935399066723,"516",2023,1629,Agency,Undefined,Undefined,Natural,2023/06/02,2023/06/02,2023/06/01,2023/06/16,,81.7493771334,74.803966017,true,ON,,,"20240530",2023_1629,124.356003,45.452999,"19"
49.1389133924311,-82.1916831401712,"517",2023,1623,Agency,Undefined,Undefined,Natural,,,2023/06/01,2023/06/27,,90.1705375105,82.1981071873,true,ON,,,"20240530",2023_1623,,,"19"
48.8932132195851,-80.303857171861,"518",2023,158,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/06/02,2023/08/31,2023/06/01,2023/07/07,2023/09/13,873.646227703,873.646227703,,ON,,,"20240530",2023_158,125.372502,48.2045,"19"
49.0337461167021,-79.677875366088,"519",2023,198,MAFiMS,Landsat,Processed imagery,Natural,2023/06/02,2023/06/25,2023/06/01,2023/10/17,2023/08/01,25620.588687,25620.588687,,ON,,,"20240530",2023_198,250.800995,89.032997,"19"
49.5908979112115,-79.722752889963,"520",2023,1632,Agency,Undefined,Undefined,Natural,,,2023/06/23,2023/07/10,,570.539119794,484.357941961,true,ON,,,"20240530",2023_1632,277.680008,106.249001,"19"
58.5760950644905,-101.244970449416,"521",2023,136,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/08/12,,2023/08/30,401.459407793,401.459407793,,MB,,,"20240530",2023_136,261.02301,32.723,"21"
59.8350538460529,-100.934962563048,"522",2023,150,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/07/31,2023/07/31,,,2023/08/15,87.8977351881,87.8977351881,,MB,,,"20240530",2023_150,297.425995,77.641998,"21"
58.0231822240506,-99.8347348156422,"523",2023,438,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/25,,2023/08/22,41.4322605251,41.4322605251,,MB,,,"20240530",2023_438,,,"21"
58.1112947450043,-99.0252751566488,"524",2023,131,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023/06/30,2023/07/10,,,2023/08/07,1261.2150642,1261.2150642,,MB,,,"20240530",2023_131,158.315994,51.195999,"21"
57.5179795301884,-98.7162212018624,"525",2023,140,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/06/30,2023/07/01,2023/07/01,,2023/07/31,215.682100783,215.682100783,,MB,,,"20240530",2023_140,180.934006,53.987,"21"
57.4946149511738,-98.4596420938828,"526",2023,423,MAFiMS,Landsat,Processed imagery,Natural,,,2023/07/01,,2023/08/22,8.02151690062,8.02151690062,,MB,,,"20240530",2023_423,,,"21"
57.5000000041715,-98.4544444479695,"527",2023,1099,Agency,Aerial survey,Buffered points,Natural,,,2023/07/01,,2023/07/28,0.29871032417,0.39364435197,true,MB,,,"20240530",2023_1099,,,"21"
57.7706480083986,-97.7747256164871,"528",2023,133,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/07/20,2023/07/20,2023/07/20,,2023/08/15,689.173478715,689.173478715,,MB,,,"20240530",2023_133,133.401001,25.634001,"21"
57.8480148990666,-96.9946716986164,"529",2023,435,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/07/20,2023/07/20,2023/07/20,,2023/08/22,556.430263601,556.430263601,,MB,,,"20240530",2023_435,123.656498,23.3105,"21"
59.4987225700504,-98.7941584180466,"530",2023,440,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/25,,2023/08/22,65.0264052913,65.0264052913,,MB,,,"20240530",2023_440,156.970001,32.882999,"21"
58.2080473754555,-97.2717201928208,"531",2023,132,MAFiMS,Sentinel-2,Processed imagery,Undetermined,,,,,2023/07/31,190.007320616,190.007320616,,MB,,,"20240530",2023_132,150.389999,48.383999,"21"
58.8420779664725,-101.112891934547,"532",2023,1037,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/27,,2023/08/15,363.43995869,363.43995869,,MB,,,"20240530",2023_1037,240.086006,45.051001,"21"
57.481816034579,-95.5385090458489,"533",2023,149,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/07/19,2023/07/20,2023/07/21,,2023/08/15,945.238482528,945.238482528,,MB,,,"20240530",2023_149,152.554993,18.666,"21"
56.63392225551,-101.889488276486,"534",2023,121,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/06/24,2023/08/09,2023/06/23,,2023/08/30,402.993483395,402.993483395,,MB,,,"20240530",2023_121,223.039497,53.435999,"22"
57.3851523748357,-101.634974533291,"535",2023,450,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/08/22,2023/08/26,2023/08/23,,2023/10/20,136.85162667,136.85162667,,MB,,,"20240530",2023_450,364.936493,46.127499,"22"
56.8248817623628,-101.221966963437,"536",2023,443,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/08/02,,2023/09/22,7.0309470388,7.0309470388,,MB,,,"20240530",2023_443,,,"22"
56.8561111131065,-101.037777772749,"537",2023,1111,Agency,Aerial survey,Buffered points,Human,,,2023/08/02,,2023/08/04,0.09953500847,0.13685034951,true,MB,,,"20240530",2023_1111,,,"22"
57.0182729311116,-101.754914333819,"538",2023,1033,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/21,,2023/07/28,0.60696949663,0.77828612438,true,MB,,,"20240530",2023_1033,,,"22"
57.2286560183521,-101.30358253534,"539",2023,148,MAFiMS,Landsat,Processed imagery,Natural,,,2023/08/12,,2023/09/17,403.257275375,403.257275375,,MB,,,"20240530",2023_148,361.440002,44.695,"22"
55.737222221883,-101.329444445971,"540",2023,1120,Agency,Aerial survey,Buffered points,Human,,,2023/09/17,,2023/09/22,0.49760234675,0.64296042262,true,MB,,,"20240530",2023_1120,,,"22"
55.743888891659,-101.240833325197,"541",2023,1119,Agency,Aerial survey,Buffered points,Human,,,2023/09/12,,2023/09/26,3.98097533654,4.74726777869,true,MB,,,"20240530",2023_1119,,,"22"
55.7413888886981,-101.325277783732,"542",2023,1121,Agency,Aerial survey,Buffered points,Human,,,2023/09/12,,2023/09/30,0.99520667136,1.25198586736,true,MB,,,"20240530",2023_1121,,,"22"
55.7428380719476,-101.32778005814,"543",2023,451,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/08/23,,2023/10/08,2.55587257112,2.55587257112,,MB,,,"20240530",2023_451,,,"22"
55.7747222193633,-101.250555559242,"544",2023,1122,Agency,Aerial survey,Buffered points,Human,,,2023/09/24,,2023/09/30,0.49762020251,0.64298260408,true,MB,,,"20240530",2023_1122,,,"22"
55.8043298727127,-100.971999303242,"545",2023,119,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/07/25,2023/07/25,2023/07/20,,2023/08/15,506.652009666,506.652009666,,MB,,,"20240530",2023_119,293.151001,50.881001,"22"
55.7841666661596,-101.661666666165,"546",2023,1105,Agency,Aerial survey,Buffered points,Human,,,2023/07/11,,2023/07/15,1.49257018377,1.84854015207,true,MB,,,"20240530",2023_1105,,,"22"
55.8730029020557,-101.200970201805,"547",2023,416,MAFiMS,Landsat,Processed imagery,Natural,,,2023/06/16,,2023/07/20,51.8633441891,51.8633441891,,MB,,,"20240530",2023_416,174.811005,51.654999,"22"
56.2350535789168,-101.270796705615,"548",2023,427,MAFiMS,Landsat,Processed imagery,Natural,,,2023/07/01,,2023/07/22,48.3733549232,48.3733549232,,MB,,,"20240530",2023_427,221.227997,54.148998,"22"
56.2398504247956,-101.642369660839,"549",2023,428,MAFiMS,Landsat,Processed imagery,Natural,2023/07/01,2023/09/27,2023/07/01,,2023/10/08,8664.44145137,8664.44145137,,MB,,,"20240530",2023_428,511.328003,86.1185,"22"
54.6538888855866,-100.647222218715,"550",2023,1150,Agency,Aerial survey,Buffered points,Natural,,,2023/07/22,,2023/07/25,0.29863536223,0.39354937747,true,MB,,,"20240530",2023_1150,,,"22"
54.6520650830842,-100.831011027166,"551",2023,458,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/02,,2023/07/22,5.864924214,5.864924214,,MB,,,"20240530",2023_458,,,"22"
54.6041666649201,-101.706111112541,"552",2023,1134,Agency,Aerial survey,Buffered points,Human,,,2023/06/16,,2023/06/18,0.49749043085,0.64282139349,true,MB,,,"20240530",2023_1134,,,"22"
