Y,X,fid,YEAR,NFIREID,BASRC,FIREMAPS,FIREMAPM,FIRECAUS,HS_SDATE,HS_EDATE,AG_SDATE,AG_EDATE,CAPDATE,POLY_HA,ADJ_HA,ADJ_FLAG,ADMIN_AREA,NATPARK,PRESCRIBED,VERSION,GID,dc_median,bui_median,unit_id
45.5699514708939,-62.6240085862437,"11",2023,1827,Agency,Ground survey,Direct from GPS,Human,,,2023/04/25,,2023/04/25,0.0573973829,0.08060973744,true,NS,,,"20240530",2023_1827,,,"5"
45.4096938824385,-62.0374964123315,"12",2023,1903,Agency,Ground survey,Direct from GPS,Human,,,2023/04/22,,2023/04/23,0.01419230049,0.02103603617,true,NS,,,"20240530",2023_1903,,,"5"
45.4142061296888,-62.0253826294005,"13",2023,1902,Agency,Ground survey,Direct from GPS,Human,,,2023/04/22,,2023/04/23,0.07136396934,0.09938587216,true,NS,,,"20240530",2023_1902,,,"5"
45.5370689095324,-62.0520230736407,"14",2023,1830,Agency,Ground survey,Direct from GPS,Human,,,2023/04/13,,2023/04/16,6.21570371947,7.28581371871,true,NS,,,"20240530",2023_1830,,,"5"
45.7701408072788,-62.1396837788282,"15",2023,1906,Agency,Ground survey,Direct from GPS,Human,,,2023/05/20,,2023/05/23,0.0176262931,0.02590841291,true,NS,,,"20240530",2023_1906,,,"5"
45.6582492837238,-60.8177648545466,"16",2023,1873,Agency,Ground survey,Direct from GPS,Human,,,2023/05/10,,2023/05/13,0.00987103629,0.01483742505,true,NS,,,"20240530",2023_1873,,,"5"
45.9498094793823,-60.7063145894924,"17",2023,1869,Agency,Ground survey,Direct from GPS,Human,,,2023/04/29,,2023/04/29,0.7876779393,0.99989370479,true,NS,,,"20240530",2023_1869,,,"5"
46.2748881082714,-61.0365203459141,"18",2023,1872,Agency,Ground survey,Direct from GPS,Human,,,2023/05/12,,2023/05/14,0.2077792373,0.27767641817,true,NS,,,"20240530",2023_1872,,,"5"
46.0735606725202,-60.2410131936046,"19",2023,1909,Agency,Ground survey,Direct from GPS,Human,,,2023/05/19,,2023/05/24,0.0336681677,0.04826744286,true,NS,,,"20240530",2023_1909,,,"5"
46.3995190012202,-60.9699512441071,"20",2023,1837,Agency,Ground survey,Direct from GPS,Human,,,2023/04/22,,2023/04/25,0.01373065711,0.02037776687,true,NS,,,"20240530",2023_1837,,,"5"
46.1779564256506,-60.0150825710745,"21",2023,1834,Agency,Ground survey,Direct from GPS,Human,,,2023/04/19,,2023/04/19,0.14384856885,0.19498648058,true,NS,,,"20240530",2023_1834,,,"5"
46.1852597483602,-60.015856387252,"22",2023,1871,Agency,Ground survey,Direct from GPS,Human,,,2023/05/07,,2023/05/17,0.25532764613,0.33851770108,true,NS,,,"20240530",2023_1871,,,"5"
46.1875032236839,-60.0202159791933,"23",2023,1910,Agency,Ground survey,Direct from GPS,Human,,,2023/05/19,,2023/05/20,0.14270648434,0.19349789366,true,NS,,,"20240530",2023_1910,,,"5"
45.5191591966683,-62.7441354316064,"24",2023,1900,Agency,Ground survey,Direct from GPS,Human,,,2023/05/25,,2023/05/26,0.08170282127,0.11319192648,true,NS,,,"20240530",2023_1900,,,"5"
45.4304154060105,-62.0323088820714,"25",2023,1904,Agency,Ground survey,Direct from GPS,Human,,,2023/04/22,,2023/04/23,0.00591011907,0.00906124265,true,NS,,,"20240530",2023_1904,,,"5"
46.279730408988,-60.2690002107516,"26",2023,1866,Agency,Ground survey,Direct from GPS,Human,,,2023/04/26,,2023/04/27,2.03993056388,2.49616963356,true,NS,,,"20240530",2023_1866,,,"5"
45.2609934149871,-62.0901117555062,"27",2023,1865,Agency,Ground survey,Direct from GPS,Human,,,2023/05/07,,2023/05/07,0.41292754608,0.53740474734,true,NS,,,"20240530",2023_1865,,,"5"
45.6106685391937,-61.9131935865483,"28",2023,1863,Agency,Ground survey,Direct from GPS,Human,,,2023/04/22,,2023/04/23,0.09101037265,0.12556291038,true,NS,,,"20240530",2023_1863,,,"5"
45.3945181480194,-62.2586971042302,"29",2023,1861,Agency,Ground survey,Direct from GPS,Human,,,2023/04/29,,2023/04/29,0.00732436006,0.01113694295,true,NS,,,"20240530",2023_1861,,,"5"
46.2500740364316,-60.1244279764531,"30",2023,1836,Agency,Ground survey,Direct from GPS,Human,,,2023/04/23,,2023/04/23,3.59914563593,4.30867126603,true,NS,,,"20240530",2023_1836,,,"5"
45.5689994242404,-62.1709487893238,"31",2023,1831,Agency,Ground survey,Direct from GPS,Human,,,2023/04/15,,2023/04/16,2.90481191634,3.50633677317,true,NS,,,"20240530",2023_1831,,,"5"
45.7262662335917,-63.3369045626483,"32",2023,1804,Agency,Ground survey,Direct from GPS,Human,,,2023/04/13,,2023/04/17,0.34981805385,0.45819389507,true,NS,,,"20240530",2023_1804,,,"5"
45.8557978221466,-63.4619339709624,"33",2023,1824,Agency,Ground survey,Direct from GPS,Human,,,2023/04/30,,2023/05/03,0.48849592128,0.63164386476,true,NS,,,"20240530",2023_1824,,,"5"
45.4637768578001,-62.6463926591781,"34",2023,1901,Agency,Ground survey,Direct from GPS,Human,,,2023/05/28,,2023/05/28,0.32704869583,0.42948437754,true,NS,,,"20240530",2023_1901,,,"5"
45.5464870460276,-62.7883521265318,"35",2023,1899,Agency,Ground survey,Direct from GPS,Human,,,2023/05/24,,2023/05/25,0.66473730653,0.84937400202,true,NS,,,"20240530",2023_1899,,,"5"
45.5188903547091,-62.5382294851258,"36",2023,1926,Agency,Ground survey,Direct from GPS,Human,,,2023/05/24,,2023/05/24,3.78903229521,4.52700169928,true,NS,,,"20240530",2023_1926,,,"5"
45.9487125507296,-60.6831171288951,"37",2023,1870,Agency,Ground survey,Direct from GPS,Human,,,2023/04/29,,2023/04/29,0.05661628036,0.0795547961,true,NS,,,"20240530",2023_1870,,,"5"
46.4180329175934,-61.0870575516042,"38",2023,1839,Agency,Ground survey,Direct from GPS,Human,,,2023/05/01,,2023/05/01,1.9592706609,2.40120486617,true,NS,,,"20240530",2023_1839,,,"5"
45.9607862774316,-60.7054724096518,"39",2023,1867,Agency,Ground survey,Direct from GPS,Human,,,2023/04/30,,2023/04/29,1.20797242208,1.50833000343,true,NS,,,"20240530",2023_1867,,,"5"
46.1896554188886,-59.8817164486265,"40",2023,1833,Agency,Ground survey,Direct from GPS,Human,,,2023/04/16,,2023/04/16,11.0582696444,12.6771245494,true,NS,,,"20240530",2023_1833,,,"5"
45.4328671711748,-62.4214665721421,"41",2023,1898,Agency,Ground survey,Direct from GPS,Human,,,2023/05/24,,2023/05/24,1.15661865031,1.44663025251,true,NS,,,"20240530",2023_1898,,,"5"
45.4310130638326,-62.0314406171866,"42",2023,1905,Agency,Ground survey,Direct from GPS,Human,,,2023/04/22,,2023/04/23,0.00781361082,0.01185125932,true,NS,,,"20240530",2023_1905,,,"5"
45.9591016824973,-60.7008113071165,"43",2023,1868,Agency,Ground survey,Direct from GPS,Human,,,2023/04/29,,2023/04/29,0.73453547534,0.93495019889,true,NS,,,"20240530",2023_1868,,,"5"
46.3940703429077,-61.0759992363826,"44",2023,1918,Agency,Ground survey,Direct from GPS,Human,,,2023/05/12,,2023/05/14,0.12831355857,0.17469748762,true,NS,,,"20240530",2023_1918,,,"5"
46.2176165182794,-60.1097030766993,"45",2023,1908,Agency,Ground survey,Direct from GPS,Human,,,2023/05/12,,2023/05/15,5.66455188292,6.66360584782,true,NS,,,"20240530",2023_1908,,,"5"
45.5840196503975,-62.8430158043209,"46",2023,1862,Agency,Ground survey,Direct from GPS,Human,,,2023/05/12,,2023/05/12,0.05103037293,0.07199370178,true,NS,,,"20240530",2023_1862,,,"5"
45.2041959190012,-61.6395172909667,"47",2023,1917,Agency,Ground survey,Direct from GPS,Human,,,2023/05/29,,2023/05/30,1.094002143,1.37125503106,true,NS,,,"20240530",2023_1917,,,"5"
45.6492936809227,-60.8426482400125,"48",2023,1840,Agency,Ground survey,Direct from GPS,Human,,,2023/04/10,,,0.56135818267,0.72197405322,true,NS,,,"20240530",2023_1840,,,"5"
44.9942677248422,-64.8120397430115,"49",2023,1815,Agency,Ground survey,Direct from GPS,Human,,,2023/05/07,,2023/05/15,0.13157391438,0.17896306968,true,NS,,,"20240530",2023_1815,,,"5"
44.7287712745691,-63.8339296634811,"50",2023,581,MAFiMS,Sentinel-2,Processed imagery,Human,2023/05/28,2023/05/29,2023/05/28,,2023/06/22,817.768388244,817.768388244,,NS,,,"20240530",2023_581,92.492996,29.063999,"5"
45.0191710383293,-64.5867126455376,"51",2023,1802,Agency,Ground survey,Direct from GPS,Human,,,2023/04/22,,2023/05/05,0.01020434782,0.01531879243,true,NS,,,"20240530",2023_1802,,,"5"
45.0663449283224,-64.5831230004204,"52",2023,1814,Agency,Ground survey,Direct from GPS,Human,,,2023/05/07,,2023/05/09,0.01876327297,0.02751318654,true,NS,,,"20240530",2023_1814,,,"5"
45.066470772634,-64.4192840397844,"53",2023,1813,Agency,Ground survey,Direct from GPS,Human,,,2023/05/06,,2023/05/09,0.00513584831,0.00791693114,true,NS,,,"20240530",2023_1813,,,"5"
45.0953327098405,-64.4774753816549,"54",2023,1886,Agency,Ground survey,Direct from GPS,Human,,,2023/04/10,,2023/05/05,0.01190104179,0.01776015301,true,NS,,,"20240530",2023_1886,,,"5"
44.8157223749548,-63.6956183486264,"55",2023,1892,Agency,Ground survey,Direct from GPS,Human,,,2023/05/11,,2023/05/11,0.11311925946,0.15476142635,true,NS,,,"20240530",2023_1892,,,"5"
44.7120047596329,-63.4132836760758,"56",2023,1823,Agency,Ground survey,Direct from GPS,Human,,,2023/05/06,,2023/05/06,0.27181858675,0.35951239218,true,NS,,,"20240530",2023_1823,,,"5"
45.0600400565035,-64.2757900144055,"57",2023,1812,Agency,Ground survey,Direct from GPS,Human,,,2023/04/28,,2023/05/09,0.01957218474,0.02865261655,true,NS,,,"20240530",2023_1812,,,"5"
44.8068344254282,-63.5913080625458,"58",2023,1895,Agency,Ground survey,Direct from GPS,Human,,,2023/06/01,,2023/06/01,0.06113554752,0.08565089207,true,NS,,,"20240530",2023_1895,,,"5"
45.0510409179416,-64.2060897502662,"59",2023,1819,Agency,Ground survey,Direct from GPS,Human,,,2023/04/13,,2023/04/13,0.21439296498,0.28616880101,true,NS,,,"20240530",2023_1819,,,"5"
45.0461802735268,-64.187295537671,"60",2023,1921,Agency,Ground survey,Direct from GPS,Human,,,2023/05/28,,2023/05/29,0.44488346376,0.57733086292,true,NS,,,"20240530",2023_1921,,,"5"
45.0616920818913,-63.9833245015379,"61",2023,1822,Agency,Ground survey,Direct from GPS,Human,,,2023/04/16,,2023/04/16,0.43552160531,0.56564586977,true,NS,,,"20240530",2023_1822,,,"5"
