"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"3329","BC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.009","FALSE","Surface"
"3330","BSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0036","FALSE","Surface"
"3331","TSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0084","FALSE","Surface"
"3332","MC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0138","FALSE","Surface"
"3333","HP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0076","FALSE","Surface"
"3334","TC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.009","FALSE","Surface"
"3335","PM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0072","FALSE","Surface"
"3336","AM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","Mod","0.0084","FALSE","Surface"
"3337","BSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0084","FALSE","Surface"
"3338","TP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0094","FALSE","Surface"
"3339","TSW","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0156","FALSE","Surface"
"3340","BP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.008","FALSE","Surface"
"3341","BC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.009","FALSE","Surface"
"3342","BSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0036","FALSE","Surface"
"3343","TSE","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0084","FALSE","Surface"
"3344","MC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0138","FALSE","Surface"
"3345","HP","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0076","FALSE","Surface"
"3346","TC","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.009","FALSE","Surface"
"3347","PM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0072","FALSE","Surface"
"3348","AM","104","Softwood Fine Roots","PM25","Fine roots combusted alongside duff","Smouldering","27","","","High","0.0084","FALSE","Surface"
"3349","BSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3350","TP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3351","TSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0.00475","FALSE","Canopy"
"3352","BP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3353","BC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3354","BSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3355","TSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0.00475","FALSE","Canopy"
"3356","MC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3357","HP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3358","TC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3359","PM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3360","AM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Low","0","FALSE","Canopy"
"3361","BSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3362","TP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3363","TSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3364","BP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3365","BC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3366","BSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3367","TSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3368","MC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01406","FALSE","Canopy"
"3369","HP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3370","TC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3371","PM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.00722","FALSE","Canopy"
"3372","AM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.00646","FALSE","Canopy"
"3373","BSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3374","TP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3375","TSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3376","BP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3377","BC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3378","BSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3379","TSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3380","MC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3381","HP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3382","TC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3383","PM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3384","AM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3385","BSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0028861","FALSE","Canopy"
"3386","TP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0028766","FALSE","Canopy"
"3387","TSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0042332","FALSE","Canopy"
"3388","BP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0025707","FALSE","Canopy"
"3389","BC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00265354","FALSE","Canopy"
"3390","BSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0018373","FALSE","Canopy"
"3391","TSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00266","FALSE","Canopy"
"3392","MC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00372818","FALSE","Canopy"
"3393","HP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0027113","FALSE","Canopy"
"3394","TC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00265354","FALSE","Canopy"
"3395","PM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00218918","FALSE","Canopy"
"3396","AM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00254828","FALSE","Canopy"
"3397","BSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00266266","FALSE","Canopy"
"3398","TP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00318516","FALSE","Canopy"
"3399","TSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00423586","FALSE","Canopy"
"3400","BP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00249926","FALSE","Canopy"
"3401","BC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.0026144","FALSE","Canopy"
"3402","BSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00161386","FALSE","Canopy"
"3403","TSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00266266","FALSE","Canopy"
"3404","MC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00372134","FALSE","Canopy"
"3405","HP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00248786","FALSE","Canopy"
"3406","TC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.0026144","FALSE","Canopy"
"3407","PM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00204668","FALSE","Canopy"
"3408","AM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00228304","FALSE","Canopy"
"3409","BSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0026714","FALSE","Canopy"
"3410","TP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0028139","FALSE","Canopy"
"3411","TSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0042446","FALSE","Canopy"
"3412","BP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00247","FALSE","Canopy"
"3413","BC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00267558","FALSE","Canopy"
"3414","BSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0016226","FALSE","Canopy"
"3415","TSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0026714","FALSE","Canopy"
"3416","MC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00372438","FALSE","Canopy"
"3417","HP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0024966","FALSE","Canopy"
"3418","TC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00267558","FALSE","Canopy"
"3419","PM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00227582","FALSE","Canopy"
"3420","AM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0025251","FALSE","Canopy"
"3421","BSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.009177","FALSE","Surface"
"3422","TP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0102695","FALSE","Surface"
"3423","TSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.017043","FALSE","Surface"
"3424","BP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.00874","FALSE","Surface"
"3425","BC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0098325","FALSE","Surface"
"3426","BSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.003933","FALSE","Surface"
"3427","TSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.009177","FALSE","Surface"
"3428","MC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0150765","FALSE","Surface"
