"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"1087","TSE","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Low","0.7642598","TRUE","Canopy"
"1088","MC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Low","0.5569211","TRUE","Canopy"
"1089","HP","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Low","0.5703922","TRUE","Canopy"
"1090","TC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Low","0.5824755","TRUE","Canopy"
"1091","PM","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Low","0.5952884","TRUE","Canopy"
"1092","AM","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Low","0.5841398","TRUE","Canopy"
"1093","BSW","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4285198","TRUE","Canopy"
"1094","TP","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4074793","TRUE","Canopy"
"1095","TSW","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.3922282","TRUE","Canopy"
"1096","BP","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.434536","TRUE","Canopy"
"1097","BC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4605355","TRUE","Canopy"
"1098","BSE","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4527142","TRUE","Canopy"
"1099","TSE","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4285198","TRUE","Canopy"
"1100","MC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4188811","TRUE","Canopy"
"1101","HP","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4325522","TRUE","Canopy"
"1102","TC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.4605355","TRUE","Canopy"
"1103","PM","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.5219884","TRUE","Canopy"
"1104","AM","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","Mod","0.5236998","TRUE","Canopy"
"1105","BSW","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3536598","TRUE","Canopy"
"1106","TP","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3526193","TRUE","Canopy"
"1107","TSW","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3173682","TRUE","Canopy"
"1108","BP","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.361676","TRUE","Canopy"
"1109","BC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3573155","TRUE","Canopy"
"1110","BSE","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3778542","TRUE","Canopy"
"1111","TSE","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3536598","TRUE","Canopy"
"1112","MC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3331211","TRUE","Canopy"
"1113","HP","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3576922","TRUE","Canopy"
"1114","TC","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3573155","TRUE","Canopy"
"1115","PM","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3667284","TRUE","Canopy"
"1116","AM","36","Hardwood Other","Hardwood Other","Surviving Live branches, stumps and small trees including bark","","NA","((1-mortality rate of deciduous)*branch fraction of ""other"" pool)+(1-CFB*stump fraction of other pool)+(1-small tree combustion rate f(severity)*small tree fraction of other pool)+(1-CFB*bark fraction of other pool)","","High","0.3613598","TRUE","Canopy"
"1117","BSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1118","TP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1119","TSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.15","TRUE","Canopy"
"1120","BP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1121","BC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1122","BSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1123","TSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.15","TRUE","Canopy"
"1124","MC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1125","HP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1126","TC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1127","PM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1128","AM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Low","0.336","TRUE","Canopy"
"1129","BSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1130","TP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1131","TSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1132","BP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1133","BC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.46","TRUE","Canopy"
"1134","BSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1135","TSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1136","MC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4744","TRUE","Canopy"
"1137","HP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1138","TC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.46","TRUE","Canopy"
"1139","PM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4168","TRUE","Canopy"
"1140","AM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4104","TRUE","Canopy"
"1141","BSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1142","TP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1143","TSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1144","BP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1145","BC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1146","BSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1147","TSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1148","MC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1149","HP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1150","TC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1151","PM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1152","AM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1153","BSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0775264","TRUE","Canopy"
"1154","TP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0706254","TRUE","Canopy"
"1155","TSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0925052","TRUE","Canopy"
"1156","BP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0657044","TRUE","Canopy"
"1157","BC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.06302188","TRUE","Canopy"
"1158","BSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0606544","TRUE","Canopy"
"1159","TSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0671972","TRUE","Canopy"
"1160","MC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.08107436","TRUE","Canopy"
"1161","HP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0747144","TRUE","Canopy"
"1162","TC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.06302188","TRUE","Canopy"
"1163","PM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.05344856","TRUE","Canopy"
"1164","AM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.06209336","TRUE","Canopy"
"1165","BSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06731872","TRUE","Canopy"
"1166","TP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.08472172","TRUE","Canopy"
"1167","TSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.09262672","TRUE","Canopy"
"1168","BP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06244072","TRUE","Canopy"
"1169","BC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.0612338","TRUE","Canopy"
"1170","BSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.05044672","TRUE","Canopy"
"1171","TSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06731872","TRUE","Canopy"
"1172","MC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.08076188","TRUE","Canopy"
"1173","HP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06450672","TRUE","Canopy"
"1174","TC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.0612338","TRUE","Canopy"
"1175","PM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.04693856","TRUE","Canopy"
"1176","AM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.04997608","TRUE","Canopy"
"1177","BSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.067718","TRUE","Canopy"
"1178","TP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.067761","TRUE","Canopy"
"1179","TSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.093026","TRUE","Canopy"
"1180","BP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.061104","TRUE","Canopy"
"1181","BC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.06402876","TRUE","Canopy"
"1182","BSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.050846","TRUE","Canopy"
"1183","TSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.067718","TRUE","Canopy"
"1184","MC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.08090076","TRUE","Canopy"
"1185","HP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.064906","TRUE","Canopy"
"1186","TC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.06402876","TRUE","Canopy"
"1187","PM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.05740664","TRUE","Canopy"
"1188","AM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.0610344","TRUE","Canopy"
"1189","BSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0008225","TRUE","Canopy"
"1190","TP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0008275","TRUE","Canopy"
"1191","TSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.001231","TRUE","Canopy"
"1192","BP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007365","TRUE","Canopy"
"1193","BC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007658","TRUE","Canopy"
"1194","BSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0005105","TRUE","Canopy"
"1195","TSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.000763","TRUE","Canopy"
"1196","MC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0010846","TRUE","Canopy"
"1197","HP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007705","TRUE","Canopy"
"1198","TC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007658","TRUE","Canopy"
